Request time,Request Date,Trip Earnings,Fare,Safety Coverage Fee,Waiting Fee,Pickup Bonus,Discount,Surge,Pathao Net Commission,Pathao will Pay,You will Pay,Pickup Point,Destination Point,Distance,Duration,Trip Type,Pickup Area
8:05:00 AM,12/24/2024,285.95,273.64,10,,,70,27.36,15.05,44.95,0,"wari post office , h 15/2 a , rankin st , wari","KAMALAPUR RAILWAY STATION , KAMALAPUR",2.91,15.5,Prime,
8:25:00 AM,12/8/2024,399.6,385.45,5,20.0,,70,38.55,44.4,20.6,0,"waffle time,rankin street,wari","SQUARE HOSPITALS LTD,PANTHAPATH RD,KALABAGAN",6.61,24.9,Prime,
7:13:00 PM,12/10/2024,365.4,350.91,2,20.0,,61.2,35.09,40.6,18.6,0,"unimert express , united city , madani avenue , vatara","STAR KABAB & RESTAURANT , BLOCK C, BANANI",5.62,41.2,Plus,
9:22:00 AM,12/8/2024,432.9,437.27,5,,,0,43.73,48.1,0,53.1,"kalabagan staff quarter,h 12,green rd","SESSION JUDGE COURT,HINDU TEMPLE,TEMPLE RD,SADARGHAT",7.1,36.2,Prime,
8:42:00 PM,12/25/2024,361,380,10,,,70,,19,41,0,"sapta dinga , 20/3 , pantha path, dhanmondi","LAKESHORE SUITES , BLOCK D , BANANI",6.87,42.2,Prime,Dhanmondi
10:37:00 AM,12/8/2024,433.8,459.05,5,,,70,22.95,48.2,16.8,0,"decent pastry shop, rankin street,wari","DHAKA NORTH CITY  CORPORATION ANCHAL 3,SHAHID TAJUDDIN AHMED SARANI,MOHAKHALI",9.1,51.9,Prime,
8:13:00 PM,12/10/2024,313.2,348,2,,,100,,34.8,63.2,0,"moonstore propertise and holdings ltd , gulshan 2, gulshan","DREAM ORNATE , HOUSE 732, ROAD 10 , AVENUE 3, MIRPUR DOHS , DHAKA",9.14,45.8,Plus,Gulshan
2:39:00 PM,12/8/2024,292.5,295.45,5,,,70,29.55,32.5,32.5,0,"ambit, h 14,north circular rd,dhanmondi","BRITISH INTERNATIONAL SCHOOL,LALMATIA RD,BLOCK B,LALMATIA",3,19.2,Prime,Dhanmondi
2:13:00 PM,12/9/2024,306.9,341,2,,,0,,34.1,0,36.1,"dom inno salamah , 6, road 16 , kurmitola , sector 5",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,8,47.5,Plus,
3:28:00 PM,12/7/2024,377.1,380.91,5,,,70,38.09,41.9,23.1,0,"bkash care,banasree,block g","PUBALI BANK  LIMITED,SONARGAON ROAD,PARIBAGH,HATIRPOOL",8.17,38.8,Prime,
3:50:00 PM,12/7/2024,340.2,378,2,,,80,,37.8,40.2,0,"ifad multiproducts ltd, h 89,bir uttam cr datta rd,kathalbagan","PATAR CHAONI,H 284,RD 4,MOHAKHALI HOUSING SOCIETY,MOHAMMADPUR",5.38,44.8,Plus,
4:55:00 PM,12/7/2024,259.2,288,2,,,72.5,,28.8,41.7,0,"h 63/b/10,mehedibagh main rd,adabor","SQUARE HOSPITALS LTD,PANTHAPATH RD,KALABAGAN",5.27,31.2,Plus,
3:37:00 PM,12/9/2024,363.6,384,2,20.0,,80,,40.4,37.6,0,"salams house , sector 9, uttara",NORTH SOUTH UNIVERSITY (NSU),9.62,67.2,Plus,Uttara
7:43:00 AM,12/8/2024,444.6,449.09,5,,,70,,49.4,15.6,0,"building no 117,west dhanmondi,shankar,dhanmondi 9/a,west dhanmondi","TIME ZONE,Z 2/6/A,RANKIN ST,WARI",8.31,34.3,Prime,Dhanmondi
11:18:00 AM,12/8/2024,288.9,305.71,5,,,70,15.29,32.1,32.9,0,"bijoy rakeen strikes ground , section 13 , mirpur","RAINTREE , ROAD 27 , BANANI",5.17,30.5,Prime,Mirpur
8:39:00 AM,12/7/2024,292.5,295.45,5,,,70,29.55,32.5,32.5,0,"house 76 urban aziza,residential area,dhanmondi","NATIONAL INSTITUTE OF NEUROSCIENCES HOSPITAL (NINH),SHAHID  SHAHABUDDIN RD,AGARGAON",4.74,14.6,Prime,Dhanmondi
9:00:00 AM,12/7/2024,292.5,295.45,5,,,70,29.55,32.5,32.5,0,"dbbl,atm banijjo mela rd,sher e bangla tiger",MOHAKHALI BUS STAND,4.4,14.9,Prime,
6:06:00 PM,12/9/2024,267.3,297,2,,,59.8,,29.7,28.1,0,"moon bright , 474, ahmed akbar sobhan avenue , block c, bashundhara r/a",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,6.04,37,Plus,Bashundhara R/A
12:44:00 PM,12/7/2024,334.8,354.29,5,,,0,17.17,37.2,0,42.2,burger freak,"BASHUNDHARA D BLOCK,SERVICE ROAD,BLOCK D,BASHUNDHARA R/A",8.65,32,Prime,
4:02:00 PM,12/7/2024,223.2,248,2,,,62.5,,24.8,35.7,0,"gulnaksha hall 1 , purbachal , express highway , kuril","IBAIS UNIVERSITY , H 16 , RHD 5 , UTTARA SECTOR 4",8.27,29.5,Plus,Kuril
2:27:00 PM,12/7/2024,255.6,284,2,,,71.5,,28.4,41.1,0,"18,road 118,dakkhin badda,gulshan","FAMOUS SPECIALIZED HOSPITAL,BLOCK H,ABANASREE",6.23,30.5,Plus,Gulshan
3:17:00 PM,12/7/2024,360,400,2,,,80,,40,38,0,"kazi ferms kitchen , mazar rd , darus  salam","BASHUNDHARA CONVENTION CENTER , PURBACHAL EXPRESS HIGHWAY , KURIL",12.64,37.3,Plus,
7:43:00 AM,12/5/2024,372.6,376.36,5,,,70,37.64,41.4,23.6,0,"hns villa,rayer bazar,mohammadpur","RAMNA KALI MANDIR,SUHRAWARDY UDDAN RD,RAMNA",5.52,31,Prime,Mohammadpur
9:31:00 AM,12/5/2024,276.3,307,2,,,46.35,,30.7,13.65,0,"sadia general store,sattola school rd,mohakhali","NATIONAL INSTITUTE OF NEUROSCIENCE AND HOSPITAL,60 FEET RD,WEST AGARGAON",7.22,37,Plus,Mohakhali
12:13:00 PM,12/9/2024,501.3,530.48,5,,,70,26.52,55.7,9.3,0,shahjalal international airport domestic terminal,"GULSHAN CLUB , RD 50 , GULSHAN 2",12.21,53.2,Prime,
11:35:00 AM,12/5/2024,255.6,284,2,,,71.5,,28.4,41.1,0,"national eye hospital,mirpur road,sher e bangla nagar","6,ROAD 5,SECTION 2",6.02,27.1,Plus,
1:03:00 PM,12/5/2024,758.7,873,2,,,0,,87.3,0,89.3,"west senpara water pump,mirpur 2",SAVAR BUS STAND,22.68,65.4,Plus,Mirpur
3:01:00 PM,12/8/2024,1655.1,1839,2,,,0,,183.9,0,185.9,"jail rd , kashimpur , 1751","KATHER MASJID , SHAHID MUZAFFAR SARAK , JATRABARI",45.68,2.4,Plus,
4:00:00 PM,12/25/2024,554.8,486.67,5,,,70,97.33,29.2,35.8,0,"ziyara tour & travels,middle bashabo","307/1,PROTIVA  ROAD,AHMED NAGAR,PAIKPARA,SENPARA PARBATA,AHMED NAGAR",14.18,58.8,Plus,
2:24:00 PM,12/7/2024,269.1,299,5,,,70,,29.9,35.1,0,"h 36, rd 4 , pc culture housing society , mohammadpur","SUMI GENERAL STORE , KARMICHAL RD , BAGBARI , GABTALI",5.8,24.3,Prime,Mohammadpur
6:15:00 PM,12/25/2024,508.25,535,5,,,0,,26.75,0,31.75,"ktdc,extended pallabi,mirpur 11.5","UNITED 32,ROAD 11,DHANMONDI R/A",11.14,56.9,Plus,
7:52:00 PM,12/25/2024,337.25,322.73,10,,,70,32.27,17.75,42.25,0,"h 7/9,rd 1,block c,lalmatia","METRO SHOPPING MALL,RESIDENTIAL AREA,DHANMONDI",3.14,27.4,Prime,
5:49:00 PM,12/8/2024,571.5,604.76,2,,,131.2,30.24,63.5,65.7,0,"mir hazirbag borobari madrasa o yatimkhana , jatrabari","MIRPUR TECHNICAL  MOR , MIRPUR RD , DARUSSALOM , DARUS SALAM",13.46,80.4,Plus,
8:42:00 PM,12/25/2024,361,380,10,,,70,,19,41,0,"sapta dinga,20/3,pantha path,dhanmondi","LAKESHORE SUITES,BLOCK D,BANANI",6.87,42.2,Prime,Dhanmondi
12:24:00 PM,12/8/2024,388.2,398,2,,30,80,,39.8,68.2,0,"ecb chattar , matikata","LAND REGISTRATION OFFICE , SHAHID TAZUDDIN  AHMED AVE , TEJGAON INDUSTRIAL AREA",8.02,40.7,Plus,Matikata
12:13:00 PM,12/25/2024,442.7,423.64,10,,,70,42.36,23.3,36.7,0,"european standard school,59/b,road 12/a,dhanmondi r/a","MIRPUR NATIONAL ZOO,ZOO RD,MIRPUR 2",8.93,42.1,Prime,
1:12:00 PM,12/25/2024,354.35,373,10,,,70,,18.65,41.35,0,"songkolpo foundation,block a,mirpur 2","HOUSE 18,ROAD 2,BLOCK L,BANANI,DHAKA",7.56,35.5,Prime,Mirpur
6:35:00 PM,12/9/2024,633.6,704,2,,,75,,70.4,2.6,0,"hazrat shahjalal international airport , terminal 1 , airport road, new airport road , kurmitola , sector 2","D 65 , ROAD 4 , MOHANAGAR HOUSING PROJECT , NIKETAN",14.93,105,Plus,Purbachal
2:14:00 PM,12/25/2024,326.8,344,5,,,82.02,,17.02,59.82,0,"bometta,banani dohs","COZMO CAFE & BISTRO,BLOCK G,BASHUNDHARA R/A",9.55,28.3,Plus,Banani
3:05:00 PM,12/25/2024,473.1,498,10,,,70,,24.9,35.1,0,"rajonigandha,454,ahmed nagar sobhan avenue,block d,basundhara r/a","BAILY STAR,NEW BAILY RD",12.63,40.9,Prime,Bashundhara
5:25:00 PM,12/24/2024,706.8,744,10,,,70,,37.2,22.8,0`,"shishu niramoy,h 15,rd 30,pallabi extension,pallabi","SANAI COMMUNITY CENTER,LARMINI ST,WARI",17.87,87.6,Prime,Pallabi
7:10:00 PM,12/24/2024,1036.45,909.17,10,,,70,181.83,54.55,5.45,0,"shoni mandir,shankhari bazar rd","H 521,RD 1,BLOCK D,BASUNDHARA R/A",18.5,135.6,Prime,
8:15:00 AM,12/25/2024,456.95,481,5,,,48.6,,24.05,19.55,0,"272,i block road 1,basundhara r/a","LABAID SPECIALIZED HOSPITAL 6,ROAD 4,DHANMONDI",15.24,37.6,Plus,Bashundhara
9:31:00 AM,12/25/2024,396.15,379.09,10,,,70,37.91,20.85,39.15,0,"road 28(new 15),dhanmondi r/a","H 78,RD 7,BLOCK H,BANANI",8.18,33.1,Prime,
12:50:00 PM,12/24/2024,346.75,365,10,,,70,,18.25,41.75,0,"i block,road 4,basundhara r/a","THE ADDRESS BTI,ROAD 86,GULSHAN NORTH AVENUE,GULSHAN CIRCLE 2",5.91,29.4,Prime,Bashundhara
1:59:00 PM,12/24/2024,367.65,387,5,,,0,,19.35,0,24.35,"rejuvenate,gulshan 2,gulshan","SUNSHINE,57,ROAD 4,BLOCK D,BASUNDHARA R/A",7.51,54.1,Plus,Gulshan
9:15:00 AM,12/24/2024,546.25,575,5,,,70,,28.75,36.25,0,"j s international,sector 5,uttara",KALLYANPUR BUS STAND,15.14,66,Plus,Uttara
11:20:00 AM,12/24/2024,439.85,463,10,,,70,,23.15,36.85,0,"al mahbub restaurant,shyamoli,mohammadpur","AHZ GULSHAN,BANGLADESH,GULSHAN 2,GULSHAN",10.11,46.3,Prime,Mohammadpur
4:11:00 PM,12/24/2024,389.5,410,10,,,70,,20.5,39.5,0,"cure aid pharmacy,residential area,dhanmondi","ILMA GRAMMAR SCHOOL,RUPNAGAR RESIDENTIAL AREA,MIRPUR",9.29,35.3,Prime,Dhanmondi
8:16:00 AM,12/24/2024,356.25,322.73,10,20.0,,70,32.27,18.75,41.25,0,"jams zahra,553,road no 11,basundhara r/a","DOMESTIC TERMINAL,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT",5.88,11.5,Prime,Bashundhara
2:39:00 PM,12/24/2024,475,500,10,,,0,,25,0,35,"meherunnessa park,253,d,block 8 no road,block d,basundhara r/a","BANGABANDHU MILITARY MUSEUM,BIJOY SARANI,DHAKA",12.62,51.9,Prime,Bashundhara
12:03:00 PM,12/6/2024,211.5,235,2,,,59.25,,23.5,33.75,0,"mohanada 39.road 11,dhanmondi r/a","MAVANA BANU TOWER,H 115,KAZI OFFICE LN,SIDDHESHWARI",5.7,24,Plus,
2:34:00 PM,12/5/2024,226.57,251.74,5,,,0,,25.18,0,30.17,"city bank ltd,new airport rd",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,1.88,0.1,Prime,Biman Bandar
10:56:00 AM,12/7/2024,263.7,293,2,,,44.25,,29.3,12.95,0,"navana spring dale(building 4),section 13,mirpur","BANGLADESH SPECIALIZED HOSPITAL,MIRPUR RD,SHYAMOLI",7.02,23.1,Plus,Mirpur
2:30:00 PM,12/6/2024,269.1,299,5,,,70,,29.9,35.1,0,"rafiq varieties store,15,bindu britto goli,senpara parbata,purba kazipara","BASHUNDHARA CITY SHOPPING COMPLEX,PANTHAPATH,DHAKA",5.84,24,Prime,
1:43:00 PM,12/6/2024,284.52,281,5,,31.62,70,,28.1,68.52,0,dhaka jatio chiriakhana,"SHAHID POLICE SRITI SCHOOL AND COLLEGE,MIRPUR 14 MAIN RD",5.02,24,Prime,
12:21:00 PM,12/7/2024,288.9,321,2,,,104.3,,32.1,70.2,0,"dr. md. shahidul islam,shyamoli,mohammadpur","JORIMUN VILLA,H 112,RD 1,MOHAKHALI",8.28,33.7,Plus,Mohammadpur
1:50:00 PM,12/7/2024,297,330,2,,,105.2,,33,70.2,0,bsmmu,"ROAD NO,7 MOHAMMADI HOUSING LYD,MOHAMMADPUR",6.22,34.7,Plus,
1:31:00 PM,12/5/2024,306.3,307,2,,30,77.25,,30.7,74.55,0,"masud automobiles,diyabari,uttara",AIRPORT RAIL STATION,7.4,30.3,Plus,Uttara
1:21:00 PM,12/7/2024,369.9,411,5,,,70,,41.1,23.9,0,"brac university,bir uttam ak khandakar rd,mohakhali","RAMNA KALI MANDIR,SUHRAWARDY UDYAN,RD,RAMNA",9.64,33.4,Prime,Mohakhali
12:58:00 PM,12/6/2024,388.8,411.43,5,,,70,20.57,43.2,21.8,0,"nakhalpara notun rd,mohakhali","MAZAR RD,MIRPUR 1",9.85,32,Prime,Mohakhali
8:13:00 PM,12/6/2024,465.3,470,5,,,70,47,51.7,13.3,0,dhaka airport railway station,MIRPUR 2,12.83,46.6,Prime,
11:58:00 AM,12/5/2024,470.7,523,2,,,0,,52.3,0,54.3,"tamanna telecom,vatara rd,natun bazar","BAGMA INSTITUTE,ROAD 2,SECTOR 15,UTTARA",15.19,63.6,Plus,
11:10:00 AM,12/6/2024,487.8,516.19,5,,,70,25.81,54.2,10.8,0,"asw mega food park,manikdi bazar road,ecb circle,dhaka cantonment","DHAKA NEW MARKET MASJID,FOOTOVER BRIDGE,NEW MARKET",14.24,37.6,Prime,
5:35:00 PM,12/6/2024,601.2,668,2,,,0,,66.8,0,68.8,"nosib glory,road 20,sector 03,jashim  uddin avenue,uttara",SAGAR SAIKAT CNG FILLING STATION,17.03,54,Plus,Uttara
4:32:00 PM,12/6/2024,1926.28,1208.36,2,,,180,,132.92,45.08,0,"south kafrul,kafrul","UTTARA AZOMPUR,SECTOR 11",32.53,124.8,Plus,
10:13:00 AM,12/1/2024,232.2,245.71,5,,,65.75,12.29,25.8,34.95,0,"mum fashions,merchandising ltd,road 07,sector 9,uttara","UTTARA CLUB,SECTOR 1",3.1,17.9,Prime,Uttara
5:10:00 PM,12/4/2024,252.3,247,2,,30,0,,24.7,3.3,0,"rd 15,mohakhali dohs","ECB CHATTAR BUS STOP,,MIRPUR DOHS LINK RD,MATIKATA",5.61,37,Plus,
1:54:00 PM,12/25/2024,400.5,445,5,,,67.5,,44.5,18,0,"uttaron technologies,darus salam,technical mor","SHANGRI LA-INN RESTAURANT,NAYA PALTAN",9.78,39.3,Plus,
11:01:00 AM,12/4/2024,445.5,471.43,5,,,70,23.57,49.5,15.5,0,"house 52,road 10,sector 6,uttara","UTTARA UNIVERSITY,MIRPUR RD,UTTARA",8.69,32,Prime,Uttara
12:43:00 PM,12/4/2024,457.2,508,2,,,75,,50.8,22.2,0,"bismillah bkash point,airpor dkshinkhan road,airport dakshinkhan","PADMA GENERAL HOSPITAL,GREEN ROAD,KATHALBAGAN",14.19,55.7,Plus,
10:37:00 AM,12/1/2024,490.5,545,2,,,90,,54.5,33.5,0,"mutual trust bank limited atm,sector 3,uttara","RAJUK MOHAKHALI ZONAL OFFICE,RD 2,BANANI",14.37,66.6,Plus,Uttara
10:32:00 PM,12/21/2024,579.6,585.45,10,,,70,58.55,64.4,0,4.6,sonargon hotel,"RD 2,BLOCK B,MIRPUR 12",13.12,45.4,Prime,
3:46:00 PM,12/4/2024,589.5,665,5,,,70,,65.5,0,0.5,"sector 10,uttara 18,road 11,kotbari bazar,sector 11","ROAD 1 NIKETON BLOCK A,NIKETON HOUSING SOCIETY,GULSHAN",11.47,63,Prime,
12:40:00 PM,12/25/2024,642.6,694,10,20.0,,0,,71.4,0,81.4,"heaven point,b 42/3,madrasa rd 1340",KALLYANPUR SHAHI MOSQUE,17.27,39.3,Prime,
7:33:00 PM,12/25/2024,679.5,735,10,20.0,,0,,75.5,0,85.5,"asset developement & holding limited, house 08,road 137,gulshan 1","CADET COLLEGE CLUB LIMITED,SECTOR 12,PURBACHAL",16.4,41.6,Prime,Gulshan
10:48:00 AM,12/25/2024,756,840,10,,,0,,84,0,94,"quanrum shams garden,sector 14,uttara","ENAM MEDICAL COLLEGE AND HOSPITAL,THANA RD,1340",21.27,77.4,Plus,Uttara
8:30:00 PM,12/25/2024,810,900,10,,,0,,90,0,100,"mominul mamar hash chapti,sector 12,purbachal","BIAM FOUNDATION & AUDITORIUM,BIAM ROAD,WIRELESS,PALTAN",19.54,85.2,Plus,
7:17:00 PM,12/5/2024,883.8,892.73,5,,,70,89.27,98.2,0,33.2,"armin confectioncary,fakirapool rd,fakirapool","NADDA PARA,BOISHAKHE MOR,HAZI CAMP RD,NADDA PARA,DAKSHINKHAN",20.87,114.6,Prime,Fakirapool
1:30:00 PM,12/22/2024,1037.7,1153,10,,,0,,115.3,0,125.3,"national institure of neurosciences hospital,shahid shahabuddin rd,agargaon","HAZI STORE,DHAKA CHITTAGONG HIGHWAY,BANDAR,NARAYANGANJ,1361",26.29,92.4,Prime,Agargaon
1:26:00 PM,12/4/2024,1221.3,1357,5,,,0,,135.7,0,140.7,"asha decorator,h 33,33/1,crescent rd,kalabagan","CHARABAG BUS STOP,BIRULIA AKRAN ED,PARAGON,ASHULIA,1341",29.6,77.4,Prime,Kalabagan
10:17:00 AM,12/13/2024,"1,422",1580,2,,,0,,158,0,160,"chameli ( 11 c , 11d ) , sector 18 , uttara","BANGABANDHU SHEIKH MUJIB SAFARI PARK , GAZIPUR , PARK ROAD , MAONA",44.46,108,Plus,Uttara
9:05:00 AM,12/13/2024,457.2,508,2,,,70,,50.8,17.2,0,"dimension marigold , house 22/a , road no . 03 , monsurabad","UTTARA UNIVERSITY , MIRPUR RD , UTTARA",14.78,47.7,Plus,
11:23:00 AM,12/16/2024,448.2,474.29,10,,,70,23.71,49.8,10.2,0,"falaq express , mohammadi housing limited , mohammadpur","UNIMART , GULSHAN CENTRE POINT , GULSHAN 2 , GULSHAN",10.81,44.9,Prime,Mohammadpur
5:39:00 PM,12/14/2024,433.8,482,5,,,70,,48.2,16.8,0,"csd parking area , dohs , mirpur","SHYAMOLI PARK , SHYAMOLI",10.16,51.7,Prime,Mirpur
4:27:00 PM,12/14/2024,282.6,314,2,,,79,,31.4,45.6,0,"abdul malek tea stall, talertek , khilkhet","SADHONA OUSHADHALOY , BEGUM ROKEYA SARANI , MIRPUR 11",8.39,24,Plus,
4:38:00 PM,12/15/2024,223.2,248,2,,,62.5,,24.8,35.7,0,"agargaon pharmacy , mirpur road , sohrawardi medical college  & hospital , sher e bangla nagar","SONY CINEMA HALL CIRCLE , MAIN RD , MIRPUR 1",4.89,22.7,Plus,
2:37:00 PM,12/14/2024,699.19,776.88,5,,,70,,77.69,0,12.69,ad din medical college hospital,"PURBO NAMAPARA PANIR PUMP CIRCLE , KABARASTHAN RD",15,90,Prime,
12:42:00 PM,12/14/2024,305.1,339,2,,,80,,33.9,44.1,0,"riverdale regalia , 34 , road 28 ( new 15 ) , dhanmondi r/a","BASHUNDHARA CITY SHOPPING COMPLEX , PANTHAPATH , DHAKA",2.62,20,Plus,
12:24:00 PM,12/15/2024,407.7,453,2,,,80,,45.3,32.7,0,"united hospital limited , gulshan 2 , gulshan","AMENA MONJIL , 144/2 , EAST AHMED NAGAR , JONAKI ROAD , MUKTI HOUSING , DOKKHIN MONIPUR",12.33,43.2,Plus,Gulshan
11:09:00 AM,12/15/2024,481.5,509.52,5,,,70,25.48,53.5,11.5,0,"h 226, mohammadi housing society main rd , mohammadpur housing ltd , mohammadpur","IFARMER LIMITED , GULSHAN 2 , GULSHAN",10.67,56.8,Prime,Mohammadpur
11:27:00 AM,12/14/2024,470.7,523,5,,,0,,52.3,0,57.3,"h 54 , rd19 , nikunja 2","MANIK MIA AVE , PARLIAMENT OF BANGLADESH , LALMATIA",13.3,45,Prime,Nikunja
2:46:00 PM,12/9/2024,459,510,2,,,80,,51,27,0,the burgery,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,15.78,58.5,Plus,
2:53:00 PM,12/9/2024,738.66,820.73,2,,,80,,82.08,0,4.07,"city bank ltd , new airport rd",GABTALI BUS TERMINAL,19.08,139.2,Plus,Biman Bandar
1:29:00 PM,12/12/2024,259.2,288,5,,,70,,28.8,36.2,0,"ford bangladesh , m&u motors limited industrial area , tejgaon","TURKEY BILES, ROAD 11, BLOCK F , BANANI",4.23,28.1,Prime,
2:31:00 PM,12/28/2024,528.6,554,2,,30,127.6,,55.4,100.2,0,"mohammad enterprise , ka 80 , joar shahara bazar rd , joar shahara","KAMALAPUR RAILWAY STATION, KAMALAPUR",12.89,70.8,Plus,
4:11:00 PM,12/28/2024,534.6,594,5,,,70,,59.4,5.6,0,"b/7, kamalapur railway station","DOMESTIC TERMINAL (DAC) , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT",15.92,70.8,Prime,
9:33:00 AM,12/14/2024,575.71,639.68,2,,,164.17,,63.97,98.2,0,"rajdhani automobile engineering workshop , beribadh rd , ramchandpur mohammadpur","ISLAMIC RESURCH CENTRE , RD 4, BLOCK D , BASHUNDHARA R/A",11.22,76.8,Plus,
6:25:00 PM,12/12/2024,387.9,431,5,,,70,,43.1,21.9,0,"radisson blu dhaka water garden, new airport rd , dhaka cantonment","SUNFIT TAILORS & FABRICS , 338/8/1, SALIM UDDIN MARKET ROAD , SENPARA PARBATA , AHMED NAGAR",9.28,51.1,Prime,
4:11:00 PM,12/10/2024,202.5,225,5,,,57.5,,22.5,30,0,"shaheed sohrawardi medical college & hospital , sher e bangla agricultural university rd","12/1/1, ROAD NO 2, MUKTI HOUSING , SHYAMOLI",1.69,15,Prime,
9:38:00 AM,12/11/2024,399.6,403.64,5,,,70,40.36,44.4,20.6,0,"spring castel, road no. 4 , mohammadi housing limited , mohammadpur","SHAK VAT , TEJGAON GULSHAN LINK RD , NIKETAN",6.54,37.7,Prime,Mohammadpur
3:07:00 PM,12/11/2024,320.4,356,5,,,70,,35.6,29.4,0,"holy family red crescent medical college hospiatl , h 1, eskaton garden rd , old eskaton","Y /21 , RAZIA SULTANA ROAD , MOHAMMADPUR",6.46,37.7,Prime,
12:13:00 PM,12/9/2024,599.4,666,2,,,80,,66.6,11.4,0,"hazrat shahjalal international airport terminal 1, airport road , new airport road , kurmitola sector 2","MOHAMMADPUR BUS STAND  , BERIBADH RD",18.81,84,Plus,Dhaka Cantonment
10:02:00 AM,12/10/2024,402.3,447,2,,,67.35,,44.7,20.65,0,"rose garden , road 4a , nobody housing , mohammmadpur","BRAC UNIVERSITY (NEW CAMPUS ) , DIT RD , MERUL BADDA",10.63,51.7,Plus,
10:44:00 AM,12/8/2024,272.7,288.57,5,,,0,14.43,30.3,0,35.3,"shipon tea stall , rd 8 , niketan","KAZI ENTERPRISE , SHANTIBAGH , MALIBAGH",4.17,28.4,Prime,
12:59:00 PM,12/8/2024,340.5,345,2,,30,80,,34.5,73.5,0,"monwar hospital private ltd , siddheswari","KHANBAG JAME MASJID , BADDA GIRLS SCHOOL RD , NORTH BADDA",6.27,54,Plus,
3:47:00 PM,12/8/2024,426.9,441,2,,30,80,,44.1,63.9,0,"dhaka international university , hostel 3 , shatarkul rd . east nurerchala, badda","ALHAZ APTAR UDDIN AHMED MANSION , 3, ROAD 7, SECTION 11",12.99,49,Plus,
10:07:00 AM,12/9/2024,421.2,468,2,,,0,,46.8,0,48.8,"jaber pharma , 391, road 6 , mohammadi housing society , mohammadpur","DHAKAIYA RESTORA , 17 , ROAD 19 , NIKUNJA 2",14.74,64.8,Plus,Mohammadpur
11:27:00 AM,12/14/2024,470.7,523,5,,,0,,52.3,0,57.3,"h 54 , rd 19 , nikunja 2","MANIK MIA AVE , PARLIAMENT OF BANGLADESH , LALMATIA",13.3,45,Prime,Nikunja
12:10:00 PM,12/7/2024,306,309.09,5,,,70,30.91,34,31,0,"h 10, south banasree main rd , east goran","AMZ HOSPITAL , SHADHINOTA SARANI , NORTH BADDA",5.55,26.4,Prime,
9:33:00 AM,12/14/2024,575.71,639.68,2,,,164.17,,63.97,98.2,0,"rajdhani automobile engineering workshop , beribadh rd , ramchandrapur , mohammadpur","ISLAMIA RESURCH CENTRE , RD 4 , BLOCK D , BASUNDHARA R/A",16.22,76.8,Plus,Mohammadpur
12:24:00 PM,12/15/2024,407.7,453,2,,,80,,45.3,32.7,0,"united hospital limited , gulshan 2 , gulshan","AMENA MONJIL , 144/2 , EAST AHMED NAGAR , JONAKI ROAD , MUKTI HOUSING , DOKKHIN MONIPUR",12.33,43.2,Plus,Gulshan
1:13:00 PM,12/7/2024,267.3,297,5,,,70,,29.7,35.3,0,"oscom bangladesh , nurerchala rd , notun bazar , badda","ARMY GOLF CLUB , ARMY GOLF CLUB ENTRANCE , KURMITOLA",5.03,25.3,Prime,
4:24:00 PM,12/7/2024,415.2,428,2,,30,80,,42.8,65.2,0,"baitul mamur jamr masjid , moddho para","H 33, RD 13 , ADABOR",14.14,53.5,Plus,
8:46:00 AM,12/8/2024,531.9,591,5,,,0,,59.1,0,64.1,"hvcin dolon chapa , dhaka uddan , mohammadpur","PARAMOUNT TEXTILE PLC ( HEAD OFFICE ) , GULSHAN 2 , GULSHAN",12.62,49.8,Prime,Mohammadpur
10:54:00 AM,12/5/2024,250.2,278,2,,,42,,27.8,12.2,0,"hasan house , h 38/1, new eskaton rd , new eskaton","BANGLADESH SPECIALIZED HOSPITAL , MIRPUR RD , SHYAMOLI",6.12,31,Plus,
8:09:00 AM,12/17/2024,646.2,652.73,10,,,70,65.27,71.8,0,11.8,"shohag telecom centre , shekhertek , mohammadpur","UNITED INTERNATIONAL UNIVERSITY ( UIU ) MAIN CAMPUS PLAYGROUND , UNITED CITY , MADANI AVENUE , BADDA",16.33,66,Prime,Mohammadpur
8:55:00 AM,12/7/2024,547.2,552.73,5,,,70,55.27,60.8,4.2,0,"radisson , h 2/a-b , rd 2 , mohammadpur",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,15.92,39.7,Prime,Mohammadpur
12:57:00 PM,12/16/2024,543.6,604,5,,,90,,60.4,24.6,0,"implant dental point , noyun bazar , vatara","FVL NAFI , ALIF HOUSING, ADABAR , MOHAMMADPUR",16.39,68.4,Plus,
10:15:00 AM,12/7/2024,389.7,433,2,,,87,,43,41.7,0,"airport road , new airport road , kurmitola , sector 2","EMBASSY OF THE UNITED ARAB EMIRATES CONSULAR SECTION , GULSHAN 2 , GULSHAN",10.91,51.2,Plus,Purbachal
