Unnamed: 0,Pickup Point,last part,Pickup Area
1825,"house 10,road 9/a,sector 7,uttara",UTTARA,Uttara
1826,"nafi tower , h 53 , gulshan ave , gulshan 1",GULSHAN 1,Gulshan
1832,"site for future project , residential area , dhanmondi",DHANMONDI,Dhanmondi
1834,"japan bangladesh friendship hospital , road 3/a, dhanmondi",DHANMONDI,Dhanmondi
1838,"shanta western tower,tejgaon gulshan limk rd,niketon",NIKETON,Niketon
1839,"globe securities , toyenbee rd , motijheel",MOTIJHEEL,Motijheel
1841,"north end coffee roasters , h 53 , gulshan ave , gulshan 1",GULSHAN 1,Gulshan
1846,"taste of heaven , sector 1 , uttara",UTTARA,Uttara
1847,"road no 3,basundhara r/a",BASUNDHARA R/A,Bashundhara
1851,"soft click , sector 12 , uttara",UTTARA,Uttara
1856,"tejgaon link flyover , paschim nakhalpara , niketon",NIKETON,Niketon
1864,"arced foundation , mirpur dohs",MIRPUR DOHS,Mirpur
1879,"mutual trust bank , airport road , new airport road , kurmitola , sector 2",SECTOR 2,Purbachal
1882,"milk vita road , dhaka 1216 , bangladesh",BANGLADESH,Agargaon
1883,"n.j garden , 405/2, free school street , dhanmondi",DHANMONDI,Dhanmondi
1884,"people's hospital , shahid baki rd , chowdurypara, malibagh",MALIBAGH,Malibagh
1885,"water pump station  , shyamoli , mohammadpur",MOHAMMADPUR,Mohammadpur
1887,"panchoshila , sector 14 , uttara",UTTARA,Uttara
1888,"interationa terminal , new airport rpad , kurmitola , sector 2",SECTOR 2,Purbachal
1895,"house 808 , road 18, block   k  , basundhara r/a",BASUNDHARA R/A,Bashundhara
1896,"adperience ltd , house 137 , lane 4 , mohakhali dohs , mohakhali",MOHAKHALI,Mohakhali
1898,"tenement 1, h 301/a, rd 6 , block e, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1899,"lake breeze , 34, road 104 , gulshan 2 ,gulshan",GULSHAN,Gulshan
1900,"cp five star - fashion paradise , road 20, sector 11, uttara",UTTARA,Uttara
1901,"premier bank panthapath , bir uttam kazi nuruzzaman road, west panthapath , panthapath",PANTHAPATH,Panthapath
1903,"zahid mansion , 42, road # 2, block c , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1910,"h 44, madrasa rd ln , metropoliton coooperative housing society , mohammadpur",MOHAMMADPUR,Mohammadpur
1916,"fitment craft,mirpur dohs",MIRPUR DOHS,Mirpur
1917,"amtoli jame masjid,new airport road,mohakhali",MOHAKHALI,Mohakhali
1919,"fish & co,bir uttam mir shawkat  sarak,gulshan 1",GULSHAN 1,Gulshan
1920,"pizza hut,sector 3,uttara",UTTARA,Uttara
1921,"lucky star,block f,banani",BANANI,Banani
1922,"lupine,plot 297/d,road no 12,block c,basundhara r/a",BASUNDHARA R/A,Bashundhara
1923,"asmani sadiq,654 & 655,block f,road 20,basundhara r/a",BASUNDHARA R/A,Bashundhara
1926,"road 1,niketon housing society,gulshan",GULSHAN,Gulshan
1928,"interflg trading agency limited,sector 11,uttara",UTTARA,Uttara
1930,"abadil academy,road no 8,dakkhin badda,gulshan",GULSHAN,Gulshan
1931,"gaochia chistia store,adabor,mohammadpur",MOHAMMADPUR,Mohammadpur
1933,"house 46,road 16,sector 11,uttara",UTTARA,Uttara
1934,"sovereign,h 4,rd 18,banani",BANANI,Banani
1935,"ga house, alhaz abdus sobhan rd , bashundhara b, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1936,"jigatola bus stand , satmasjid rd , dhanmondi",DHANMONDI,Dhanmondi
1938,"sm khaled's home , block h , banani",BANANI,Banani
1939,"healthy food , vertex prominent , mohakhali",MOHAKHALI,Mohakhali
1941,"bangladesh eye hospital , sat masjid rd , dhanmondi",DHANMONDI,Dhanmondi
1944,"home health medical services , section 1, mirpur",MIRPUR,Mirpur
1945,"7/4, block d, aurangzeb road , mohammadpur",MOHAMMADPUR,Mohammadpur
1946,"prof. dr. m.r. khan , residential area, dhanmondi",DHANMONDI,Dhanmondi
1947,"titas pae international , house 484, road 32 , mohakhali dohs , mohakhali",MOHAKHALI,Mohakhali
1951,"kobir super store  , gp 191/1 , tb gate rd , mohakhali",MOHAKHALI,Mohakhali
1954,"city consultancy ltd , h 13 /a/1, panthapath",PANTHAPATH,Panthapath
1955,"square hospital ltd , panthapath rd ,  kalabagan",KALABAGAN,Kalabagan
1957,"badda police station , road 17 , dakkhin badda , gulshan",GULSHAN,Gulshan
1958,"abc aparajita , road 07, block h , banani",BANANI,Banani
1959,"east hajipara , dhaka , bangladesh",BANGLADESH,Agargaon
1961,"h 1/f shafaet road maati properties , block c , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
1963,"comilla hotel  and restaurant , malibag college rd . malibagh bazar road , malibagh",MALIBAGH,Malibagh
1965,"rd 4 , sector 13 , uttara",UTTARA,Uttara
1966,"namira's burger world , arjatpara rd , mohakhali",MOHAKHALI,Mohakhali
1969,"the hanger project , 85 , road 8 , banani",BANANI,Banani
1973,"perfume , sector 6 , uttara",UTTARA,Uttara
1975,"aster wood , residential area , dhanmondi",DHANMONDI,Dhanmondi
1986,"19/11 , block b  , babor road , mohammadpur",MOHAMMADPUR,Mohammadpur
1988,"jessore pharma , road 19 , pallabi 2nd phase ( eastern housing ) , mirpur",MIRPUR,Mirpur
2002,"32, road 11, section 2",SECTION 2,Mirpur
2005,"shahjalal multi storied car parking , new airport rd",NEW AIRPORT RD,Biman Bandar
2012,"shahin hardy , mirpur rd, dhanmondi",DHANMONDI,Dhanmondi
2014,"48 jafrabad , zafrabad, mohammadpur",MOHAMMADPUR,Mohammadpur
2015,"afghan grill ( chef's table ) , road 8/a , satmasjid road , dhanmondi",DHANMONDI,Dhanmondi
2016,"rd 1, block b , pallabi",PALLABI,Pallabi
2017,"dingi , residential area , dhanmondi",DHANMONDI,Dhanmondi
2018,"70/d , dolphin goli, dhanmondi",DHANMONDI,Dhanmondi
2022,"h 405 , aftab uddin ahmed rd  , block b , basundhara r/a",BASUNDHARA R/A,Bashundhara
2023,"sks tower , mohakhali",MOHAKHALI,Mohakhali
2025,"talukdar store 2 , eastern housing main rd , block  b , pallabi",PALLABI,Pallabi
2027,"share ta office , gulshan 2, gulshan",GULSHAN,Gulshan
2030,"prokoushali sangshad ltd, block g , banani",BANANI,Banani
2031,"golden tulip the grandmark dhaka , block h, banani",BANANI,Banani
2032,"broast cafe , sector - 13 , uttara",UTTARA,Uttara
2033,"padma garment , hatirjheel link rd , niketon",NIKETON,Niketon
2036,"bangladesh airlines training center , new airport rd",NEW AIRPORT RD,Biman Bandar
2039,"geyohaat,sector 11,uttara",UTTARA,Uttara
2042,"little einstein tutorial,road 6,block d,niketon",NIKETON,Niketon
2043,"house 46 , road 12, sector 10, uttara",UTTARA,Uttara
2046,"selim enterprise , h 1/9 , rupnagar rd , chayaneer housing society , pallabi",PALLABI,Pallabi
2047,"ezzyr,road 8,block c,niketon",NIKETON,Niketon
2049,"indulg , gulshan 2, gulshan",GULSHAN,Gulshan
2050,"shanta, h19,rd 8,gulshan 1",GULSHAN 1,Gulshan
2054,"7/1 , girls school  road , dhanmondi",DHANMONDI,Dhanmondi
2057,"sornolota,h 128,rd 4,block a,basundhara r/a",BASUNDHARA R/A,Bashundhara
2059,"embassy of north korea , rd 23 , banani",BANANI,Banani
2062,"samorita pvt hospital , panthapath",PANTHAPATH,Panthapath
2064,"11/f , road no . 17 , basundhara r/a",BASUNDHARA R/A,Bashundhara
2066,"city bank atm , 60 feet rd , monipur , mirpur 2",MIRPUR 2,Mirpur
2069,"sardar studio , h 276 , muktijoddha abdul salam rd , fakirapool",FAKIRAPOOL,Fakirapool
2070,"house 431,road 6,dohs,mirpur",MIRPUR,Mirpur
2073,"greenbee communication,road 9,block g,banani",BANANI,Banani
2075,"banani pharmacy, h 100,rd 11,banani",BANANI,Banani
2077,"gp house , alhaz abdus sobhan rd, bashundhara , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2083,"capp and cinno restaurant , h 34, gareeb e newaz, ave , sector 11, , uttara",UTTARA,Uttara
2084,"plot 216,h 217,rd 3,block b,basundhara r/a",BASUNDHARA R/A,Bashundhara
2087,"yellow's kitchen , barek  mollah mor , mirpur",MIRPUR,Mirpur
2089,"natunbag lohar gate,taltola rd,khilgaon",KHILGAON,Khilgaon
2091,"hotel holiday inn,to satrasta,wireless,niketon",NIKETON,Niketon
2095,"sipahibag club moor,sipahibag rd,khilgaon",KHILGAON,Khilgaon
2096,"meo , house 84 , block b , road 7 , block b , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2100,"h 480,shahid baki sarak,taltola,khilgaon",KHILGAON,Khilgaon
2104,"the holiday , residential area , dhanmondi",DHANMONDI,Dhanmondi
2106,"pizza town cafe & resturant,sky view nazma tower,368/b,khilgaon",KHILGAON,Khilgaon
2108,"indian spicy & sea food,basundhara city,panthapath",PANTHAPATH,Panthapath
2109,"az digital furniture bd , borobag , mirpur",MIRPUR,Mirpur
2114,"nawabpur road,motijheel,gulshan",GULSHAN,Gulshan
2121,"h 168/1/b,jheelpar rd,khilgaon",KHILGAON,Khilgaon
2128,"h 437,taltola rd,taltola,khilgaon",KHILGAON,Khilgaon
2129,"realiance building,h 146,rd 8,block d,basundhara r/a",BASUNDHARA R/A,Bashundhara
2131,"house 4-6,road 7b,sector 9,uttara",UTTARA,Uttara
2132,"bhagyakul kacchi ghor,gulsshan 2,gulshan",GULSHAN,Gulshan
2135,"balaka,biman bangladesh airlines hq,vvip terminal entrance,kurmitola,sector 2",SECTOR 2,Purbachal
2136,"shornali, road 2/a, house 08, block f , banani",BANANI,Banani
2138,"style and smile gents grooming saloon, 113, 113/a, lake circus road , dhanmondi",DHANMONDI,Dhanmondi
2139,"fantasium, gulshan avenue , gulshan 2, gulshan",GULSHAN,Gulshan
2140,"iqbal center , kamal atatruk avenue , banani",BANANI,Banani
2142,"nill achol  , 102 , i  blocck road 5 , basundhara r/a",BASUNDHARA R/A,Bashundhara
2146,"aplectrum solutions ltd  , road 18 , sector 7 , uttara",UTTARA,Uttara
2148,"banglar mishtisweets of bengal , banani",BANANI,Banani
2149,"h 12/d , rd 17 , block g , basundhara r/a",BASUNDHARA R/A,Bashundhara
2150,"square hospital ltd , panthapath",PANTHAPATH,Panthapath
2153,"trisha's extension & beauty zone , house 140 , road 3 , block a , niketon",NIKETON,Niketon
2154,"amari dhaka ,  gulshan 2, gulshan",GULSHAN,Gulshan
2155,"galesia hotel & resort ltd , block  b , banani",BANANI,Banani
2161,"block a , road 18 , house 9 , banani",BANANI,Banani
2163,"nazle garden , 420 , road no. 17 , basundhara r/a",BASUNDHARA R/A,Bashundhara
2164,"469 , road no. 7 , basundhara r/a",BASUNDHARA R/A,Bashundhara
2166,"yellow's kitchen , barek mpllah mpr , mirpur",MIRPUR,Mirpur
2167,"house 53/a  , road 26 , gulshan 1 , gulshan",GULSHAN,Gulshan
2169,"tropical alauddin tower shopping complex , road 7 , sector 3 , uttara",UTTARA,Uttara
2172,"dulal tea store , section 13 , mirpur",MIRPUR,Mirpur
2174,"dhanshiri  , h 3 , rd 20 , nikunja 2",NIKUNJA 2,Nikunja
2177,"cafe tiffin box , chaya bithi'r goli , tikatuli",TIKATULI,Tikatuli
2179,"sanjida mansion , h 44/29 , panthapath",PANTHAPATH,Panthapath
2180,"house 2/4 , road 1 , block c , niketan , gulshan 1",GULSHAN 1,Gulshan
2183,"suzen's closet , gulshan 1 , gulshan",GULSHAN,Gulshan
2185,"amadeyr cloud ltd , road 23 , block b , banani",BANANI,Banani
2188,"tony homeo hall , h 22/2, rd 20 , tilapara , khilgaon",KHILGAON,Khilgaon
2189,"emerald heights , west , dhanmondi",DHANMONDI,Dhanmondi
2190,"chowdhury green crest , h 10 / a, green rd , dhanmondi",DHANMONDI,Dhanmondi
2192,"kadamtala, dhaka , bangladesh",BANGLADESH,Agargaon
2193,"shapla shinchon , iqbal road , mohammadpur",MOHAMMADPUR,Mohammadpur
2195,"mutual trust bank limited atm , sector 3 , uttara",UTTARA,Uttara
2196,"doner king , sector 11, uttara",UTTARA,Uttara
2197,"metro shopping mall , residential area  , dhanmondi",DHANMONDI,Dhanmondi
2199,"2/24 , block b , babor road , mohammadpur",MOHAMMADPUR,Mohammadpur
2200,"dipa hotel & restaurant , dit road , malibagh rail gate , malibagh",MALIBAGH,Malibagh
2212,"rd 12, block f, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2213,"hasan lighting & decorator,sector 11,uttara",UTTARA,Uttara
2214,"pretex,sector 4,uttara",UTTARA,Uttara
2215,"rd 2,sector 13,uttara",UTTARA,Uttara
2217,"prottasha super shop,sector 11,uttara",UTTARA,Uttara
2221,"road no 11,block a,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2222,"brac bank ltd , tejgaon gulshan link rd , niketon",NIKETON,Niketon
2226,"sheba. xyz house 454 , road 31 , mohakhali dohs , mohakhali",MOHAKHALI,Mohakhali
2230,"thai bahn , gulshan 2, gulshan",GULSHAN,Gulshan
2231,"fit & fine physiotherapy centre , sector 13 , uttara",UTTARA,Uttara
2233,"shuvastu nagar valley , f/2, bir uttam rafiqul islam ave , shahjadpur",SHAHJADPUR,Shahjadpur
2235,"house 41,road 13,sector 13,uttara",UTTARA,Uttara
2237,"north end coffee roasters ever care hospital , block - e, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2238,"nur-nahar anika jame masjid , section 13 , mirpur",MIRPUR,Mirpur
2239,"bartha money exchange,gulshan 2,gulshan",GULSHAN,Gulshan
2240,"aloha bangladesh,residential area,dhanmondi",DHANMONDI,Dhanmondi
2241,"raju mudi store,road no 2,block a,basundhara r/a",BASUNDHARA R/A,Bashundhara
2242,"tea stall , dhaka , block e , banani",BANANI,Banani
2244,"house 10 , road 4 , srctor 3, uttara",UTTARA,Uttara
2249,"baitul abrar jame masjid,bottola rd,mohakhali",MOHAKHALI,Mohakhali
2253,"cooper's bakery bangladesh , road 46 , gulshan 2 , gulshan",GULSHAN,Gulshan
2258,"gabtoli bus station mirpur road , abdul rafiq housing , gabtali",GABTALI,Mirpur
2259,"thanda gorom,sector 3,uttara",UTTARA,Uttara
2262,"bangladesh mats,sector 9,uttara",UTTARA,Uttara
2263,"dbl digital , road 4 , gulshan1 , gulshan",GULSHAN,Gulshan
2264,"vip tower,h 51/1,pir shaheber goli,shantinagar,motijheel",MOTIJHEEL,Motijheel
2268,"janata bank limited,basundhara rd,jamuna future park,basundhara r/a",BASUNDHARA R/A,Bashundhara
2269,"fair world,satmasjid rd,block f,mohammadpur",MOHAMMADPUR,Mohammadpur
2270,"amena kutir , h 16 , rd 5 , kaderabad housing , mohammadpur",MOHAMMADPUR,Mohammadpur
2274,"bulus centre,road 34,gulshan 1,gulshan",GULSHAN,Gulshan
2284,"friends gallery,15,road 5,nikunja 2",NIKUNJA 2,Nikunja
2285,"adda,sector 4,uttara",UTTARA,Uttara
2287,"maria bakery , culvurt rd , fakirapool",FAKIRAPOOL,Fakirapool
2288,"basic bank bashundhara branch,h 13,alhaz abdus salam rd,block b,basundhara r/a",BASUNDHARA R/A,Bashundhara
2289,"29/16 , block c , tajmahal road , mohammadpur",MOHAMMADPUR,Mohammadpur
2298,"sabbir engineering work shop,chadd uddan housing,mohammadpur",MOHAMMADPUR,Mohammadpur
2299,"sarwar garden,house 117,block b,road 6,basundhara r/a",BASUNDHARA R/A,Bashundhara
2300,"rd 18,rupnagar r/a,pallabi",PALLABI,Pallabi
2303,"plot 53/e,rd 16,block g,basundhara r/a",BASUNDHARA R/A,Bashundhara
2306,"35,road 21,section 12",SECTION 12,Mirpur
2309,"h g 8,shahjahanpur rd,fakirapool",FAKIRAPOOL,Fakirapool
2322,"hosneara hasna villa,bosila garden city,mohammadpur",MOHAMMADPUR,Mohammadpur
2326,"416, road no 16 , block a , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2327,"school ground , asad avenue , mohammadpur",MOHAMMADPUR,Mohammadpur
2328,"rd 34, pallabi",PALLABI,Pallabi
2329,"354, road no.13 , basundhara r/a",BASUNDHARA R/A,Bashundhara
2330,"plot 620 , road 9 , ave 2, mirpur dohs",MIRPUR DOHS,Mirpur
2332,"emerald bakery & cafe , road 11, block h , banani",BANANI,Banani
2335,"hotel dhaka golden inn , block k , banani",BANANI,Banani
2338,"quddus mansion 370, i blocl road 5,basundhara r/a",BASUNDHARA R/A,Bashundhara
2341,"37/b , road 3, block d , , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2342,"milestone school & college,road 3,sector 6,uttara",UTTARA,Uttara
2347,"house 81,road 4,block i,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2348,"welkin telecom infra ( bd ) private limited , road 29 , gulshan 1 , gulshan",GULSHAN,Gulshan
2349,"ridita's house , block c , banani",BANANI,Banani
2351,"gme group,rd 8,niketon",NIKETON,Niketon
2352,"new good life hairdressing & salon , block e, banani",BANANI,Banani
2353,"oppo , 58 , enamul haque chowdhury road , road 10 , banani",BANANI,Banani
2354,"ahsania mission cancer & general hospital,dhaka ashulia highway,sector 10,uttara",UTTARA,Uttara
2357,"fx grid,sector 11,uttara",UTTARA,Uttara
2362,"dolonchapa,h 29,rd 17,sector 13,uttara",UTTARA,Uttara
2363,"farhana pharmacy , banani dohs",BANANI DOHS,Banani
2365,"sheuli , road no 2 , mohakhali , gulshan",GULSHAN,Gulshan
2367,"434, road no 18 , block  a , basundhara r/a",BASUNDHARA R/A,Bashundhara
2370,"city lab medical , j 65 , rupnagar rd , chayaneer housing society , pallabi",PALLABI,Pallabi
2372,"52, road 4 , mohanagar housing project , niketon",NIKETON,Niketon
2394,"shanta skymark , 18 , gulshan avenue , gulshan 1, gulshan",GULSHAN,Gulshan
2395,"tenement , 4, h 301/a, bashundhara rd , block e , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2409,"h 75, rd 3 , mohammadi housing ltd , mohammadpur",MOHAMMADPUR,Mohammadpur
2410,"mutual trust bank , airport road , new airport road, kurmitola , sector 2",SECTOR 2,Purbachal
2411,"national board of revenue , shyamoli rd , agargaon",AGARGAON,Agargaon
2413,"sawpna bilash , h 12/a, rd 17 , block g , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2415,"hotel bamboo int , matikata rd , matikata",MATIKATA,Matikata
2417,"plan consultancy firm , bosila  garden city , mohammadpur",MOHAMMADPUR,Mohammadpur
2418,"composite steel structure ltd , house 320 , road 21 , mohakhali dohs , mohakhali",MOHAKHALI,Mohakhali
2420,"h 44, toyenbee circular rd , fakirapool",FAKIRAPOOL,Fakirapool
2421,"h 44, rd 1, block a, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2422,"rd 13 , sector 13 , uttara",UTTARA,Uttara
2424,"indulge, gulshan 2, gulshan",GULSHAN,Gulshan
2427,"mirpur dohs central masjid , mirpur dohs main rd , mirpur dohs",MIRPUR DOHS,Mirpur
2430,"house 2, road 19, sector 11, uttara",UTTARA,Uttara
2432,"villa shazadi , residential area, dhanmondi",DHANMONDI,Dhanmondi
2440,"shapla beauty parlour , h 2/17 , nurjahan rd , mohammadpur",MOHAMMADPUR,Mohammadpur
2441,"sovereign , h 4 , rd 18 , banani",BANANI,Banani
2442,"all hajj md . hajrarali , ja  44 , gulshan link road , dakkhin badda , gulshan",GULSHAN,Gulshan
2443,"road no 18 , block a , basundhara r/a",BASUNDHARA R/A,Bashundhara
2444,"jahanara garden , sector 4 , uttara",UTTARA,Uttara
2446,"shohang ac counter , mouchak market , malibagh",MALIBAGH,Malibagh
2449,"afroza begum rd , block  i  , basundhara r/a",BASUNDHARA R/A,Bashundhara
2450,"aci electronics , panthapath",PANTHAPATH,Panthapath
2451,"m a sattar , h 16 , rd 2 , pc culture housing society , mohammadpur",MOHAMMADPUR,Mohammadpur
2453,"laily mansion , south azampur ( munshi market  ) , uttara",UTTARA,Uttara
2454,"chevron bangladesh hq , gulshan 2 , gulshan",GULSHAN,Gulshan
2466,"agrani bank ltd foreign exchange booth,new airport rd",NEW AIRPORT RD,Biman Bandar
2468,"kebab house , sector 3 , uttara",UTTARA,Uttara
2469,"vista furniture,23/g/1/a,panthapath,dhanmondi",DHANMONDI,Dhanmondi
2476,"h 405 , aftab uddin ahmed rd , block b , basundhara r/a",BASUNDHARA R/A,Bashundhara
2479,"uttara adhunik medical college.h 4,sonargaon janapath,sector 13,uttara",UTTARA,Uttara
2480,"rd 9 , block b, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2481,"itel mobile  ( bd ) , road -48, kemal ataturk avenue , gulshan 2 , gulshan",GULSHAN,Gulshan
2485,"a r super store , sector 7 , uttara",UTTARA,Uttara
2487,"dhanshiri,road 45,gulshan 2,gulshan",GULSHAN,Gulshan
2497,"house -23, road -13 , sector-3 , uttara",UTTARA,Uttara
2503,"h 209/a , sadat sobhan tanvir rd , block  c , basundhara r/a",BASUNDHARA R/A,Bashundhara
2504,"rd 9,block b,basundhara r/a",BASUNDHARA R/A,Bashundhara
2507,"icon beauty lounge , sector 4 , uttara",UTTARA,Uttara
2509,"salbali's dental care , road 35 , sector 7, uttara",UTTARA,Uttara
2510,"sts ave,block e,basundhara r/a",BASUNDHARA R/A,Bashundhara
2511,"scholastica school,house 2,road 8,sector 1,uttara",UTTARA,Uttara
2512,"popy house , mirpur dohs",MIRPUR DOHS,Mirpur
2513,"qa-pro,gulshan 1,gulshan",GULSHAN,Gulshan
2514,"lords institute , gulshan 2 , gulshan",GULSHAN,Gulshan
2515,"atatruk tower , block k , banani",BANANI,Banani
2516,"vfs global malta , block b , banani",BANANI,Banani
2517,"sac,nsu rd,block b,basundhara r/a",BASUNDHARA R/A,Bashundhara
2519,"sac , nsu rd , block b , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2520,"apollo information centre , mehnaz mansur tower , road 130 , gulshan 1 , gulshan",GULSHAN,Gulshan
2522,"qa-pro , gulshan 1, gulshan",GULSHAN,Gulshan
2523,"korean restaurant /best gulshan restaurant , block e , banani",BANANI,Banani
2525,"scholastica school , house 2, road 8 , sector 1, uttara",UTTARA,Uttara
2526,"gulshan , gulshan 1 , gulshan",GULSHAN,Gulshan
2527,"h 8,rd 2/a,pc culture housing society,mohammadpur",MOHAMMADPUR,Mohammadpur
2528,"h 25/a , rd 18 , banani",BANANI,Banani
2534,"habiba telecom,h 8,rd 1,pallabi extensions,pallabi",PALLABI,Pallabi
2535,"chuti holidays tours & travels , road 59 , gulshan north , gulshan",GULSHAN,Gulshan
2537,"fashion for you , gulshan 2 , gulshan",GULSHAN,Gulshan
2543,"medinova medical services ltd,h 71/a,rd 5/a,dhanmondi",DHANMONDI,Dhanmondi
2549,"office of the addl ig apbn,sector 2,uttara",UTTARA,Uttara
2552,"jbl rose cottage, house 432, road 8 , block h , bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2553,"diu library,mirpur rd,dhanmondi",DHANMONDI,Dhanmondi
2554,"southbreeze square , 52 , gulshan avenue , dakkhin badda , gulshan",GULSHAN,Gulshan
2557,"brac bank limited , road 3 , gulshan 1 , gulshan",GULSHAN,Gulshan
2559,"6/10,block e,satmasjid rd,mohammadpur",MOHAMMADPUR,Mohammadpur
2560,"sundas,residential area,dhanmondi",DHANMONDI,Dhanmondi
2561,"bandbox laundry , 116 , road 11 , banani",BANANI,Banani
2564,"15,sher shah suri road,mohammadpur",MOHAMMADPUR,Mohammadpur
2565,"auporajita , hpuse 375 376, road 9 , block c, bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2566,"apollo hospital,sadek rd,block e,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2567,"independent university,h 16,aftab uddin ahmed rd,block b,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2568,"hazrat shahjalal international airport , terminal 1, airport road , new airport road , kurmitola , sector 2",SECTOR 2,Purbachal
2569,"estetico cafe,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2571,"khan brothers engineering & refrigeration co,road 52,gulshan 2,gulshan",GULSHAN,Gulshan
2574,"creec & design division of pbrip,gulshan 2,gulshan",GULSHAN,Gulshan
2575,"mayer doa auto dry cleaners,road 8,block g,niketon",NIKETON,Niketon
2576,"gulshan club limited,gulshan 2,gulshan",GULSHAN,Gulshan
2578,"gulshan ladies community club,road 83,gulshan 2,gulshan",GULSHAN,Gulshan
2580,"police plaza concord shopping mall,gulshan 1",GULSHAN 1,Gulshan
2583,"bashundhara dispant,block d,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2584,"chinton architects,gulshan 2,gulshan",GULSHAN,Gulshan
2585,"shahabuddin medical college hospital,house 12,road 113/a,gulshan 1",GULSHAN 1,Gulshan
2586,"nsu auditorium,nsu driveway,block b,bashundhara r/a",BASHUNDHARA R/A,Bashundhara R/A
2587,"zigatola bus stand,jigatola,dhanmondi",DHANMONDI,Dhanmondi
2590,"apon store,dohs,mirpur",MIRPUR,Mirpur
2591,"burger n co,middle monipur barek mollas mor,60 feet,mirpur",MIRPUR,Mirpur
2592,"gollachut studios,iqbal roadd,mohammadpur",MOHAMMADPUR,Mohammadpur
2595,"regional passport office,uttara,plot 5,rd 4,sector 12,uttara",UTTARA,Uttara
2597,"taohid kutir shilpo,zoo rd,mirpur 2",MIRPUR 2,Mirpur
2598,"the secret garden,block e,banani",BANANI,Banani
2600,"the food hall,sabrina sobhan 4th avenue rd,block d,basundhara r/a",BASUNDHARA R/A,Bashundhara
2603,"rd 3,sector 5,uttara",UTTARA,Uttara
2604,"entry 1,jamuna future park,basundhara r/a",BASUNDHARA R/A,Bashundhara
2605,"house 90b,hatembag road,east rayer bazar",EAST RAYER BAZAR,Rayer Bazar
2606,"north end cofee roasters,h 53,gulshan ave,gulshan 1",GULSHAN 1,Gulshan
2607,"shimu driving training center,road 1,section 12",SECTION 12,Mirpur
2608,"abesh hotel and resturant,mirpur 2",MIRPUR 2,Mirpur
2610,"flower nursery shop,residential area,dhanmondi",DHANMONDI,Dhanmondi
2612,"rd 15/a,dhanmondi",DHANMONDI,Dhanmondi
2614,"h 22,central rd,dhanmondi",DHANMONDI,Dhanmondi
2615,"jmc tower , house 18 , road 13 , residential area , dhanmondi",DHANMONDI,Dhanmondi
2616,"kasem villa,h 12,rd 7/a,dhanmondi",DHANMONDI,Dhanmondi
2621,"rickshaw road,gulshan 2,gulshan",GULSHAN,Gulshan
2623,"medical market bangladesh,gulshan 2,gulshan",GULSHAN,Gulshan
2624,"aranya , road 19a , banani",BANANI,Banani
2629,"bangladesh bank , motijheel shapla chottor , motijheel",MOTIJHEEL,Motijheel
2631,"dr. ali ahmed rd , khilgaon",KHILGAON,Khilgaon
2632,"ebl tower eastern bank tower , gulshan avenue , dakkhin badda , gulshan",GULSHAN,Gulshan
2633,"agrani bank limited,sonargaon road branch,45,bir uttam cr datta road,hatirpool,wireless,paltan",PALTAN,Paltan
2643,"h 2 , toyenbee circular rd , fakirapool",FAKIRAPOOL,Fakirapool
2647,"bellu's , block c , basundhara r/a",BASUNDHARA R/A,Bashundhara
2650,"ghorowa bhoj , bashabo  jhill par road , khilgaon",KHILGAON,Khilgaon
2653,"dhaka medical college hospital , secretariat road , dhaka , bangladesh",BANGLADESH,Agargaon
2656,"khushi,24a/24b,road 119,dakkhin badda,gulshan",GULSHAN,Gulshan
2657,"abdullahpur beribadh circle , lc medical rd , uttara",UTTARA,Uttara
2660,"damo fashion limited , road 14 , gulshan 1 , gulshan",GULSHAN,Gulshan
2662,"19/b/4/b, block f , bizly moholla road , tikapara , mohammadpur",MOHAMMADPUR,Mohammadpur
2668,"cpa it,residential area,dhanmondi",DHANMONDI,Dhanmondi
