Request time,Request Date,Trip Earnings,Fare,Safety Coverage Fee,Waiting Fee,Pickup Bonus,Discount,Surge,Pathao Net Commission,Pathao will Pay,You will Pay,Pickup Point,Destination Point,Distance,Duration,Trip Type,Unnamed: 0,Pickup Area
4:19:00 PM,12/28/2024,317.05,339.09,10,,,70,33.91,55.95,4.05,0,"H 46 , RD 16 , NIKUNJA 2","DHAKA AIRPORT RAILWAY STATION , DHAKA MYMENSINGH HIGHWAY",5.88,24,Prime,5532.0,Nikunja
9:53:00 PM,12/29/2024,255.6,270.48,10,,,0,13.52,28.4,0,38.4,"904/1/A , OUTER CIRCULAR ROAD , SHANTIBAGH , MALIBAGH","AZAD PRODUCTS , H22, BAITUL MOKARRAM RD , PURANA PALTAN",2.37,15.4,Prime,5535.0,Malibagh
10:13:00 PM,12/28/2024,392.7,440,10,,,70,22,69.3,0,9.3,"DHANMONDI DB FAITH TOUCH , TALABAG , JIGATOLA","WAHAB NIBASH , H 464 , RD 5 , KHILGAON",8.37,35.8,Prime,,
10:24:00 PM,12/29/2024,283.5,300,10,,,70,15,31.5,28.5,0,"NAGORIK VABNA , NAYA PALTAN","MOHAKHALI BUS TERMINAL , SHAHID TAJUDDIN AHMED SARANI , MOHAKHALI",5.22,17.8,Prime,,
10:17:00 AM,12/29/2024,256.5,285,10,,,70,,28.5,31.5,0,"SHEBA  EYECON CENTER , 60 PURANA PALTAN , SHEBA EYECON CENTER , 7TH FLOOR",NAVANA SILVER DALE 33/34 NORTH BASABO,3.1,18.2,Prime,,
10:41:00 AM,12/29/2024,490.5,495.45,5,,,65,49.55,54.5,5.5,0,"SMS AGRO FARM SALES CENTER , NORTH BASHABO","LANE 3 , HOUSE 230 DOHS BARIDHARA DHAKA 1206",12.41,53.8,Plus,,
11:03:00 PM,12/29/2024,562.15,560,10,,32.95,70,28,58.8,34.15,0,"BRAC UNIVERSITY BUILDING 2, H 66, MOHAKHALI WIRELESS RD , MOHAKHALI","CENTRAL MOSQUE , RUPNAGAR , ROAD 16 , PALLABI 2ND PHASE ( EASTERN HOUSING) , MIRPUR",12.79,40.2,Prime,5540.0,Mohakhali
2:13:00 PM,12/23/2024,704,800,10,,,70,,96,0,36,"DESH ORGANIC , ROAD -20 , SECTOR-13 , UTTARA","SQUARE HOSPITAL LTD , PANTHAPATH",19.95,70.8,Prime,5542.0,Uttara
5:59:00 PM,12/25/2024,458.48,521,10,,,70,,62.52,0,2.52,"RD 15 , SECTOR 11 , UTTARA","DHAKA REGENCY HOTEL & RESORT , NIKUNJA 2",9.9,48.1,Prime,5543.0,Uttara
11:58:00 AM,12/28/2024,412.2,436.19,10,,,70,21.81,45.8,14.2,0,"KASUNDI RESTORA LTD , FARMGATE","KHOKAN STORE , RUPNAGAR RESIDENTIAL AREA , MIRPUR",9.32,28.4,Prime,,
6:22:00 PM,12/22/2024,364.65,390,10,,,70,39,64.35,0,4.35,"INNOVATION ALERT , PANTHAPATH","NAYON TARA , BLOCK C , BANANI",6.58,47.2,Prime,5545.0,Panthapath
10:16:00 AM,12/29/2024,394.2,417.14,10,,,70,20.86,43.8,16.2,0,"BIKROMPUR PHARMACY 161 , ADHUNIK HOSPITAL ROAD, SECTION 12",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,9.84,33.9,Prime,5546.0,Mirpur
10:24:00 AM,12/26/2024,234,226.09,5,,,26.5,33.91,26,0,4.5,"AMADARSHOKAL24. COM/ASTV , NAYA PALTAN","BASHUNDHARA CITY SHOPPING COMPLEX , PANTHAPATH , DHAKA",4.21,23.2,Plus,,
11:05:00 AM,12/26/2024,306.9,296.52,10,,,70,44.48,34.1,25.9,0,"BNK HOSPITAL LIMITED , SHANTIBAGH , MALIBAGH",BRTC BUS COUNTER FULLBARIA GULISTAN,2.96,20,Prime,5548.0,Malibagh
11:35:00 AM,12/29/2024,894.6,903.64,5,,,165,90.36,99.4,60.6,0,"FOOD+ PLUS SNACKS CORNER , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT KURMITOLA","AMIN VILA , 45/1-GA /A, DHALKA NAGAR LANE , GANDARIA , 1000",24.67,107.4,Plus,,
1:03:00 PM,12/26/2024,343.8,314.78,10,20.0,,70,47.22,38.2,21.8,0,"HEAVEN LILY APARTMENT , 1162 , KHILGAON CHOWDHURYPARA R/A, DHAKA 1219","MANIKNAGAR BISHWA RD MOR , R K MISSION RD , GOPIBAG",5.54,25.6,Prime,,
4:09:00 PM,12/29/2024,1266.3,1407,10,,,0,,140.7,0,150.7,"TOP FASHION TAILORS & FABRICS , BAITUL MOKARRAM , GULISTAN","PANASHIA WORKS LTD , DHAKA MYMENSING HIGHWAY , 1702",31.9,112.8,Prime,,
4:54:00 PM,12/30/2024,321.3,357,5,,,85.07,,35.7,44.37,0,"KHUSHBU  BIRIANI HOUSE , GULSHAN 2, GULSHAN","MOUCHAK  MARKET , MOUCHAK MARKET , MALIBAGH",7.25,45.8,Plus,5552.0,Gulshan
7:31:00 PM,12/30/2024,"1,265.93",1295.42,10,,35.28,70,,64.77,30.51,0,"CP FIVE STAR , RD 12A , SECTOR 10 , UTTARA","ABDUL KADER , BLOCK M , BANASREE",18.31,216,Prime,5553.0,Uttara
5:32:00 PM,12/30/2024,312.13,253.91,10,,34.73,0,38.09,14.6,10.13,0,"DT ENTERPRICE , SHANTINAGAR , KAKRAIL",MOTIJHEEL AGB COLONY KACHA BAZAR,1.47,19,Prime,,
11:42:00 PM,12/29/2024,453.2,490.48,10,,,70,24.52,61.8,0,1.8,"OTOBI , BIR UTTAM A.K. KHANDAKAR ROAD , MOHAKHALI , GULSHAN","RAYAN'S HOUSE , BLOCK K , BASHUNDHARA R/A",10.67,34.4,Prime,5555.0,Gulshan
5:53:00 AM,12/28/2024,419.4,443.81,10,,,70,22.19,46.6,13.4,0,"MAHER HOUSE , 08 , AVENUE 2, SECTION 12",DHAKA AIRPORT RAILWAY STATION,12.75,23.4,Prime,5556.0,Mirpur
6:00:00 AM,12/30/2024,448.37,443.81,10,,38.29,70,22.19,55.92,42.37,0,"TALUKDER HOMIO HALL , 50 , BEGUM ROKEYA SHARANI , SECTION 12","SUNSHINE TRAVEL AIR INTERNATIONAL , SECTOR 1 , UTTARA",12.23,20.6,Prime,5557.0,Mirpur
8:12:00 PM,12/28/2024,1185.69,1256.72,10,20.0,36.64,0,,127.67,0,101.03,"SHANTA TAILORS AND FABRICS , TONGI PAURASHAVA",DHAKA MEDICAL COLLEGE,24.4,2.4,Prime,,
7:08:00 AM,12/30/2024,387.2,382.61,10,,,70,57.39,52.8,7.2,0,"MILON ELECTRONICS SERVICE CENTRE , ASHKONA , DAKKHINKHAN","LUBANA GENERAL HOSPITAL & UTTARA CARDIAC SENTER , GARIB E NEWAZ AVE , SECTOR 13 , UTTARA",6.72,31,Prime,,
1:59:00 PM,12/28/2024,373.15,418.1,10,,,70,20.9,64.85,0,5.85,"SHELTECH PACIFIC , 62/A , ROAD NO 1, BLOCK A , BASHUNDHARA R/A","HOUSE 16 , ROAD 16 , SECTOR 3, UTTARA",8.78,41.1,Prime,5560.0,Bashundhara R/A
10:25:00 PM,12/30/2024,374.3,394,5,,,0,,19.7,0,24.7,"FOOD BOOTH , H 39 , RD 21,BANANI","JIGATOLA BUS STAND , SATMASJID RD , DHANMONDI",8.8,33.6,Plus,5561.0,Banani
4:07:00 PM,12/30/2024,509.2,536,5,,,541,,26.8,509.2,0,"CP FIVE STAR , RD 12A, SECTOR 10 , UTTARA","THE CITY AUTO , INDUSTRIAL AREA , TEJGAON",17.02,61.8,Plus,5562.0,Uttara
3:50:00 PM,12/24/2024,858.6,954,10,,,0,,95.4,0,105.4,"THE BLACK EAGLE , SARULIA , DEMRA","JAMUN AFUTURE PARK ENTRY WAY , PROGATI SARANI , BASUNDHARA",18.21,99,Prime,,
3:36:00 PM,12/29/2024,541.45,637,10,,,0,,95.55,0,105.55,"ARMY GRAVEYARD , BLOCK A , BANANI","MIYA HALAL FOOD BAKERY & CONFECTIONARY , AUCHPARA",15.54,46.5,Prime,5564.0,Banani
3:49:00 PM,12/30/2024,999,1110,10,,,0,,111,0,121,"PDK FILLING STATION , DHAKA CHITTAGONG HIGHWAY , SIGN BOARD , SHIDDHIRGANJ , NARAYANGANJ , 1361","HOUSE 23 , ROAD 10 , BLOCK C , MIRPUR 12",24.94,100.2,Prime,,
5:39:00 PM,12/29/2024,510,600,10,,,0,,90,0,100,"MOON RESTAURANT AND CAFE , AUCHPARA , TONGI",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,9.79,46.8,Prime,,
7:13:00 PM,12/30/2024,383.8,384.76,10,,,70,19.24,20.2,39.8,0,"2/B , ROAD 21 , KHILKHET , BADDA","MEENA BAZAR-UTTARA 14 , SECTOR 14",5.78,37,Prime,,
1:22:00 PM,12/29/2024,723.09,724.9,10,,,0,36.25,38.06,0,48.06,"APOLLO HOSPITAL, SAYEM SOBHAN ANVIR ROAD , BLOCK D, BASHUNDHARA R/A","JATRABARI IDEAL HIGH SCHOOL , JATRABARI",15.99,69,Prime,5568.0,Bashundhara R/A
6:03:00 PM,12/30/2024,389.5,410,10,,,70,,20.5,39.5,0,"BEAUTY CLOSET , MOHAKHALI DOHS","REIMRAIS , 143 , ROAD # 6 , BLOCK C , BASUNDHARA R/A",9.12,52.2,Prime,,
3:06:00 PM,12/29/2024,381.9,335,10,,,70,67,20.1,39.9,0,"NAMAPARA AJGOR ALI HOSPITAL CIRCLE , DISTILLERY RD , GANDARIA","DHAKA MEDICAL COLLEGE HOSPITAL BURN UNIT , ZAHIR RAIHAN SARANI , DHAKA MEDICAL COLLEGE",4.85,29.2,Prime,,
8:06:00 PM,12/30/2024,419.9,442,10,,,70,,22.1,37.9,0,"MEO , HOUSE 84 , BLOCK B , ROAD 7 , BLOCK B , BASUNDHARA R/A","ALOKI , TEJGAON LINK ROAD , NIKETON , GULSHAN",8,53.9,Prime,5571.0,Bashundhara
8:50:00 PM,12/30/2024,231.8,244,5,,,37.35,,12.2,20.15,0,"CHAYA NEER , H 105 , RD 2/A , NIKETON","CHEF'S TABLE , GULSHAN 2 , GULSHAN",3.57,33.2,Plus,5572.0,Niketon
4:46:00 PM,12/29/2024,396.15,417,5,,,84.4,,20.85,58.55,0,"AHS GROUP ( BANGLADESH RUBBER INDUSTRIES , TEJGAON","MIRPUR 11 , AVENUE 5 , BAITTUR  RAHMATJAME MASJID , BLOCK D , MIRPUR 10",10.6,41.8,Plus,,
11:21:00 AM,12/30/2024,909.09,854.29,10,20.0,37.94,70,42.71,45.85,52.09,0,"STAR WESTERN SPA , BHATULIA MOUZA , TURAG","BANGLABAZAR BOOK MARKET , ISLAMPUR RD , KOTWALI",25.45,61.2,Prime,,
9:56:00 PM,12/30/2024,275.5,276.19,10,,,0,13.81,14.5,0,24.5,"15A , ROAD 99 , BANANI , GULSHAN","WORLD SUNNI MOVEMENT , GULSHAN 2 , GULSHAN",1.24,10.5,Prime,5575.0,Gulshan
4:57:00 PM,12/28/2024,259.35,248.18,10,,,70,24.82,13.65,46.35,0,"D- WATER TECH , BLOCK K BARIDHARA DOHS","BRAWERS DEN , BLOCK F, BANANI",3.94,15.7,Prime,,
12:46:00 PM,12/30/2024,397.1,380,10,,,70,38,20.9,39.1,0,"81/A , BASIRUDDIN ROAD , DHANMONDI","SONALI BANK LTD , HEAD OFFICE , MOTIJHEEL RD , DILKUSHA",6.53,31,Prime,5578.0,Dhanmondi
5:38:00 PM,12/28/2024,466.8,393.91,10,,36.45,97,59.09,22.65,78.8,0,"FAHAD GENERAL STORE , SAHINBAG , TEJGAON","NOTRE DAME COLLEGE , ARAMBAG",8.18,37.7,Prime,,
2:09:00 PM,12/30/2024,307.8,281.74,10,,,70,42.26,16.2,43.8,0,"POPULAR LIFE INSURANCE COMPANY LIMITED , HEAD OFFICE , DILKUSHA , MOTIJHEEL","EXCELSIA TOWER , H 6/2 , SEGUNBAGICHA RD , SEGUNBAGICHA",2.26,18.8,Prime,5580.0,Motijheel
12:24:00 PM,12/29/2024,305.9,306.67,10,,,70,15.33,16.1,43.9,0,"TASTY TREAT , SECTOR 11, UTTARA","DHAKA AIRPORT RAILWAY STATION , DHAKA MYMENSINGH HIGHWAY",4.41,22.2,Prime,5581.0,Uttara
12:46:00 PM,12/29/2024,330.6,348,10,,,0,,17.4,0,27.4,"DHAKA BIMANBANDAR , AIRPORT RAILWAY STATION","SLICE PIZZA SHOHID ABDUL AZIZ SHOROK NADDA , KALACHANDPUR",6.12,22,Prime,,
3:15:00 PM,12/30/2024,434.15,397.39,10,,,70,59.61,22.85,37.15,0,"MEW AUTO GALAXY , H 106/2 , KAKRAIL RD , KAKRAIL","BANANI GRAVEYARD , RD 27 , BANANI",7.99,48.2,Prime,,
4:06:00 PM,12/30/2024,228.95,229.52,10,,,62.75,11.48,12.05,40.7,0,"26 , ROAD 16 , BANANI","STAR CINEPLEX , SKS TOWER , MOHAKHALI",4.39,15.6,Prime,5584.0,Banani
11:50:00 AM,12/28/2024,270.75,285,5,,,43.5,,14.25,24.25,0,"SULTANA MANZIL , H 35 , RD 10, MERUL BADDA","UNITED HOSPITAL , RD 72 , GULSHAN 2",5.9,27.9,Plus,,
1:55:00 PM,12/28/2024,324.53,310.55,10,,,70,31.06,17.08,42.92,0,"DHAKA AIRPORT RAILAWAY STATION , DHAKA MYMENSINGH  HIGHWAY , KURMITOLA","DEWAN BARI , H 273 , FREE SCHOOL ST , KATHALBAGAN",6.96,11.9,Prime,,
7:17:00 PM,12/29/2024,453.15,414.78,5,,,0,62.22,23.85,0,28.85,"SKY VIEW TRADE CENTRE , SHANTINAGAR ROAD , SHANTINAGAR , KAKRAIL","HOUSE 81 , ROAD 7 , BLOCK H , BANANI , DHAKA",8.78,39.9,Plus,,
2:47:00 PM,12/28/2024,347.7,366,10,,,70,,18.2,41.7,0,"LABAID CARDIAC CENTER , GREEN ROAD , DHANMONDI","BWDB CRICKET FIELD , ABUL BAREK BHUIYAN RD , BANANI",8.17,29.2,Prime,5588.0,Dhanmondi
10:18:00 PM,12/29/2024,523.45,524.76,10,,,70,26.24,27.55,32.45,0,"THE DUMPLING HUT , WEST , DHANMONDI","NATIONAL BOARD OF REVENUE , PIONEER RD , SEGUNBAGICHA",10.89,42.5,Prime,5589.0,Dhanmondi
12:04:00 PM,12/30/2024,227.05,239,5,,,24.4,,11.95,7.45,0,"ISPAHANI COLONY , MOGHBAZAR RD","SWAJAN , 34 , ROAD 10A , DHANMONDI R/A",5.25,16.6,Plus,,
11:23:00 AM,12/30/2024,377.39,403.63,5,,,67.35,40.36,66.6,0,4.25,"CONCORD BOSPHOROUS , H 14 , RD 23/A , BANANI","GAUSIA MAEKET GOLI , NEW MARKET",8.31,50.5,Plus,5591.0,Banani
12:50:00 PM,12/29/2024,681.15,623.48,5,,,90,93.52,35.85,49.15,0,"M/S. AL HAYAT OVERSEAS , PURANA PALTAN",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,16.24,73.2,Plus,,
1:32:00 PM,12/29/2024,702.05,739,5,,,70,,36.95,28.054,0,"AIRPORT RENT A CAR SERVICE , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , KURMITOLA","DALAS DIGITAL PHOTO STUDIO , TOYENBEE CIRCULAR RD , ARAMBAG",18.06,78.6,Plus,,
3:33:00 PM,12/29/2024,666.9,610.43,10,,,70,91.57,35.1,24.9,0,"AZAD TRADERS 2 , MAULANA BHASHANI NATIONAL HOCKEY STADIUM , BANGABANDHU AVE , PURANA PALTAN","H 700 , KAMAL KHAN RD , IBRAHIMPUR",10.87,65.4,Prime,,
5:35:00 PM,12/29/2024,472.15,451.82,10,,,70,45.18,24.85,35.15,0,HOUSE 317 ROAD 21 MOHAKHALI DOHS,"EASTERN POINT , H 8 9 , SHANTINAGAR RD , SHANTINAGAR",7.38,45.8,Prime,,
4:51:00 PM,12/29/2024,491.4,546,5,,,70,,54.6,10.4,0,"HOUSE 1/F ( BELANEEL ) , SHAFIAT ROAD ( END OF ROAD 2 ) BLOCK C , BASUNDHARA R/A","SQUARE HOSPITAL LTD , PANTHAPATH RD , KALABAGAN",14.3,42.5,Plus,5606.0,Bashundhara
9:07:00 PM,12/29/2024,817.95,782.73,5,,,190,78.27,43.05,141.95,0,"SHOPNONAGAR ABASHIK PLAT PROKALPO 1 , MIRPUR 9","DOLAIPAR BUS STOP , DHAKA MAWA HIGHWAY  , JATRABARI",21.61,73.8,Plus,,
12:05:00 PM,12/29/2024,364.8,365.71,10,,,78.8,18.29,19.2,49.6,0,"RANGS NIKETON , ROAD 9 , BLOCK C , NIKETON , GULSHAN , DHAKA","FAROOQ & ASSOCIATES , PURANA PALTAN",8.14,29.4,Prime,,
9:53:00 AM,12/30/2024,400.88,353.64,10,,31.33,70,35.36,19.45,71.88,0,BIJOY RAKEEN CITY BUILDING A8 TOWER 2,"HOUSE 1086 , ROAD 6 , AVENUE 8 , DOHS MIRPUR , DHAKA",5.45,31,Prime,,
4:17:00 PM,12/28/2024,332.5,291.67,5,,,71,58.33,17.5,48.5,0,"INTEGRO PHARMA , MOHAKHALI DOHS","KALACHANDPUR GOVT HIGH SCHOOL , KHAN BARI RD , KALACHANDPUR",7.84,23.1,Plus,,
10:43:00 AM,12/30/2024,327.75,345,5,,,87.5,,17.25,65.25,0,"NETSOUL TECHNOLOGIES , DOHS , MIRPUR","BANGLADESH ARMY HEADQUARTERS , DHAKA CANTONMENT",7.25,31,Plus,5614.0,Mirpur
10:10:00 AM,12/28/2024,648.85,650.48,10,,,70,32.52,34.15,25.85,0,"HOUSE 26 , ROAD 5A , SECTOR 9 , UTTARA",BRTC BUS COUNTER FULBARIA GULISTAN,19.22,51.2,Prime,5615.0,Uttara
12:34:00 PM,12/26/2024,541.5,570,10,,,70,,28.5,31.5,0,"DOM-INNO GRAVITAS , SHANTIBAGH , MALIBAGH","MIRPUR 14 BUS STATION , MIRPUR 14",16.5,41.3,Prime,5617.0,Malibagh
10:52:00 PM,12/28/2024,391,413.75,10,,,70,20.69,43.45,16.56,0,"IZUMI JAPANESE KITCHEN , GULSHAN 2 , GULSHAN","GP HOUSE ( GRAMEENPHONE ) , ROAD NO 2 , BLOCK A , BASUNDHARA R/A",10.02,19,Prime,5618.0,Gulshan
10:30:00 PM,12/29/2024,495.9,497.14,10,,,70,24.86,26.1,33.9,0,"SHAHEED CADET ACADEMY , 5 , SECTION 10","MIRBAG MOR , BORO MOGBAZAR",12.25,42.9,Prime,,
11:16:00 AM,12/28/2024,241.3,254,10,,,66,,12.7,43.3,0,"PROPERTY PARAGON , H 26 OLD , 116 , SEGUNBAGICHA RD","MOHAKHALI BUS TERMINAL , SHAHID  TAJUDDIN AHMED SARANI , MOHAKHALI",4.66,16.2,Prime,,
11:42:00 AM,12/28/2024,247,236.36,10,,,67.5,23.64,13,44.5,0,"AZAD STORE , INDUSTRIAL AREA , TEJGAON","BRAC UNIVERSITY (NEW CAMPUS ) , DIT RD , MERUL BADDA",2.96,13.9,Prime,,
11:09:00 PM,12/29/2024,940.5,942.86,10,,,70,47.14,49.5,10.5,0,"NAHAR VILLA , H 348/2 , DILU RD , NEW ESKATON","BAITUL NUR JAME MASJID , GLASS FACTORY GALI , FARIDABAD",8.17,29,Prime,,
1:33:00 PM,12/29/2024,300.6,334,5,,,67.8,,33.4,29.4,0,"SQUARE HOSPITALS LTD , PANTHAPATH RD , KALABAGAN","EASTERN BABY GARDEN , ROAD 23/A , BLOCK B , BANANI",6.5,43.9,Plus,5522.0,Kalabagan
11:55:00 PM,12/29/2024,470.25,471.43,10,,,70,23.57,24.75,35.25,0,"60 ROAD 3 NIKETON , KALI CHARAN SHAHA ROAD , GENDARIA","HOSSAIN MARKET , PROGOTI SARANI , NORTH BADDA",11.93,36.6,Prime,,
4:51:00 PM,12/29/2024,319.47,354.97,5,,,54,,35.49,13.5,0,BAITUL AMAN CHAIRMAN BARI JAME MASJID,"MIRPUR DOHS AVENUE 2, ROAD , HOUSE 887",7.73,40.3,Plus,,
8:56:00 AM,12/30/2024,307.7,362,10,,,70,,54.3,5.7,0,"HOMES 28 , H 99 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR",ESQUIRE TOWER,5.75,31,Prime,5629.0,Mohammadpur
1:21:00 AM,12/30/2024,399.95,400.95,10,,,70,20.05,21.05,38.95,0,"CLUB 89 LIMITED , GULSHAN 1 , GULSHAN","BASHUNDHARA D BLOCK , SERVICE ROAD , BLOCK D , BASUNDHARA R/A",10.73,23,Prime,5630.0,Gulshan
10:47:00 AM,12/30/2024,239.7,256.36,5,,,57.4,25.64,42.3,10.1,0,"NOVO AVIATION SERVICES LTD , INDUSTRIAL AREA , TEJGAON","PAN TAO THAI CUISINE , BLOCK E, BANANI",4.31,32,Plus,,
10:12:00 PM,12/28/2024,351.5,352.38,10,,,70,17.62,18.5,41.5,0,"SENA MALANCHA , NEW AIRPORT RD , DHAKA CANTONMENT","AVE 9 , MIRPUR DOHS",6.73,20.4,Prime,,
2:42:00 PM,12/28/2024,398.6,368,5,20.0,30,58.95,,19.4,64.55,0,"AUTISH SCHOOL , SECTOR 4 , UTTARA","MIRPUR 11 BUS STOP , BEGUM ROKEYA SARANI , MIRPUR 11",11.76,37.4,Plus,5640.0,Uttara
6:29:00 PM,12/28/2024,584.25,615,5,,,165,,30.75,129.25,0,"H 287, RD 16 , SOUTH BANASHREE PROJECT","COMPUTER NETWORK SYSTEMS LTD , BRINDABON RD , MIRPUR  DOHS",17.62,64.2,Plus,,
10:34:00 PM,12/28/2024,380.7,402.86,10,,,70,20.14,42.3,17.7,0,"CRAFTSCOVERBD , RESIDENTIAL AREA , DHANMONDI","RUPNAGAR BUS STOP , MIRPUR RD",10.31,40.3,Prime,5642.0,Dhanmondi
7:55:00 PM,12/28/2024,283.1,298,10,,,70,,14.9,45.1,0,"7, ROAD 4 , SECTION 12","MODHUMITA CONVENTION HALL , SECTION 10 BLOCK B , MIRPUR",2.47,18.1,Prime,5643.0,Mirpur
9:02:00 PM,12/30/2024,484.2,512.38,10,,,70,25.62,53.8,6.2,0,"GET CURED PHARMACY , H 4 , RD 27 , DHANMONDI","BLOCK B , ROAD 7 , BLOCK B , BASUNDHARA R/A",13.01,40.3,Prime,5644.0,Dhanmondi
10:12:00 PM,12/30/2024,315.9,351,10,,,0,,35.1,0,45.1,"NANDAN AL-RAWDAH , BLOCK D , BASHUNDHARA R/A",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,6.49,20.5,Prime,5645.0,Bashundhara R/A
8:33:00 AM,12/29/2024,586.15,617,5,,,65,,30.85,29.15,0,"SHUPTO NILOY , H 30 , RD 6 , MERUL BADDA","AGORA UTTARA-13 BRANCH , SECTOR 13",19.63,55.1,Plus,,
1:55:00 PM,12/28/2024,532,533.33,10,,,70,26.67,28,32,0,"RESILIENT BANGLADESH , ARAMBAG RESIDENTIAL AREA , MIRPUR 7","XINXIAN RESTAURANT , SECTOR 1 , UTTARA",12.5,52.6,Prime,,
8:31:00 AM,12/27/2024,386.75,455,5,,,46,,68.25,0,27.25,"RUST GUEST HOUSE,SHYAMOLI,MOHAMMADPUR",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,14.78,30.9,Plus,5648.0,Mohammadpur
1:42:00 PM,12/27/2024,437.75,490.48,10,,,70,24.52,77.25,0,17.25,"RD 15 A,BLOCK F,BASUNDHARA R/A","SHANKAR BUS STAND,SAT MASJID RD,DHANMONDI",14.4,28.6,Prime,5649.0,Bashundhara
7:38:00 AM,12/28/2024,952.2,1038,10,20.0,,0,,105.8,0,115.8,"BISMILLAH HOTEL,KB SHAHA ROAD,AMLAPARA","SHAHABUDDIN MEDICAL COLLEGE HOSPITAL,HOUSE 12,ROAD 113/A,GULSHAN 1",26.51,59.1,Plus,,
9:31:00 AM,12/28/2024,351,371.43,10,,,70,18.57,39,21,0,"MEGHNA GROUP OF INDUSTRY,ROAD 34,GULSHAN 1,GULSHAN","BASHUNDHARA CITY SHOPPING COMPLEX,PANTHAPATH,DHAKA",7.25,26.8,Prime,5651.0,Gulshan
10:51:00 AM,12/28/2024,683.16,690.06,10,,,130,69.01,75.9,44.09,0,"FRIENDS BUSINESS CENTRE,H 53,HONDA ST. TEJKUNIPARA",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,12.38,81,Prime,,
9:30:00 PM,12/28/2024,305.1,322.86,10,,,70,16.14,33.9,26.1,0,"VIDEO GAME SHOP,BLOCK E,BAZAR RD,BAUNIBADH,MIRPUR 11","KURMITOLA GENERAL HOSPITAL,NEW AIRPORT RD,DHAKA CANTONMENT",5.37,23,Prime,,
9:02:00 PM,12/27/2024,497.4,492,5,,30,65,,24.6,65.4,0,"GOKART COURTSIDE,MADANI AVENUE,100 FEET ROAD","SHAHEED MANSUR ALI MEDICAL COLLEGE HOSPITAL,SECTOR 11,UTTARA",15.47,38.3,Plus,,
9:33:00 PM,12/28/2024,220.4,220.95,10,,,0,11.05,11.6,0,21.6,"GREENLAND HOSPITAL LTD,ROAD 13 BHATULIA MOUZA,UTTARA","MUNTASIR ELECTRIC AND HARDWARE,KAMARPARA",0.59,13,Prime,5655.0,Uttara
5:20:00 PM,12/30/2024,245.1,245.71,10,,,0,12.29,12.9,0,22.9,"HOUSE 56&58,LAKE DRIVE ROAD,SECTOR 7,UTTARA","ENFIELD BD COM,SECTOR 10,UTTARA",1.57,19,Prime,5656.0,Uttara
5:30:00 PM,12/30/2024,245.1,245.71,10,,,0,12.29,12.9,0,22.9,"GREEN GARDEN NURSERY,SECTOR 10,UTTARA","ZEON LTD,BHATULIA MOUZA,TURAG",1.58,19,Prime,5657.0,Uttara
2:11:00 PM,12/27/2024,389.1,343.64,5,,30,57.45,34.64,18.9,63.55,0,"RUPA FASHION & TAILOR,KALSHI ROAD,SECTION 11","MAISHA AVIARY,SECTOR 18,UTTARA",8.34,35,Plus,,
12:40:00 PM,12/27/2024,363.45,300.91,5,20.0,30,53.4,30.09,17.55,60.85,0,"DIABARI GREEN CITY SECTOR 15,UTTARA",AIRPORT RAIL STATION,7.54,19.6,Plus,5659.0,Uttara
4:29:00 PM,12/27/2024,215.65,206.36,5,,,46.4,20.64,11.35,30.05,0,"PLOT 620,ROAD 9,AVE 2,MIRPUR DOHS","RUPNAGAR RESIDENTIAL AREA,ROAD 20,HOUSE 66,RUPNAGAR RESIDENTIAL AREA,MIRPUR",3.6,18.3,Plus,5660.0,Mirpur
8:09:00 PM,12/27/2024,457.78,446,10,,34.08,70,,22.3,71.78,0,"SOLPONOGOR PROKOLPO,JATIYO GRIHAYON KORTRIPOKKHO","BISMILLAH GENERAL STORE,NURECHALA RD,NURER CHALA",10.51,53.8,Prime,,
7:37:00 PM,12/29/2024,559.8,602,5,20.0,,107.7,,62.2,40.5,0,"H 10/A,SHAHJAHAN RD,MOHAMMADPUR","H 436,RD 11,BLOCK F,BASUNDHARA R/A",14.38,41.7,Plus,5662.0,Mohammadpur
10:40:00 PM,12/29/2024,406.8,452,10,,,70,,45.2,14.8,0,"H 517/6,RD 10,BARIDHARA DOHS","SHANTONEER APARTMENT,HOUSE 13-14,ROAD 02",11.65,32.5,Prime,,
11:56:00 AM,12/30/2024,526.5,508.7,5,,,50,76.3,58.5,0,13.5,"MIRPUR 10 FOOT OVER BRIDGE,SECTION","TSC MOOBEAN,TSC MOR,UNIVERSITY OF DHAKA",13.81,51.2,Plus,,
6:55:00 PM,12/28/2024,368.1,371.82,10,,,70,37.18,40.9,19.1,0,"354, ROAD NO. 13 , BASUNDHARA R/A","KINDRED FOOD GARDEN BANANI , BLOCK C",8.8,40.8,Prime,5665.0,Bashundhara
