"","location"
"4760","SADARPUR TO KATHGORA ROAD , ASHULIA , NOBINAGAR"
"4761","ABDULLAGPUR BUS STOP"
"4762","KURIL PUBLIC TOILET , BISHAW EOAD"
"4763","RUPALI BANK LTD, DIT RD , MAlibagh"
"4764","H 25 , RD 5 , BLOCK C , BANASHREE"
"4765","BANGLADESH SPECIALIZED HOSPITAL SHYAMOLI , MOHAMMADPUR"
"4766","EDGE EDUCATION , BLOCK F , BANANI"
"4767","BOSHIR HAIR STYLE & GENTS PARLOUR , 27 SECTION 2"
"4768","BAF SHAHEEN HALL , NIR UTTAM ZIAUR RAHMAN RD , SHAHEENBAG"
"4769","STATIONERY H 6/4 BLOCK A LALMATIA"
"4770","432,ROAD 11, BASUNDHARA R/A"
"4771","SHAKHAWAT HOSSAIN & ASSOCIATES , GULSHAN 1"
"4772","BURHANI HARDWARE & GLASS , SEGUNBAGICHA"
"4773","AZRAT SHAH JALAL INTERNATIONAL AIRPORT"
"4774","BANGLADESH INTERNATIONAL SCHOOL & COLLEGE , RD 27 , MOHAKHALI DOHS"
"4775","ANWAR KHAN MODERN HOSPITAL PHARMACY , H 17 , RD 8 , DHANMONDI"
"4776","KAMAL CAR AND AC CENTER , ROAD 35 , SECTOR 7 , UTTARA"
"4777","THIRSTY BIRD,ARAMBAGH MORE,TOYENBEE CIRCULAR ROAD"
"4778","SHAERA GARDEN , 351 , SARAK 5 , BASUNDHARA R/A"
"4779","BANGLADESH EYE HOSPITAL  , MIRPUR ,  BLOCK D , MIRPUR 2"
"4780","YUM CHA DISTRICT , ROAD 131 , GULSHAN 1, GULSHAN"
"4781","HANIF ENTERPRISE KALLYANPUR MIRPUR"
"4782","B BLOCK,BANASREE BUS STAND,BLOCK A"
"4783","PIZZA HUT RM CENTRE , GULSHAN AVENUE , GULSHAN -2"
"4784","MAF CLOTH SHOP , SOUTH KALLYANPUR"
"4785","AVENUE 2 , ROAD 12, H 875, MIRPUR"
"4786","DOLAIPUR BUS STAND , DOLAIPUR BUS STAN D GANDARIA"
"4787","BHAMUPUTRO,SHAHID CAPTAIN MONSUR ALI RD,OLD ESKATON"
"4788","T AND T GIRLS COLLEGE , TNT SCHOOL ROAD , WIRELESS , MOHAKHALI , DHAKA 1212"
"4789","H KA 14/10, SHAHID FAZLUL HAQUE RD , NADDA"
"4790","INDEPENDENT UNIVERSITY BANGLADESH ( IUB) , BASHUNDHARA R/A"
"4791","SUNSHINE TRAVEL AIR INTERNATIONAL , SECTOR 1 , UTTARA"
"4792","NSB JAHANARA VILLA,WEST SHEWRAPARA,MIRPUR"
"4793","GABTOLI CATTLE MARKET , GABTOLI , MIRPUR"
"4794","OBHIJAQTRIK SCHOOL , 5, ROAD 9 , PALLABI EXTENSION , PALLABI , 1000"
"4795","BANGABANDHU NATIONAL STADIUM , PURANA PALTAN"
"4796","H 53/10, ED 10 , JANATA HOUSING , MOHAMMADPUR"
"4797","232/A , KHILGAON TILAPARA ROAD NO 06 DHAKA"
"4798","MUSTAFA MART , BASHUDNHARA CITY GREEN ROAD , PANTHAPATH"
"4799","RK TRAVELS , DARUSSALAM , KALLYANPUR"
"4800","EMBASSY OF THE REPUBLIC OF INDONESIA,GULSHAN 2,GULSHAN"
"4801","UNITED INTERNATIONAL UNIVERSITY ( UIU) MAIN CAMPUS , UNITED CITY , MADANI AVENUE , BADDA"
"4802","SUCHONA COMMUNITY CENTER, RING RD , MOHAMMADPUR"
"4803","H 487 , SHAHID BAKI SARAK , TALTOLA , KHILGAON"
"4804","ZERINA HOMES , 549 , BLOCK F, ROAD 17 , BASHUNDHARA R/A"
"4805","PROGRES GROUP , ROAD 17/A , BLOCK E , BANANI"
"4806","NHA TOWER BLOKC B ROAD 16-17 LALMATIA 1207"
"4807","H 151 , RD 10 , BLOCK G , BASHUNDHARA R/A"
"4808","122,D BLOCK 7 NO ROAD,BLOCK D,BASUNDHARA R/A"
"4809","AKIJ PLASTICS LTD . ( TEJGAON DEPOT ) , INDUSTRIAL AREA"
"4810","HAZRAT SHAHJALAL INTERNATIONAL AIRPORT , TERMINAL 1, AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2"
"4811","GULISTAN SHAHEED MATIUR PARK , GULISTAN PARK"
"4812","SAVAR , 1340"
"4813","RIVER AND RAIN LTD , BANANI DOHS"
"4814","MODINA GENERAL STORE , LAKE SHORE DRIVE , BANANI , GULSHAN"
"4815","31, ROAD 15, MIRPUR DOHS, MIRPUR 12"
"4816","MIRPUR DOHS HOUSE 710 ROAD 10 AVENUED 3 FLAT 4 A"
"4817","H 249/8 , BOSILA RD , CHAD UDDAN , MOHAMMADPUR"
"4818","MIRPUR 6 NO BAZAR,MIRPUR 6"
"4819","RAYHAN FURNITURE & HARDWARE TOLAR BAG , MIRPUR"
"4820","DHAKA ANTORJATIK BANIJJO MELA,SECTOR 4,PURBACHAL"
"4821","EIDGAH MATH,TAJMAHAL RD,MOHAMMADPUR"
"4822","BASIC YOUSUF PRANGON,PALLABI,MIRPUR"
"4823","BASHUNDHARA CITY SHOPPING COMPLEX , PANTHAPATH"
"4824","DOMESTIC  TERMINAL ( DAC ), HAZRAT SHAHJALAL INTERNATIONAL AIRPORT"
"4825","RD 107 , GULSHAN 1"
"4826","MITALI OPTICS , MUKTOBANGLA SHOPPING COMPLEX , MIRPUR 1"
"4827","TAX COMMISSIONER OFFICE ZONE 9 , RD 16 , SECTOR 4, UTTARA"
"4828","REGIONAL PASSPORT OFFICE , DHAKA WEST (MOHAMMADPUR), BOSILA"
"4829","MEDINOVA MEDICAL SERVICES LTD,H 71/A,RD 5/A,DHANMONDI"
"4830","SPRING CASTEL, ROAD NO. 4 , MOHAMMADI HOUSING LIMITED , MOHAMMADPUR"
"4831","BAITUL AKSHA JAME MASJID , SAFIUDDIN SARAK ACADEMY RD"
"4832","TAKEOUT,SAT MASJID RD,DHANMONDI"
"4833","CHOWDHURY BARI , H 68, RD 8 , BANANI"
"4834","H 5 , RD 12 , SOUTH BANASHREE PROJECT , RAMPURA"
"4835","PAIKPARA TRAFFIC POLICE BOX,MIRPUR 1"
"4836","74/B , ROAD NO 14 , MUKTI HOUSING , KALLYANPUR"
"4837","BIYE BARI RESTAURANT , SHAT MASJID ROAD , DHANMONDI"
"4838","GARLIC "" N"" GINGER GULSHAN , GULSHAN 1 , GULSHAN"
"4839","IDEAL KHELAR  MATH , BLOCK D , BANSAREE"
"4840","H 2/2,RD 2B,BANANI"
"4841","ALHAZ MAKBUL HOSSAIN BISHABIDYALOY COLLEGE BHABAN,2,H 41/2,KADERABAD HOUSING GOLI,KATASUR"
"4842","express house, block h, banani"
"4843","SALEH TOWER , SECTOR 13 , UTTARA"
"4844","SKY VIEW RESTAURANT & PARTY CENTER , SECTOR 4 , UTTARA"
"4845","BUET GRADUATE CLUB , LTD , ROAD 01 , BLOCK I , BANANI"
"4846","RAINY'S PLACE , BANANI DOHS"
"4847","AIRPORT POLICE STATION, NEW AIRPORT ROAD"
"4848","H 806, RD 21 , BLOCK G, BASHUNDHARA R/A"
"4849","BLOCK I , BASHUNDHARA R/A"
"4850","SQUARE HOSPITALS LTD,PANTHAPATH,RD,KALABAGAN"
"4851","I ALO , HOUSE 505, ROAD 35, MOHAKHALI DPHS , ,OHAKHALI"
"4852","Y /21 , RAZIA SULTANA ROAD , MOHAMMADPUR"
"4853","BARI MONJIL , 30, ROAD 100, GULSHAN 2, GULSHAN"
"4854","Moharaja sweets,  rd 1B,  sector 9 ,  uttara"
"4855","ICDDR , B BANGLADESH , SHAHEED TAZUDDIN AVENUE , MOHAKHALI , GULSHAN"
"4856","AMTOLI CIRCLE , MOHAKHALI"
"4857","GULSHAN 2, ROAD 121, HOUSE 27"
"4858","AL MADINA PHARMACY 2, GULSHAN 2, GULSHAN"
"4859","GHOROYA RESTORA AND HOTEL , H 186 , TOYENBEE CIRCULAR RD , ARAMBAG"
"4860","RULI,H 40,RD 8,NIKUNJA 2"
"4861","H 60,RD 6,PC CULTURE HOUSING SOCIETY,MOHAMMADPUR"
"4862","3.35"
"4863","TAWAI , ROAD 3/A, DHANMONDI"
"4864","SADAR GHAT"
"4865","RAJUK TRADE CENTER,NIKUNJA 2"
"4866","ICDDR,B,MOHAKHALI"
"4867","GULISTAN BUS STAND"
"4868","MIAMI AIRCON , AGB COLONY , KAMALAPUR"
"4869","2 NO WARD COMMUNITY CENTER,BLOCK A,MIRPUR 12"
"4870","GOR- E- SHAHID MAZAR TAXI STAND , AZIMPUR , LALBAGH"
"4871","SEGUNBAGICHA SARKARI BARO TALA MOR , SEGUNBAGICHA RD"
"4872","POLWEL CARNATION SHOPPING CENTER , SECTOR 8 , UTTARA"
"4873","EBL 360,HOUSE 1/1,BLOCK A,ASAD GATE,LALMATIA,MIRPUR ROAD,DHANMONDI R/A,SHYAMOLI"
"4874","road 16/a, banani"
"4875","UNITED COMMERCIAL BANK LTD,RD 34,GULSHAN 1"
"4876","NORTH SOUTH UNIVERASITY (NSU)"
"4877","FUTURE ED ENGLISH LANGUAGE INSTITUTE , KEMAL ATATRK AVENUE , BANANI"
"4878","DHAKA MEDICAL COLLEGE HOSPITAL EMERGENCY GATE , SHAHBAGH"
"4879","BASTOLA ROAD , DHAKA , BANGLADESH"
"4880","MIRPUR DOHS , AVENUE 3, ROAD NO 8 , HOUSE NO 578"
"4881","JAMUNA FUTURE PARK,PROGATI SARANI,BASUNDHARA R/A"
"4882","BUP UNIVERSITY"
"4883","REGIONAL PASSPORT OFFICE , UTTARA PLOT 5 RD 4 , SECTOR 12 , UTTARA"
"4884","662/1 , ROAD 14 , ADABOR , MOHAMMADPUR , 1207"
"4885","UCB EXPRESS,JAMUNA FUTURE PARK,KURIL"
"4886","STEADFAST COURIER, SECTOR 9 , UTTARA"
"4887","IRFAN STORE , KULCHOR BALURCHAR VANGABARI RD , MODHU CITY"
"4888","RAJUK UTTARA (RUAP),SECTOR 18"
"4889","BILBAHA BONDHON MARRIAGE MEDIA , MOHAKHALI  DOHS"
"4890","GMG OSMANI HALL,SHAHID TAZUDDIN AHMED AVE,TEJGAON INDUSTRIAL AREA"
"4891","H 19 , RD 6 , BANSREE"
"4892","DHAKA BOAT CLUB LIMITED,MIRPUR ROAD,BIRULIA,SAVAR"
"4893","KFC BANASREE , BLOCK F"
"4894","X INTEGRATED MARKETING AGENCY , HOUSE 40 , ROAD 20, MOHAKHALI DOHS , MOHAKHALI"
"4895","CITY BANK PLC, GULSHAN 1 , GULSHAN"
"4896","SUMON TEA STORE,SHYAMOLI,MOHAMMADPUR"
"4897","ANSAR CAMP RD , AHMED NAGAR , MIDDLE PAIKPARA"
"4898","SHYAMPUR MODEL SCHOOL & COLLEGE , RD 2 , LAL MASJID RD , SHYAMPUR"
"4899","UTTARON TECHNOLOGIES,DARUS SALAM,TECHNICAL MOR"
"4900","FOOD ZONE , AUCHPARA , TONGI"
"4901","janata housing , road 5 , agargaon"
"4902","UNIVERSAL MEDICAL COLLEGE & HOSPITAL"
"4903","SHAHJALAL AVE,SECTOR 4,UTTARA"
"4904","DESCO , HOUSE 4, BUILDING , 18 , SECTION 10"
"4905","JANNAT LADIS TAILORS AND BUTIQUES,SANTINAGAR,KAKRAIL"
"4906","LANDMARK SURVEY CINSULTANT , ADABAR , MOHAMMADPUR"
"4907","COMBINED KINDERGARTEN SCHOOL , NANDIPARA MAIN RD , SABUJBAG KHILGAON"
"4908","SKY CITY HOTEL , KAKRAIL ROAD , DOKKHIN SHAJAHANPUR , PALTAN"
"4909","DHAKA AIRPORT GARDEN,NEW AIRPORT ROAD"
"4910","ALLAH AR DAN HOTEL AND RESTAURANT , KARMICHAEL ROAD , MOFIZBAGH HOUSING GABTALI"
"4911","NCC BANK,SHAHID JANANI JAHANARA IMAM SARANI,NIJHUM RESIDENTIAL AREA,HAZARIBAGH"
"4912","AVE 2,BLOCK D,MIRPUR 2"
"4913","LAMYA ONLINE STORE BD,DAMALKOT,BHASANTEK"
"4914","SWARNA KANON JEWELLERS,GREEN ROAD,PANTHAPATH"
"4915","ASIRBATH,2,MIRPUR 2,BLOCK F,ROAD 3,SECTION 2"
"4916","OGSB HOSPITAL , BLOCK C , MIRPUR 13"
"4917","KAMALAPUR EAILWAY STATION , KAMALAPUR"
"4918","THE REGDIA,27,ROAD 114,GULSHAN 2,GULSHAN"
"4919","INTER CONTINENTAL DHAKA HOTEL,SHAHBAGH"
"4920","ASGAR ALI HOSPITAL, OPD PHARMACY , DHUPKHOLA , GENDARIA"
"4921","MOLLA BARI RD,KUTABALI,FATULLAH,NARAYANGANJ"
"4922","JAMUNA BANK TOWER . PLOT NO 14 , BLOCK NO CWS ( C) , A K KHONDKAR ROAD , GULSHAN  1 , DHAKA , BANGLADESH"
"4923","NORTH END COFFEE ROASTERS CITY BANK CENTER,GULSHAN 1"
"4924","H 2 , SHEKHERTEK MAIN RD , JANATA HOUSING , MOHAMMADPUR"
"4925","NAYAN SANITARY HARDWARE , AMTOLI , MOHAKHALI"
"4926","SHAKHARI BAZAR CIRCLE , JOHNSON RD , SHAKHARI BAZAR"
"4927","MK AMBULANCE SERVICE , SOUTH KALLYANPUR"
"4928","QUANTUM FOUNDATION BASHUNDHARA CELL , BLOCK F , BASHUNDHARA R/A"
"4929","S, B 2/10 POST CODE DHAKA -1209, RD 8A , DHANMONDI"
"4930","EXPRESSIONS LTD , BLOCK A , BANANI"
"4931","BABURCHI BARI MOR , RD 17 , BAITUL AMAN HOUSING , ADABOR"
"4932","JANATA HOUSING , AGARGAON , DHAKA"
"4933","MIRPUR 6 NO BAZAR MIRPUR 6"
"4934","ADVENIST INTERNATIONAL SCHOOL ROAD,UTTAR KAFRUL,PURBA KAZIPARA"
"4935","HOUSE 3, ROAD 16 , NEAR BAITUL AMAN MADRASA /ORPHANAGE , ADABOR"
"4936","UBN SINA MEDICAL IMAGING CENTER , ZIGATOLA"
"4937","SHOHAGH PARIBAHAN PVT LTD,CHOWDHURIPARA,MALIBAGH"
"4938","THE NOBLE HOUSE , HOUSE 28 29 , SAYEM SOBHAN ANVIR ROAD , BLOCK C , BASUNDHARA R/A"
"4939","RD 5/A, SECTOR 11, UTTARA"
"4940","ACCORDIA , BLOCK A , BANANI"
"4941","MAF BANGLADESH , BLOCK J , BARIDHARA DOHS"
"4942","MAHMUD PHARMACY , K/1 , RD 4 , CHAYANEER HOUSING SOCIETY , PALLABI"
"4943","NATIONAL CENTER FOR HEARING AND SPEECH FOR CHILDREN (SAHIC),
MOHAKHALI BAZAR ROAD"
"4944","MIRPUR NEW MARKET , MIRPUR 1"
"4945","MR BUFFET,BALUR MATH,CHASARA"
"4946","ADABOR 10 NO BAZAR , RD 10 ,  BAITUL AMAN HOUSING , ADABOR"
"4947","BASIC PANNA , H 22, RD 1, AFTAB NAGAR , PROJECT , BADDA"
"4948","HUDRCO INTERNATIONAL SCHOOL , KA 19/, BASHUNDHARA R/A"
"4949","SPELLBOUND LEO BURNETT , BLOCK J , BARIDHAAR DOHS"
"4950","SUME GENERAL STORE , GULSHAN 1 , GULSHAN"
"4951","DOM INNO SALAMAH , 6, ROAD 16 , KURMITOLA , SECTOR 5"
"4952","MAA DRUG HOUSE , MAZAR RD , DARUS SALAM"
"4953","GANDARIA JAME MASJID , H 28 , RAJANI CHOWDHURY RD , DAYAGANJ"
"4954","H 18 H , RD 6 , BLOCK H , BASHUDNHARA R/A"
"4955","ONNO ROKOM PIZZA"
"4956","HOSAF SHOPPING COMPLEX , H 6/9, OUTER CIRCULAR RD , MALIBAGH MOR, MALIBAGH"
"4957","MAA DEPARTMENT STORE,SECTOR 13,UTTARA"
"4958","BENGAL MEAT , RAMPURA  , BANASHREE"
"4959","R M AUTO,PIRERBAG,MIRPUR 1"
"4960","GUMTI TEXTILES LTD , ( CORPORATE OFFICE ) BLOCK J , BARIDHARA DOHS"
"4961","RAB HEADQUARTER , H 1 , HAJ CAMP RD , CAAB COLONY"
"4962","NAWABI VOJ  ,AQP SHOPPING MALL , NEW BAILY ROAD"
"4963","EMERGENCY DEPARTMENT ( NIRTOT), SAYED MAHBUB MORSHED ROAD , SHER-E-BANGLA-NAGAR"
"4964","DHAKA NAVY , COLONY , MIRPUR 14"
"4965","ANABIA AUTOS,BLOCK F,BANANI"
"4966","MEYOR MOHAMMAD SAYED KHOKON CENTER , DISTILARY ROAD , GOPIBAG"
"4967","THE SECRET GARDEN , BLOCK  E , BANANI"
"4968","SWEET SPOT , SECTOR 7 , UTTARA"
"4969","SILICON SRISTY,SHAFIAT ROAD,C BLOCK,BASUNDHARA R/A"
"4970","NOBONIR GOVT. OFFICERS HOUSING MOHAMMADPUR"
"4971","BAGHE SHAHBAZ , GABTOLA , NAYATOLA ROAD, MOGBAZAR"
"4972","ADIBA PHARMACY,GIRLS SCHOOL ROAD,KOLABAGAN"
"4973","7/14 , ROAD NO 7 , LALMATIA"
"4974","JAMUNA FUTURE PARK EXIT WAY , PROGATI SARANI , BASHUNDHARA"
"4975","NAHAR'S DREAM , HOUSE 343 , ROAD 4 , BAITUL AMAN HOUSING SOCIETY , ADABOR"
"4976","HOLY FAMILY RED CRESCENT MEDICAL COLLEGE HOSPITAL , H 1 , ESKATON GARDEN RD , OLD ESKATON"
"4977","JATRABARI RD , JATRABARI"
"4978","H 535 , RANA AVE , BLOCK D , BASUNDHARA R/A"
"4979","SHIA JAME MASJID , MOHAMMADPUR"
"4980","BHUIYA LODGE , 8, ROAD 3, SECTION 2"
"4981","KAMAL GENERAL STORE , LINE 7 , SECTION 10"
"4982","HUNGER PALACE,M B SQYARE MARKET,BASHUNDHARA JURIL GHAT PAR"
"4983","ROAD 3A,SECTOR 5"
"4984","ALIJABETH DENTAL CARE , 83/4 , MASTER PARA ROAD , SENPARA PARBATA , BOROBAGH"
"4985","RD 10 , BLOCK D, MIRPUR 12"
"4986","QUDDUS MANSION 370, I BLOCL ROAD 5,BASUNDHARA R/A"
"4987","NORTH SOUTH UNIVERSITY, BASHUNDHARA R/A"
"4988","ABU SAYED'S HOUSE , BAMNARTEK, UTTARA"
"4989","NEW AIRPORT ROAD , KURMITOLA , SECTOR 2"
"4990","FAST FOOD , H 1, RD 2, DHANMONDI"
"4991","SB ELECTRONICS & MOBILE SERVICING , GIRL'S SCHOOL RD , 1340"
"4992","MASWOOD GARDEN , H 22/16 , KHILJI RD , SHYAMOLI"
"4993","SAJIB CAR SEAT COVER SEWING AND FITTING , HOUSE 15 , ROAD 3/A , SECTOR 9 , UTTARA"
"4994","PALLIMA SANGSAD , H 841 C , SHAHID BAKI SARAK , TALTOLA , KHILGAON"
"4995","H 129/4, ELEPHANT RD"
"4996","SHOWAFF SPORTS,BLOCK D,MIRPUR 12"
"4997","KFC 5,MIRPUR RD,DHANMONDI"
"4998","JOYNAG RD , BAKSHI BAZAR , LALBAGH"
"4999","RD 9, BLOCK C , BASHUNDHARA R/A"
"5000","AMIN CHOWDHURY GARDEN ROAD , MUKTI HOUSING , SHER E BANGLA NAGAR"
"5001","BIKRAMPUR MISTANNO VANDER & BAKERY 22,60 FEET,SENPARA PARBATA,BOORBAGH"
"5002","PLOT 164 , RD 8 , BLOCK G , BASUNDHARA R/A"
"5003","AGA KHAN ACADEMY DHAKA,SAYEM SOBHAN TANVIR RD,BLOCKG G,BASHUNDHARA R/A"
"5004","SHEBA TECHNOLOGIES LIMITED,AMTOLI,MOHAKHALI"
"5005","AFSER ALI  , 17/3/C, TOLERBAG 2 NO GATE ROAD , MUKTI HOUSING , MODDHO PAIKPARA"
"5006","H 25/2 , HASSAIN SAHEB LN , JAFRABAD , MOHAMMADPUR"
"5007","BAITUL ATIK JAME MASJID , WEST NAKHALPARA ROAD , WEST NAKHALPARA , TEJGAON"
"5008","DR TOOTH , BLOCK C , BANASREE B"
"5009","EDUCATION BOARD COMPUTER CENTER,RESIDENTIAL AREA,DHANMONDI"
"5010","WELLBEING PHARMACY , BAKSHI BAZAR , CHAWK BAZAR"
"5011","GARDEN TOWER,ESKATON GARDEN RD,RAMNA"
"5012","STAR LINE PLUS COUNTER SPECIAL,MANIKNAGAR,TT PARA"
"5013","SHOHAGH PARIBAHAN (PVT) LTD MALIBAGH HEAD OFFICE MALIBAGH RAIL GATE MALIBAGH"
"5014","H 8/B RD 8 MOHAMMADI HOUSINGSOCIETY MOHAMMADPUR"
"5015","PARK STONE,H 32,RD 7,BANANI"
"5016","SHALU SHAPLA , HOUSE 521, SARAK 10 A, BASHUNDHARA R/A"
"5017","ENAYETNAGAR BHUNI OFFICE , SHAMSUL HAQUE RD , HARIHARPARA FATULLAH , NARAYANGANJ , 1401"
"5018","SQUARE HSOPITAL LTD , PANTHAPATH RD , KALABAGAN"
"5019","BASHUNDHARA RESIDENTIAL AREA"
"5020","1, ROAD 31, SECTION 12"
"5021","DAILY SHOPPING , SECTOR -6 , UTTARA"
"5022","BERIBADH RD , CHAD UDDAN , MOHAMMADPUR"
"5023","ZIHAN AMBULANCE,KATASHUR,MOHAMMADPUR"
"5024","13, ROAD 32 , GULSHAN 1 , GULSHAN"
"5025","CENTRAL HOSPITAL,GREEN ROAD,DHANMONDI"
"5026","FAYDABAD CENTRAL EIDGAH,GONO KOBORSTHAN RD,FAYDABAD,DAKSHINKHAN"
"5027","H 2, RD 12 , SECTOR 4 , UTTARA"
"5028","ASGAR ALI HOSPITAL , DISTILERY RD , GANDARIAS"
"5029","MD. RAHAD GENERAL STORE , MOHAMMADIA RESIDENTIAL AREA , ,MOHAMMADPUR"
"5030","STAR CINEPLEX, SONY SQUARE, MIRPUR"
"5031","VABNA ILLUSIONS,RESIDENTIAL AREA,DHANMONDI"
"5032","PANTHAPATH CIRCLE , GREEN RD , PANTHAPATH"
"5033","H 21 , RD 22 , BANANI"
"5034","UTTARA SECTOR 7 MOSQUE,ROAD 1,KOTBARI BAZAAR,SECTOR 7"
"5035","KURIL CHOURASTA , PROGATI SARANI"
"5036","MUKTI POLLI MOR,HAZI FAZLUR RAHMAN SARAK,KHILBARIRTEK,VATARA"
"5037","WINDY GROUP , SECTOR 10 , UTTARA"
"5038","MILITARY INSTITUTE OF SCIENCE AND TECHNOLOGY"
"5039","H 342 , ALHAZ ABDUS SOBHAN RD , BLOCK B , BASUNDHARA R/A"
"5040","GOVT.OFFICERS' QUARTER ( GOQ), MIRPUR 06 , RUPNAGAR RESIDENTIAL AREA"
"5041","NATIONAL INSTITUTE OF NEUROSCIENCE AND HOSPITAL,60 FEET RD,WEST AGARGAON"
"5042","HOUSE 113A,PATWARI GOLI CHOWRASTA,EAST BASHABO,BASABO"
"5043","BADHAN KHAN MANZIL , KHA 142/1 A, JAMTOLA RD , KURMITOLA"
"5044","BANK ASIA LIMITED , KAMAL ATATRUK AVENUE , BANANI"
"5045","KOROTOYA , H 134/1 , WAPDA RD , WEST RAMPURA"
"5046","ZABIN DENTAL CARE , 394/3 , SOUTH PAIKPARA , ROAD 26 , BLOCK C , MUKTI HOUSING , DOKKHIN PAIKPARA"
"5047","MINISO MIRPUR 12 , MIRPUR CANTONMENT"
"5048","HOTEL THE PROGOTI,H 33 37,SCHOOL RD,MAHAKHALI"
"5049","CHILIS , P C CULTURE HOUSING SOCIETY , SHEKHERTEK"
"5050","MELTING POT , SHIMANTO SHAMBHAR , DHANMONDI"
"5051","UNITED INTERNATIONAL UNIVERSAITY (UIU) MAIN CAMPUS PLAYGROUND, UNITED CITY, MADANI AVENUE, BADDA"
"5052","WESTERN RD , BANANI DOHS"
"5053","SALINA DENTAL CARE , 16/D, BOU BAZAR ROAD , UTTAR KAFRUL , PURBA KAZIPARA"
"5054","KEYSTONE OHIUDDIN,343,ROAD 3,BLOCK F"
"5055","AIRPORT  CIRCLE"
"5056","BANK ALFALAH ATM , GULSHAN 2 GULSHAN"
"5057","UTTARA TOWER , JASHIMUDDIN RD , SECTOR 3 , UTTARA"
"5058","BAITUL M UKARRAM NATIONAL MASJID , BAITUL MIKARRAM RD , PURANA PALTAN"
"5059","NOTUNKICHU , SOUTH BADDA"
"5060","NAYATOLA A U N MODEL KAMIL MADRASA & LILLAH BOARDING  MODHUBAGH , MOGHBAZAR"
"5061","SHAHELA PALACE,182,ROAD 8,KHILKHET,BASUNDHARA R/A"
"5062","APOLLO HOSPITAL , BASHUNDHARA RD , BASHUNDHARA R/A"
"5063","BABUBAZAR GLASS MARKET , ARMANIAN ST , BABU BAZAR"
"5064","JR TOWER,H 46,RD 1,MOHAKHALI"
"5065","INDEPENDENT UNIVERSITY BANGLADESH (IUB) , BASHUDNHARA R/A"
"5066","BAGMA INSTITUTE,ROAD 2,SECTOR 15,UTTARA"
"5067","AHMED LODGE , 13, SALIM UDDIN MARKET ROAD SENPARA PARBATA, AHMED NAGAR"
"5068","AL ARAFAH ISLAMIC INTERNATIONAL SCHOOL & COLLEGE,JHAUCHOR,HAZARIBAGH"
"5069","BANGLADESH MUKTI JODDHA HIGH SCHOOL , WEST BHASHANTEK , BHASHANTEK"
"5070","DELIVERY TIGER NEW MARKET HUB,NEW PALTAN LINE,AZIMPUR"
"5071","kfc , h 84 , rd 7a , dhanmondi"
"5072","h 464/3/4, ulon rd , ulon"
"5073","H 6 ON 96 CAFE,RD 96,GULSHAN 2"
"5074","TMSS HEAD OFFICE,WEST KAZIPARA,MIRPUR"
"5075","GREEN JASMIN,H 6,RD 7,DHANMONDI"
"5076","INDEPENDENT UNIVERSITY BANGLADESH (IUB)"
"5077","HASARA,SREENAGAR,MUNSHIGANJ"
"5078","RD 29, RUPNAGAR R/A"
"5079","bti calestial heights , gulshan 1"
"5080","SUNIPUN FASHION TAILORS , 792 , IBRAHIMPUR ROAD , UTTOR KAFRUL , PURBA KAZIPARA"
"5081","NORTH SOUTH UNIVERSITY,BASUNDHARA R/A"
"5082","XINXIAN RESTAURANT , GREEN ROAD DHANMONDI"
"5083","GOLPO FAST FOOD CHINESE,NIKUNJA 2"
"5084","138 EAST , GULSHAN 1, GULSHAN"
"5085","DHAKESHWARI PUKUR , DHAKESHWARI ROAD , NOORBAGH , SIDDIKBAZAR"
"5086","25 NO STAFF QUARTER , EAST RAYER BAZAR WEST DHANMONDI"
"5087","BMTF HIGH SCHOOL,SHIMULTOLY RD,1702"
"5088","H 616 , AHMED AKBAR SOBHAN AVE , BLOCK F , BASUNDHARA R/A"
"5089","DHAKA IMPERIAL COLLEGE,H 7,RD 2,AFTAB NAGAR PROJECT,BADDA"
"5090","24/7 VIRTUAL ASSISTANTS , BARIDHARA J BLOCK , NOTUN BAZAR"
"5091","MOLLIKA SNACK , RUPAYAN SHOPPING SQUARE , BLOCK G , BASHUNDHARA"
"5092","JAMTOLA KACHA BAZAR , SECTOR 4 , UTTARA"
"5093","H/2 10 NUMBER LINE SECTION 11"
"5094","GODHULI,RESIDENTIAL AREA,DHANMONDI"
"5095","HERLAN STORE (BANASREE , BLOCK B , ROAD 5 ) BLOCK B"
"5096","POPULAR DIAGONSTIC CENTRE DHANMONDI ROAD 2,"
"5097","PFC , H 1, RD 2, RUPNAGAR , MIRPUR 2"
"5098","AK TOWER , H 113/C, DHAKA MYMENSINGH HIGHWAY , SECTOR 4 , UTTARA"
"5099","HOLY FAMILY RED CRESCENT MEDICAL COLLEGE HOSPITAL OUTDOOR , H 1 , ESKATON GARDEN RD , OLD ESKATON"
"5100","ship international hospital , bhatuliya , turag"
"5101","PIZZA TIZZA , SECTOR 7 , UTTARA"
"5102","GCL ASSESSSMENT SERVICES LTD,GCL INTERNATIONAL,DOHS,MIRPUR"
"5103","MOHAMAYA HALL , BLOCK A , BANANI"
"5104","MIRPUR ENGLISH VERSION SCHOOL AND COLLEGE ,WATER TANK ROAD ,SECTION 10, SECTION 10"
"5105","RD 27,KOTABARI BAZAR,SECTOR 7"
