"","location"
"9755","RD 18,SECTOR 4,UTTARA"
"9756","SOUTH PAIKPARA,MIRPUR 1"
"9757","SOUTHEST BANK LIMITED , SHAH KABIR MAJAR RD , MOLLAPARA , DAKKHINKHAN"
"9758","52/2, SALIM UDDIN MARKET ROAD, SENPARA PARBATA, AHMED NAGAR"
"9759","10 MINUTE SCHOOL , HOSUE B 107 , ROAD 8 , MOHAKHALI DOHS"
"9760","MILESTONE BOYS HOSTEL , SECTOR 11 ,UTTARA"
"9761","RAVE CENTER"
"9762","NILL ACHOL  , 102 , I  BLOCCK ROAD 5 , BASUNDHARA R/A"
"9763","TASTY TIBET , RD 2, BLOCK A, BANASREE"
"9764","RUSSEL CHAMBER  H 1006 , BEGUM ROKEYA SARANI , WEST SHEWRAPARA"
"9765","RASHMONO SPECIALISED HOSPITAL,OUTER CIRCULAR RDMOGBAZAR"
"9766","TAJ NOOR TOWER,H 58,NORTH CIRCULAR RD,DHANMONDI"
"9767","THE CAFE RIO LTD(MIRPUR BRANCH),MIRPUR CANTONMENT"
"9768","MARIA BAKERY , CULVURT RD , FAKIRAPOOL"
"9769","KING AUTOMOBILE , SHYAMOLI , MOHAMMADPUR"
"9770","DENTAL CHAMBER,H 41,RD 27,DHANMONDI"
"9771","COMPUTER SOURCE , SECTOR 3 , UTTARA"
"9772","CUTSEW TECH LTD , SECTOR 12 , UTTARA"
"9773","AKBAR GARDEN , H 458/A , SENPARA PARBATA RD , MIRPUR 13"
"9774","GP TEJGAON WAREHOUSE , INDUSTRIAL AREA"
"9775","DR. REYAN ANIS , GULSHAN 2 , GULSHAN"
"9776","HITECH MULTICARE HOSPITAL , SOUTHKAFRUL RD , SOUTH KAFRUL ,"
"9777","JMI OSMAN GONI VILLA , H 28 , CRESCENT RD , DHANMONDI"
"9778","DHAKA BANK , TANBAZAR NARAYNGANJ  SHAH PARA RD , TANBAZAR , NARAYANGANJ SADAR 1400"
"9779","H 435,RD 45B,TALTOLA,KHILGAON"
"9780","AHMEDBAD ADARSHA HIGH SCHOOL, KADAMTALA HIGH SCHOOL RD , AHMEDBAD , SABUJBAGH"
"9781","SKS TOWER, MOHAKHALI"
"9782","ROAD 5,BLOCK C,BASUNDHARA R/A"
"9783","CSD , RD 2, BANANI DOHS"
"9784","37/B , ROAD 3, BLOCK D , , BASHUNDHARA R/A"
"9785","RECKITT BENCKISER OFFICIAL STORE TEJGAON"
"9786","MATRICHAYA,36/1,AHMED NAGAR ,MIDDLE PAIKPARA,MUKTI HOUSING,AHMED NAGAR"
"9787","HOTHAT MARKET,DHAKA CITY BYPASS RAYERDIA,RUPGANJ,NARAYANGANJ"
"9788","JAHANGIR FRUITS STORE , KHILKHET BAZAR"
"9789","THE BUFFET EMPIRE , WEST , DHANMONDI"
"9790","VFS GLOBAL ITALY , ROAD 23 , BLOCK B , BANANI"
"9791","ASAD MONJIL,HOUSE 409,NSU DRIVERWAY,BLOCK B, BASUNDHARA R/A"
"9792","HARSHITER KHABAR HOTEL,DHAKA,KALLYANPUR,MIRPUR"
"9793","NAWABPUR RD , NAWABPUR"
"9794","THE CHOCOLATE ROOM FLAGSHIP STORE , GULSHAN 1 , GULSHAN"
"9795","BANGLADESH SPECIALIZED HSOSPITAL,MIRPUR RD,SHYAMOLI"
"9796","UTTARA SECTOR 7 PARK , SECTOR 7 , UTTARA"
"9797","POPULAR DIAGONSTIC CENTER LTD (UTTARA BRANCH ) SECTOR 4"
"9798","98 & 99,ROAD 12, BASHUNDHARA R/A"
"9799","HOUSE 5/4 , MOHONPUR ROAD , ABABAR , MOHAMMADPUR"
"9800","SIBL FOUNDATION HOSPITAL , GREEN ROAD , KATHALBAGAN"
"9801","H 57/B , LAKE CIRCUS , KALABAGAN"
"9802","HOUSE 13 , ROAD 5D , SECTOR 11 , UTTARA"
"9803","H 406,AHMED AKBAR SOHBAN AVENUE,BLOCK D,BASUNDHARA R/A"
"9804","ROAD NO 4 , BLOCK A , BASUNDHARA R/A"
"9805","DIG OFFICE , DHAKA RANGE , DHAKA , SEGUNBAGICHA"
"9806","H 361, RD 23, BLOCK G , BASHUNDHARA R/A"
"9807","KOLMITOLA 18,SECTOR 18,UTTARA"
"9808","H 11,RD 62,GULSHAN 2"
"9809","M A SATTAR , H 16 , RD 2 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR"
"9810","RAYERBAG BUS STOP,DHAKA CHITTAGONG HIGHWAY"
"9811","NAC ( NORTH ACADEMIC BUILDING ) , NSU DRIVEWAY , BLOCK B , BASUNDHARA R/A"
"9812","HOLY HEIGHT , ROAD NO , 14 , DHANMONDI R/A"
"9813","10/7,IQBAL ROAD,MOHAMMADPUR,DHAKA 1207"
"9814","70/D , DOLPHIN GOLI, DHANMONDI"
"9815","M V SONAR TORI 2, SADARGHAT LAUNCH TERMINAL"
"9816","CHANGEMAKER , RESIDENTIAL AREA , DHANMONDI"
"9817","UNITED INTERNATIONAL UNIVERSITY MAIN CAMPUS PLAYGROUND , VATARA BRIDGE"
"9818","S H LIGHT HOUSE,NAYA PALTAN"
"9819","THE BLACK EAGLE , SARULIA , DEMRA"
"9820","PLOT 521 , RD 13 , BLOCK G , BASUNDHARA R/A"
"9821","EBL TOWER EASTERN BANK TOWER , GULSHAN AVENUE , DAKKHIN BADDA , GULSHAN"
"9822","fast tech bd , green road , panthapath"
"9823","NAKHALPARA COMMUNITY CENTER , EAST NAKHALPARA RD , EAST NAKHALPARA"
"9824","AGRANI BANK LTD RD 1, MOHAKHALI"
"9825","KISHOLOY GIRLS SCHOOL , TAJMAHAL RD , MOHAMMADPUR"
"9826","DHAKA INTERNATIONAL TRADE FAIR ( BANIJJO MELA) SECTOR 4, PURBACHAL"
"9827","DIN MOHAMMAD COLONY JAME MASJID,SHAHID SARANI,DHAKA CANTONMENT"
"9828","15/3, MIRERTEK ROAD , WIRELESS , MOGBAZAR"
"9829","HOLIDAY VILLA GRAM , GULSHAN 1 , GULSHAN"
"9830","PANASHIA WORKS LTD , DHAKA MYMENSING HIGHWAY , 1702"
"9831","HOSAM HERI"
"9832","HANSA,SECTOR 9,UTTARA"
"9833","BASE SCHOOL , RD 15/A , DHANMONDI"
"9834","DHANMONDI DB FAITH TOUCH , TALABAG , JIGATOLA"
"9835","CLASIC FOOD & CAFE , PURBACHAL EXPRESS HIGHWAY , TAHORDIA"
"9836","24/14,BLOCK C,TAJMAHAL ROAD,MOHAMMADPUR"
"9837","RD 7,BLOCK C,BASHUNDHARA R/A"
"9838","SIDDIQ SORENTU , 289, 290, 290/1 , 8/A ,WEST DHANMONDI"
"9839","BASHABO TEMPU STAND , BANK POLLI ROAD , MODDHO BASHABO , SHAHJAHANPUR"
"9840","SHANKAR BUS STAND , SAT MASJID RD , DHANMONDI"
"9841","ASIAN MEDICAL COLLEGE HOSPITAL, BARUA ICHAPURA RD"
"9842","AB BANK LIMITED,DARUS SALAM MAIN ROAD,SECTION 1,MIRPUR,DHAKA"
"9843","PASSPORT OFFICE RD , AGARGAON"
"9844","A-S-S AUTOMATIC SEWING SYSTEMS BANGLADESH LTD , SECTOR 9 , UTTARA"
"9845","SARAK BHABAN RHD HEAD OFFICE,INDUSTRIAL AREA,TEJGAON"
"9846","STAR KABAB HOTEL , RD 2 , DHANMONDI"
"9847","JAMUNA FUTURE PARK ENTRY WAY,PROGATI SHARANI,BASUNDHARA"
"9848","DCC JAMUNA , JAMUNA FUTURE PARK KURIL"
"9849","MOMTAZ FILLING STATION , DHOBAROI MANIKNAGAR RD , AMINBAZAR"
"9850","INTERNATIONAL TERMINAL , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2"
"9851","EASTERN PANTHAGREEN , BUILDING 4 , 73 , GREEN RD"
"9852","67/A, ROAD 12A , DHANMONDI R/A"
"9853","darul yousuf 24/a road 14a dhanmondi r/a"
"9854","WHITE DENTAL CARE, 3 RD 10 , MOFIZBAGH HOUSING , ADABAR"
"9855","dhaka airport railway station , dhaka mymensingh highway , kurmitola"
"9856","house 15 , road 15, sector 14, uttara"
"9857","SPICY,BEGUM ROKEYA SHARANI,SENPARA PARBATA,PURBA KAZIPARA"
"9858","LA SIERRA 10 ROAD 8 SECTION 12"
"9859","ISHANDI  SARAK"
"9860","H 67 , ATISH DIPANKAR RD , BASABO"
"9861","BARDEM GENERAL HOSPITAL 2,FOR WOMEN AND CHILDREN,SEGUNBAGICHA RD,SEGUNBAGICHA"
"9862","TRANSCOM DIGITAL , MIRHAJIRBAG ROAD , GOPIBAG , DAYAGANJ"
"9863","NABINAGAR BUS STAND,SAVAR"
"9864","Gupipara road. Dakkhin badda. Gulshan"
"9865","MOUCHAK , DHAKA TANGAIL HIGHWAY , MOUCHAK , 1751"
"9866","MIDDLE BADDA OVERBRIDGE , GULSHAN"
"9867","BASHIR ENTERPRISE,BIR UTTAM AK KHANDAKER ROAD,WIRELESS GATE,MOHAKHALI"
"9868","PBI HEADQUARTERS , SURMA HERITAGE , RESIDENTIAL AREA , DHANMONDI"
"9869","LUMINOUS LABS , DOHS , MIRPUR"
"9870","ALLIANCE FRANCAISE DE DHAKA , GULSHAN 1, GULSHAN"
"9871","IBN SINA SPECIALIZED HOSPITAL RESIDENTIAL AREA , DHANMONDI"
"9872","PANACHE H 57 , R 13 , BLOCK D , BANANI"
"9873","DR. M.R KHAN SHISHU HOSPITAL AND INSTITUTE OF CHILD HEALTH , 6 , SHISHU HOSPITAL ROAD , SENPARA PARBATA , BOROBAGH"
"9874","DELTA HOSPITAL LIMITED , ABDULLAH PUR ATE PARA ROAD , SECTOR -08 , UTTARA"
"9875","TALTOLA MARKET TALTOLA MARKET RD , KHILGAON"
"9876","MILI SUPER MARKET,LALSHARAI RD,KACHUKHET,MIRPUR 14"
"9877","RD 17 , SECTOR 14 , UTTARA"
"9878","CHAYA NEER , H 105 , RD 2/A , NIKETON"
"9879","FAST GLOBAL SERVICE,BLOCK F,BANANI"
"9880","HOUSE 189 , ROAD 6 , BLOCK J , BASHUNDHARA R/A"
"9881","HSBC BANK LIMITED,BIR UTTAM MIR SHAWKAT SARAK,SHANTA WESTERN TOWER,TEJGAON INDUSTRIAL AREA"
"9882","SARKAR PHARMACY  , POST OFFICE ROAD , GULSHAN"
"9883","ICT TOWER,AGARGAON MIRPUR"
"9884","DOMINOS PIZZA,SOUTH BADDA"
"9885","BAITUL ATIK JAME MASJID COMPLEX.KAIYUM KHANDAKAR RD,WEST TEJKUNI PARA,TEJGAON"
"9886","AMTOLI JAME MASJID , NEW AIRPORT RD , MOHAKHALI"
"9887","NOTRE DAME COLLEGE,ARAMBAG"
"9888","89,DINANATH SEN ROAD,GOPIBAG,SUTRAPUR"
"9889","NAMAPARA,BASHUNDHARA R/A"
"9890","INFINITY , BOUNDARY ROAD , SAENPARA PARBATA, SECTION 2"
"9891","ALOK HOSPITAL RD , RD 2 , BLOCK B , MIRPUR 10"
"9892","H 25 , RD 2, NIKUNJA 2"
"9893","29/5, BLOCK B  , BABOR ROAD , MOHAMMADPUR"
"9894","TOWER 71,(HOMES 71 LTD),NAMAPARA,DHAKA CANTONMENT"
"9895","SHAHEENBAG KENDRIO BORO MASJID , ARJOTPARA , MOHAKHALI"
"9896","BKASH CENTRE , H 19 , RD 4 , MIRPUR 13"
"9897","CHAR BAUSIA BUS STOP , DHAKA CHITTAGONG HIGHWAY , LOKKHIPUR , 1510"
"9898","bread & beyond , block d , bannai"
"9899","KHATI GORUR DUDHER CHA ER DOKAN,FAHIM STORE,CROP ROAD"
"9900","HOUSE 18 , ROAD 16 , BLOCK B , BANANI DHAKA"
"9901","sajib fashion wear ltd , gulshan 2"
"9902","PERFUME , SECTOR 6 , UTTARA"
"9903","KRISHIBID INTITUTION BANGLADESH , KHAMARBARI RD , FARMGATE"
"9904","ROAD 31 , PALLABI 2ND PHASE ( EASTERN HOUSING ) , MIRPUR"
"9905","BANGLASHOPPERS.COM,ROAD 13E,BANANI"
"9906","JAPAN GARDEN CITY BIDG NO. 10 , ROAD 1, MOHAMMADI HOUSING SOCIETY ,  MOHAMMADPUR"
"9907","AIUB CAMPUS,KURATALI,KHILKHET,BASHUNDHARA R/A"
"9908","SECRERTARY APARTMENT COMPLEX,ESKATON GARDEN ROAD,RAMNA"
"9909","DHANMONDNI CLUB LIMITED , RESIDENTIAL AREA"
"9910","CRIMSON CUP , NAIBHOG UTTARA"
"9911","BOSILA WEST DHANMONDI JAME MASJID , MOHAMMADPUR"
"9912","BACKBENCHERS, MOHAMMADPUR RING RD,JANATA HOUSING"
"9913","STHAPOTTO BHABAN , M I S T , MIRPUR CANTONMENT"
"9914","STATION ROAD BUS STOP,FOOTOVER BRIDGE,PURBO AIRCHPUR"
"9915","HOTEL ASOR , TOYENBEE CIRCULAR RD , FAKIRAPOOL"
"9916","930 , SABRINA SOBHAN 4TH AVENUE ROAD , BLOCK D , BASUNDHARA R/A"
"9917","AL MAHMUD FILLING STATION , DARUS SALAM RD DARUS SALAM"
"9918","I BLOCK ROAD 9 , BASUNDHARA R/A"
"9919","AL-HERA BUILDING SYSTEM , RAYERBAG, SONIR AKHRA"
"9920","IMA DENTAL CARE,SECTOR 13,UTTARA"
"9921","RD 20, MOHAKHALI DOHS"
"9922","DHAKA TECHNICAL BUS STOP , BEGUM ROKEYA SARANI , KAZIPARA"
"9923","TRISHA'S EXTENSION & BEAUTY ZONE , HOUSE 140 , ROAD 3 , BLOCK A, NIKETON"
"9924","TENEMENT 2 H 301/A RD 6 BLOCK E BASHUNDHARA R/A"
"9925","MOSTAFA GARDEN,HOUSE 245,ROAD 6C,BLOCK B,BASHUNDHARA R/A"
"9926","RD 25 A, BANANI"
"9927","SAYEDABAD BUS STAND"
"9928","H 39/B, LICHU BAGAN RD , JOAR SHAHARA"
"9929","asgar ali hospital , distillery rd , gandaria"
"9930","R.K FASHION , H 67 , NAYA PALTAN RD , NAYA PALTAN"
"9931","BIJOY RAKEEN CITY A6,DOG SQUAD ROAD,MIRPUR 15,MIRPUR"
"9932","SM ENGINEERING NAMAPARA , KHILKHET"
"9933","GAZIPUR POLICE LINE CANTEEN , JOYDEBPUR RD , 1702"
"9934","KHAJA HOTEL,MIRPUR RD,DARUS SALAM"
"9935","531, MAGIC BRICKS , F BLOCK RANIA AVENUE , BLOCK I , BASHUNDHARA R/A"
"9936","CAFE 60 FIT RESTAURANT , 60 FEET , MUKTI HOUSING DOKKHIN MONIPUR"
"9937","BANGLADESH TARIFF COMMISSION PIONEER RD , SEGUNBAGICHA"
"9938","WALTON PLAZA,ASHULIA,DHAKA,BANGLADESH"
"9939","CENTRAL TULIR , 95 , SARAK 14 , KHILKHET , BASUNDHARA R/A"
"9940","AIRPORT RENT A CAR SERVICE HAZRAT SHAHJALAL INETRNATIONAL AIRPORT KURMITOLA"
"9941","INDIRA ROAD CRICKET ACADEMY"
"9942","HATIL FURNITURE,BANASREE,BLOCK G"
"9943","GLENRICH INTERNATIONAL SCHOOL , UTTARA ( SENIOR CAMPUS ) , SECTOR 15"
"9944","OXFORD REFRIGERATION , H 41/7, CULVERT RD , FAKIRAPOOL"
"9945","ROAD 7A , KOTBARI BAZAAR , SECTOR 3"
"9946","RADIANT FASHION , H 4 , RD 3 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR"
"9947","UTTARA UNIVERSITY , RABINDRA SARANI , SECTOR 7 , UTTARA MODEL TOWER"
"9948","ANONDO NIBASH , H 124 , RD 2 , MERUL BADDA"
"9949","MEYOR MOHAMMAD SAYED KHOKON CENTER , DISTILARY ROAD , GOPIBAG , DAYAGANJ"
"9950","EASTERN CIRCUIT,H 30,CIRCUIT HOUSE RD,KAKRAIL"
"9951","H 1/11 , MIRPUR RD , LALMATIA"
"9952","JUSTICE SHAHBUDDIN AHMED PARK , GULSHAN 2 , GULSHAN"
"9953","LABAID CANCER HSOPITAL & SUPER SPECIALITY CENTRE , ,KATHALBAGAN , GREEN ROAD"
"9954","BEGUM ROKEYA SHARANI,HARUNABAD,MIRPUR 12"
"9955","MST. MAHMUDA VILLA , HOUSE 59 , BLOCK B , ROAD NO. 8 , BLOCK B , BASUNDHARA R/A"
"9956","RD 19 , SECTOR 14 , UTTARA"
"9957","HOUSE 18 , ROAD 7 , SECTOR 5 , UTTARA"
"9958","JAMIYA DERACHATUL MADRASA,H54,CENTRAL RD,DHANMONDI"
"9959","ABU MARKET,JOY BANGLA RD,1711"
"9960","SAVAR UPAZILA RD 1340"
"9961","AK PLAZA,SONARGAON JANAPATH ROAD,SECTOR 7,UTTARA"
"9962","MASHIK ADARSHO NARI , MONTHLY ADARSHA NARI , NAYA PALTAN"
"9963","GABTOLI LANDING STATION , AMINBAZAR BRIDGE"
"9964","BRTA,MIRPUR 10"
"9965","INDO BANGLA CARDIOVASCULAR CONSULTATION CENTER,H 12/2,4/A,JIGATALA"
"9966","FARIDABAD HIGH SCHOOL , AFRIDABAD LN GANDARIA"
"9967","BAYNEWS24 , BLOCK G,  BANANI"
"9968","RD 3,BLOCK C,BASHUNDHARA R/A"
"9969","BISMILLAH SWEETS,SHA 1/2,DIT RD,MIDDLE BADDA"
"9970","LASER CHAIN SKIN CENTRE LTD RESIDENTIAL AREA DHANMONDI"
"9971","H 170/171 , FARMGATE BEGUNBARI RD , EAST TEJTURIPARA"
"9972","FAYDABAD PRIMARY SCHOOL ABDULLAHPUR ATIPARA RD , GOALTEK , DAKSHINKHAN"
"9973","DELTA HEALTH CARE , JATRABARI LIMITED , JATRABARI"
"9974","NARAYANGANJ CHASARA NARYANGANJ SADAR DHAKA"
"9975","RD 12,BLOCK G, BASUNDHARA R/A"
"9976","CAFE BAGHDAD RESTORA,ARAMBAG,MOTIJHEEL"
"9977","HOUSE 12 , ROAD 23A , BLOCK B , BANANI"
"9978","1ST 12 STORIED GOVT. OFFICE BUILDING , PIONEER RD , SEGUNBAGICHA"
"9979","KURIL BISHWA RD BUS STOP"
"9980","BHANDARY GENERAL STORE , SHANTINAGAR RD , SHANTINAGAR"
"9981","UNISTAR BD INTERNATIONAL,SECTOR 6,UTTARA"
"9982","KOLATOLI BAZAR,SAHRIFPUR,RD 1711"
"9983","H 22 , LARMINI ST , WARI"
"9984","BLUE BIRIYANI GHOR , PASCHIM JATRABARI"
"9985","HOUSE 571, ROAD 5 , BLOCK H"
"9986","SIAM TOWER, H 15 , RD 2, SECTOR 3, UTTARA"
"9987","YELLOW , GULSHAN AVENUE , DAKKHIN BADDA , GULSHAN"
"9988","SHELTECH APARTMENTS , 450 , GREENWAY ROAD , WIRELESS , MOGBAZAR"
"9989","BREAD & BUTTER,ROAD 8,BLOCK C MIRPUR 12"
"9990","HOTEL SHOWRUPKATHI,TOLARBAG,MIRPUR 1"
"9991","COALITION FOR THE URBAN POOR CUP,ADBAR,MOHAMMADPUR"
"9992","HOUSE - 56 , ROAD -02, SECTOR-13 , UTTARA"
"9993","483 , SOUTH PAILPARA , DOKHINA ABASON , MUKTI HOUSING  , MODDHO PAIKPARA"
"9994","SANARPAR BUS STOP , DHAKA CHITTAGONG HIGHWAY , SIGN BOARD , SHIDDHIRGANJ , NARYANGANJ"
"9995","TRAVELIA TOURISM MARKETPLACE,76/1,ATISH DIPANKAR RD,TITIPARA,KOMLAPUR"
"9996","373,D BLOCK 9 NO ROAD,BLOCK D,BASUNDHARA R/A"
"9997","11, ROAD 18 , KURMITOLA , SECTOR 5"
"9998","H 405, AFTAB UDDIN AHMED RD, BLOCK B , BASHUNDHARA R/A"
"9999","H 366/7, RD 6 , BARIDHARA DOHS"
"10000","DHAKA AIRPORT RAILWAY STATION DHAKA MYMENSINGH HIGHWAY"
"10001","INDIRA ROAD , DHANMONDI"
"10002","BHAI BHAI STORE , NOSOR UDDIN RD , MATIKATA"
"10003","CENTRAL HOSPITAL , GREEN ROAD , DHANMONDI"
"10004","AMBROSIA INFINITY LOUNGE , RESIDENTIAL AREA , DHANMONDI"
"10005","UNITED HOSPITAL,RD ,GULSHAN  2"
"10006","MR. BAKER , H 20 , RABINDRA SARANI , SECTOR 7 , UTTARA"
"10007","QUANTUM TOWER, SECTOR 12, UTTARA"
"10008","BRAC UNIVERSITY ( NEW CAMPUS ) , DIT RD MERUL BADDA"
"10009","CIVIL AVIATION SCHOOL & COLLEGE FIELD CAAB COLONY MELA , KAWLA"
"10010","PROMINENT HOUSING , ROPAD NO 3, SHEKER TEK"
"10011","BOATGHAT MASJID , KHILKHET NAMAPARA RD , UTTAR PARA , KHILKHET"
"10012","131, SHANTINAGAR , KHANDAKAR HERITAGE PALACE , PEER SHAHEBER GOLI , PALTAN , DHAKA 1217"
"10013","DOUR BRODBAND,LALMATIA,BLOCK E,LALMATIA"
"10014","ATROSHI MURID,H 19,RD 9,BANANI"
"10015","ALLIANCE SHARNAKUNJA,HOUSE 12-14,ROAD 2,BLOCK D,MIRPUR 12"
"10016","TANTI BAZAR CIRCLE, TANTI BAZAR RD , TATI BAZAR, KOTWALI"
"10017","trust milonayton , bir uttam ziar rahman rd, shaheenbag"
"10018","PANCHGAON,TONGIBARI,MUNSHIGANJ"
"10019","SIMI RIMU AUTO PARTS , H 137/5 , FEE SCHOOL ST , KATHALBAGAN"
"10020","BANGLADESH - CHINA FRIENDSHIP EXHIBITION , SECTOR 4 , PURBACHAL"
"10021","HOUSE 1C , ROAD 86 , GULSHAN 2 , GULSHAN"
"10022","KHILKHET BUS STOP , NEW AIRPORT RD , KHILKHET"
"10023","H 29/K , EAST RAJABAZAR , FARMGATE"
"10024","EWFM VILLA , SOBHANBAG , MANIL MIA AVENUE"
"10025","NATIONAL HEART FOUNDATION HOSPITAL, TOLARBAG, MIRPUR 1"
"10026","K R VILLA,HOUSE 305,ROAD 305,ROAD NO 12,BLOCK C,BASUNDHARA R/A"
"10027","DHAKA NEW MARKET MASJID FOOTOVERBRIDGE MEW MARKET"
"10028","PLOT 228,RD 2,BLOCK B,BASUNDHARA R/A"
"10029","EMERALD , HOUSE 65 , BLOCK B , ROAD NO. 8 , BLOCK B , BASUNDHARA R/A"
"10030","BATEN PARA JAME MASJID,SHIDDHIRGANJ,JALKURI RD,MIZMIZI,SHIDDHIRGANJ
NARAYANGANJ,1430"
"10031","GREEN LIFE MEDICAL COLLEGE & HOSPITAL, KM SHAFIULLAH SARAK, DHANMONDI"
"10032","WHITE ROSE SUITES LTD , SECTOR 9 , UTTARA"
"10033","AMAR BARI,247,7 NO ROAD,BLOCK D,BASUNDHARA R/A"
"10034","VILLA AZUR , 61 , ROAD 15 , BANANI"
"10035","H 52/A, RD 11, PC CULTURE HOUSING SOCIETY , MOHAMMADPUR"
"10036","MOHAMMADPUR SHIA MASJID,TAJMAHAL RD,MOHAMMADPUR"
"10037","LATIMI SHOPPING MALL , MIRPUR ROAD , NEW MARKET"
"10038","JAZRAT SHAHJALAL INTERNATIONAL AIRPORT"
"10039","INTERNATIONAL CENTRE FOR DIARRRHOEAL DIESEASE RESEARCH,BANGLADESH,MOHAKHALI BAZAR ROAD,MOHAKHALI"
"10040","H 19,RD 6,BANASHREE"
"10041","METRO CHRISTIAN HOUSING PROJECT....MADANI AVENUE,VATARA"
"10042","Q PAIL LIMITED , BSCIC ROAD , TONGI , GAZIPUR 1710"
"10043","AMERICAN & EFIRD BANGLADESH LIMITED , THE GLASS HOUSE , GULSHAN 1 , GULSHAN"
"10044","SPORTS GRILL , PLOT 17/K , ROAD 9 , BLOCK G , BASUNDHARA"
"10045","APOLLO HOSPITAL BASEMENT MASJID,H 81,STS AVE,BLOCK E,BASHUNDARA R/A"
"10046","Z FIGHTERS MMA,BLOCK E,BANASREE"
"10047","RD 1, BLOCK I , BASHUDNHARA R/A"
"10048","RUPAYAN PARADISE , H 11, RANKIN ST 11 WARI"
"10049","RIYA RIPA STORE,SARULIA,DEMRA"
"10050","SWIMMING POOL ELECTRONICS MARKET,BANGABANDHU NATIONAL STADIUM RD,PURANA PALTAN"
"10051","DOMESTIC TEWRMINAL (DAC) , HAZRAT SHAHJALAL INTERNATIONAL AIRPORT"
"10052","RD ROSE VALLEY , H 16 -A/8-A, MOHAMMADPUR RING RD , JANATAQ HOUSING"
"10053","COOPER'S H 24/1/A MOHAMMADPUR RING RD SHYAMOLI"
"10054","UPPERCRUST BOULANGARIE & PATISSERIE,GULSHAN 2,GULSHAN"
"10055","HAQUE PROJECT RD , KADAMTALA RD , EAST BASABO"
"10056","H 211 , RD 4 , BLOCK F , BASUNDHARA R/A"
"10057","AMERICAN EMBASSY  , MADANI AVE , BARIDHARAA"
"10058","NIKUNJO PHARMA,32,ROAD 2,NIKUNJA 2"
"10059","BIR UTTAM K M SOFIULLAH RD , FARMGATE"
"10060","SRABONI BUILDING , LAKE CITY CONCORD , KHILKHET , DHAKA 1229"
"10061","NIKETON SOCIETY GATE 2 , RD 7 , NIKETON"
"10062","NIKETON CENTRAL JAME MASJID , RD 4, BLOCK A, NIKETON"
"10063","MOHANOGOR COFFE SHOP , DHAKA NARAYANGANJ RD , SIGN BOARD , SHIDDHIRGANJ , NARAYANGANJ"
"10064","JATIYO CHOKKU BIGYAN INSTITUTE O HOSPITAL , SYED MAHBUB MURSHED AVE, AGARGAON"
"10065","DHAKA BANK , RD 27 , DHANMONDI"
"10066","H 2 , RD 12 , SECTOR 4 , UTTARA"
"10067","AIRPORT  RAIL STATION"
"10068","BANGLADESH MEDICAL COLLEGE HOSPITAL , RESIDENTIAL AREA , DHANMONDI"
"10069","LIVING SHYAMOLIMA,HOUSE 33,ROAD 3,SHYAMOLI,DHAKA"
"10070","BASHUNDHARA K BLOCK FIELD , DHAKA BANGLADESH"
"10071","GREEN EYE HOSPITAL , GREEN ROAD , DHANMONDI"
"10072","BAITUL AZAM JAME MASJID , RD 12 , SECTOR 4 , UTTARA"
"10073","AIUB CAMPUS , KURAIL , KHILKHET , BASHUNARA R/A"
"10074","PROKOUSHALI SANGSHAD LTD, BLOCK G , BANANI"
"10075","HOTHAT MARKET,DHAKA CITY BYPASS,RAYERDIA,RUPGANJ,NARAYANGANJ"
"10076","DHAKA ARENA, ROAD-8 , SWADESH SHORNALI ABASHON , PURBACHAL 300FR EXPRESS ROAD , DHAKA"
"10077","RAKIB FURNITURE , MADHUBAGH , MOGHBAZAR"
"10078","MIDDLE PAIKPARA,MIRPUR 1"
"10079","PSC CONVENTION HALL,MIRPUR 14 MAIN RD"
"10080","VOJON BILASH , H 12 , SHAKHERTEK MAIN RD , JANATA HOUSING , MOHAMMADPUR"
"10081","113/3, EAST RAJABAZAAE CHRISTIAN PARA , DHANMONDI"
"10082","TITAS CORPORATION HQ, BLOCK A NIKETON"
"10083","CONCORD SULVT HEIGHTS , GULSHAN 1 , GULSHAN"
"10084","nagar sastho kendra 3 taz ln central paikpara"
"10085","ISMAIL ARCADE , 27 , RD 14A DHANMONDIN R/A"
"10086","ARCHIES GALLARY , KAMALAPUR RAILWAY STATION"
"10087","MONTARI,H 295,296,RD 7/A,BLOCK E,BASUNDHARA R/A"
"10088","JAPAN BANGLADESH FRIENDSHIP HOSPITAL , ROAD 3/A, DHANMONDI"
"10089","POROSMONI , H 6/2 , SHANTIBAG GOLI , SHANTIBAG , MALIBAG"
"10090","SHRI SHRI KALI MATA MANDIR PURBO BOXNAGAR,DEMRA-NARAYANGANJ RD,SIDDHIRGANJ,NARAYANGANJ 1361"
"10091","EYE HOSPITAL GATE , KHAMAR BARI ROAD , TEJGAON"
"10092","AFTABNAGAR PLAY GROUND , BLOCK H"
"10093","382/B, D BLOCK 9 NO ROAD , BLOCK D, BASHUNDHARA R/A"
"10094","POPULAR HOSPITAL,DHANMONDI R/A"
"10095","RD 12,BLOCK J,BASUNDHARA R/A"
"10096","star kabab road 17 , banani"
"10097","HATIM FURNITURE,PANTHAPATH"
"10098","kallyanpur bus stand"
