,id,original_address,cleaned_address,matched_variation,latitude,longitude,provider
9782,981,"JUSTICE SHAHABUDDIN AHMED PARK, GULSHAN 2","JUSTICE SHAHABUDDIN AHMED PARK, GULSHAN 2","JUSTICE SHAHABUDDIN AHMED PARK, GULSHAN 2, Dhaka, Bangladesh",23.798163,90.41492077219812,Nominatim
9786,985,"NASIR STORE,20,NUR FATEH LANE,LALBAGH,1211","NASIR STORE,20,NUR FATEH LANE,LALBAGH,1211",LALBAGH 1211,23.718842950000003,90.38815279077748,Nominatim
9787,986,"AL AMIN TEA STALL , EASTERN HOUSING , MIRPUR","AL AMIN TEA STALL , EASTERN HOUSING , MIRPUR",EASTERN HOUSING MIRPUR,23.814818136793384,90.34084801974866,Nominatim
9789,988,"FUWANG FOODS , H 10/1 , MIRPUR 12","FUWANG FOODS , H 10/1 , MIRPUR 12",H 10/1 MIRPUR 12,23.82444755775758,90.37197881205071,Nominatim
9791,990,"ARMY GOLF CLUB ENTRANCE , KURMITOLA","ARMY GOLF CLUB ENTRANCE , KURMITOLA","ARMY GOLF CLUB ENTRANCE , KURMITOLA, Dhaka, Bangladesh",23.818457224505963,90.41292667939904,Nominatim
9792,991,"SHAHEERA BEGUM COMPLEX , SECTOR 4 , UTTARA","SHAHEERA BEGUM COMPLEX , SECTOR 4 , UTTARA",COMPLEX SECTOR 4 UTTARA,23.8596981,90.4013022,Nominatim
9794,993,"UNIVERSITY MEDICAL COLLEGE & HOSPITAL LTD , ARJATPARA RD , MOHAKHALI","UNIVERSITY MEDICAL COLLEGE & HOSPITAL LTD , ARJATPARA RD , MOHAKHALI",RD MOHAKHALI,23.7799396,90.40832216910113,Nominatim
9795,994,"JANATA HOUSING WATER PUMP , ADABAR MOHAMMADPUR","JANATA HOUSING WATER PUMP , ADABAR MOHAMMADPUR",ADABAR MOHAMMADPUR,23.7711654,90.3593643,Nominatim
9796,995,"ANANDO BARI , H 54, SHER E BANGLA RD , MOHAMMADPUR","ANANDO BARI , H 54, SHER E BANGLA RD , MOHAMMADPUR",SHER E BANGLA RD MOHAMMADPUR,23.759815088079296,90.35896377222096,Nominatim
9798,997,"AVERROES INTERNATIONAL SCHOOL,ROAD NO 7,LALMATIA","AVERROES INTERNATIONAL SCHOOL,ROAD NO 7,LALMATIA","AVERROES INTERNATIONAL SCHOOL,ROAD NO 7,LALMATIA, Dhaka, Bangladesh",23.7573682,90.36901801716172,Nominatim
9800,999,"H 698 , KAMAL KHAN RD , IBRAHIMPUR","H 698 , KAMAL KHAN RD , IBRAHIMPUR",KAMAL KHAN RD IBRAHIMPUR,23.79554978997128,90.38112217424244,Nominatim
9802,1001,"MUNSIBARI,H 29,MUNSHI BARI RD,JIGATALA","MUNSIBARI,H 29,MUNSHI BARI RD,JIGATALA",BARI RD JIGATALA,23.7251087,90.3820099,Nominatim
9804,1003,"THE CITY BANK LTD AMEX LOUNGE
DOMESTIC TERMINAL HSIA,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,
KURMITOLA","THE CITY BANK LTD AMEX LOUNGE
DOMESTIC TERMINAL HSIA,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,
KURMITOLA",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT KURMITOLA,23.8431441,90.40530318364304,Nominatim
9805,1004,"ADL SILHOUTEE,BLOCK J,BASHUNDHARA R/A","ADL SILHOUTEE,BLOCK J,BASHUNDHARA R/A",BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
9806,1005,"MEZZAN HAILE AIUN , DHAKA , KEMAL ATATURK AVENUE , BANANI","MEZZAN HAILE AIUN , DHAKA , KEMAL ATATURK AVENUE , BANANI",ATATURK AVENUE BANANI,23.794191627296247,90.41222433349044,Nominatim
9807,1006,"HOSSAIN MARKET , NORTH BADDA ,","HOSSAIN MARKET , NORTH BADDA ,","HOSSAIN MARKET , NORTH BADDA ,, Dhaka, Bangladesh",23.7834687,90.42604669942573,Nominatim
9808,1007,"TRI - SPACE CARDELIA , NEW ESKATON","TRI - SPACE CARDELIA , NEW ESKATON",NEW ESKATON,23.74855085,90.39958676171712,Nominatim
9810,1009,"bangladesh army stadium , dhaka cantonment","bangladesh army stadium , dhaka cantonment","bangladesh army stadium , dhaka cantonment, Dhaka, Bangladesh",23.8056136,90.4041929798094,Nominatim
9811,1010,"H 848, RD 19, BLOCK G , BASHUNDHARA R/A","H 848, RD 19, BLOCK G , BASHUNDHARA R/A",BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
9812,1011,"LINE 10,BLOCK A,MIRPUR 10","LINE 10,BLOCK A,MIRPUR 10",10 BLOCK A MIRPUR 10,23.8126788,90.36982205,Nominatim
9813,1012,"RD 7 , SECTOR 10 , UTTARA","RD 7 , SECTOR 10 , UTTARA","RD 7 , SECTOR 10 , UTTARA, Dhaka, Bangladesh",23.8772439,90.39266935,Nominatim
9814,1013,"ORIENTAL MIRROR,RESIDENTIAL AREA,DHANMONDI","ORIENTAL MIRROR,RESIDENTIAL AREA,DHANMONDI",MIRROR RESIDENTIAL AREA DHANMONDI,23.7455604,90.3795098,Nominatim
9815,1014,shahjalal international airport domestic terminal,shahjalal international airport domestic terminal,"shahjalal international airport domestic terminal, Dhaka, Bangladesh",23.84649125,90.40645321247636,Nominatim
9816,1015,"XPRESSMALL HOTEL & RESORTS,ROAD 19,SECTOR 14,UTTARA","XPRESSMALL HOTEL & RESORTS,ROAD 19,SECTOR 14,UTTARA",ROAD 19 SECTOR 14 UTTARA,23.868825938969387,90.39037376708112,Nominatim
9817,1016,"DIPANNITA , 157 , ROAD 4 JANATA HOUSING , SENPARA PARBATA , JANATA HOUSING","DIPANNITA , 157 , ROAD 4 JANATA HOUSING , SENPARA PARBATA , JANATA HOUSING",SENPARA PARBATA JANATA HOUSING,23.80487055,90.36476131849398,Nominatim
9818,1017,"ABADIL ACADEMY,ROAD NO 8,DAKKHIN BADDA,GULSHAN","ABADIL ACADEMY,ROAD NO 8,DAKKHIN BADDA,GULSHAN",NO 8 DAKKHIN BADDA GULSHAN,23.7751646,90.4225629,Nominatim
9821,1020,"AMTOLI JAME MASJID,NEW AIRPORT ROAD,MOHAKHALI","AMTOLI JAME MASJID,NEW AIRPORT ROAD,MOHAKHALI","AMTOLI JAME MASJID,NEW AIRPORT ROAD,MOHAKHALI, Dhaka, Bangladesh",23.7851699,90.3992744,Nominatim
9822,1022,"THERAPY POINT , SECTOR 5 , UTTARA","THERAPY POINT , SECTOR 5 , UTTARA",SECTOR 5 UTTARA,23.8634958,90.3903093,Nominatim
9823,1023,"NUR MOHAMMAD KAWSER , BAIGERTEK , DHAKA CANTONMENT","NUR MOHAMMAD KAWSER , BAIGERTEK , DHAKA CANTONMENT",DHAKA CANTONMENT,23.81583815,90.41049407160516,Nominatim
9824,1024,"H 490, SHAHID BAKI SARAK, TALTOLA, KHILGAON","H 490, SHAHID BAKI SARAK, TALTOLA, KHILGAON",TALTOLA KHILGAON,23.7515626,90.42465191158236,Nominatim
9825,1025,"HOUSE-19 , ROAD-19 , SECTOR-13 , UTTARA","HOUSE-19 , ROAD-19 , SECTOR-13 , UTTARA","HOUSE-19 , ROAD-19 , SECTOR-13 , UTTARA",23.868825938969387,90.39037376708112,Nominatim
9827,1027,"CHAND MIA HOUSING JAME MASJID , RD 2 , MOHAMMADPUR","CHAND MIA HOUSING JAME MASJID , RD 2 , MOHAMMADPUR",JAME MASJID RD 2 MOHAMMADPUR,23.7567367,90.3615861,Nominatim
9828,1028,"TASTY TREAT , NAYA PALTAN, MOTIJHEEL","TASTY TREAT , NAYA PALTAN, MOTIJHEEL",NAYA PALTAN MOTIJHEEL,23.7251852,90.4218101,Nominatim
9829,1029,"43/C,ROAD 4,BLOCK D, BASHUNDHARA R/A","43/C,ROAD 4,BLOCK D, BASHUNDHARA R/A",BLOCK D BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
9830,1030,"PINEWOOD : CAFE + KITCHEN DHANMONDI , ROAD -6 , GREEN ROAD","PINEWOOD : CAFE + KITCHEN DHANMONDI , ROAD -6 , GREEN ROAD",DHANMONDI ROAD 6 GREEN ROAD,23.745800719454447,90.38521101230953,Nominatim
9831,1031,"ORIENT LEGAL,KAKRAIL,SEGUN BAGICHA","ORIENT LEGAL,KAKRAIL,SEGUN BAGICHA",KAKRAIL SEGUN BAGICHA,23.73477825,90.40678444930948,Nominatim
9833,1033,"PADMA DIAGONISTIC CENTRE LTD,MALIBAGH MOR,MALIBAGH","PADMA DIAGONISTIC CENTRE LTD,MALIBAGH MOR,MALIBAGH",MALIBAGH MOR MALIBAGH,23.74419188131901,90.41424554224132,Nominatim
9835,1035,"ALAUDDIN MOR,EAST AHMADNAH=GFAR,MIRPUR 1","ALAUDDIN MOR,EAST AHMADNAH=GFAR,MIRPUR 1",MIRPUR 1,23.79829355,90.35366684080552,Nominatim
9836,1036,"S S WORLD MEDIA , H 298/B , TALLY OFFICE RD , HAZARIBAG","S S WORLD MEDIA , H 298/B , TALLY OFFICE RD , HAZARIBAG",RD HAZARIBAG,23.7080943,90.4283276,Nominatim
9837,1037,"BEANS & AROMA COFFEES,ROAD 18,SECTOR 3,UTTARA","BEANS & AROMA COFFEES,ROAD 18,SECTOR 3,UTTARA",ROAD 18 SECTOR 3 UTTARA,23.87219697165031,90.39440932037893,Nominatim
9838,1038,"44,ROAD 5,NIKUNJA 2","44,ROAD 5,NIKUNJA 2","44,ROAD 5,NIKUNJA 2, Dhaka, Bangladesh",23.83004616006079,90.41755740844606,Nominatim
9839,1039,"ROAD 24 , MOHAKHALI DOHS , NIKETON","ROAD 24 , MOHAKHALI DOHS , NIKETON",NIKETON,23.7033419,90.4261443,Nominatim
9840,1040,"MAYER DOA CENTER,CAAB COLONY,KAWLA","MAYER DOA CENTER,CAAB COLONY,KAWLA",CAAB COLONY KAWLA,23.8467371531042,90.41453397583876,Nominatim
9841,1041,"IPH JAME MASJID,IPH MASJID RD,MOHAKHALI","IPH JAME MASJID,IPH MASJID RD,MOHAKHALI",RD MOHAKHALI,23.7799396,90.40832216910113,Nominatim
9844,1044,"SAN CLEMENTE , H 539 , RD 11, BARIDHARA DOHS","SAN CLEMENTE , H 539 , RD 11, BARIDHARA DOHS",RD 11 BARIDHARA DOHS,23.8131162,90.4131292,Nominatim
9845,1045,"TRANSCOM , H 28/B , RD 27 , DHANMONDI","TRANSCOM , H 28/B , RD 27 , DHANMONDI",RD 27 DHANMONDI,23.7560325,90.3757211,Nominatim
9846,1046,"MAHFUJ GENERAL STORE , CA 59 , KHANBAG  MASJID RD , NORTH BADDA","MAHFUJ GENERAL STORE , CA 59 , KHANBAG  MASJID RD , NORTH BADDA",RD NORTH BADDA,23.7854175,90.4279147,Nominatim
9849,1049,"IDEAL EYE CARE CENTER,H 38/3,38/4,MOHONPUR RD,ADABOR","IDEAL EYE CARE CENTER,H 38/3,38/4,MOHONPUR RD,ADABOR",RD ADABOR,23.7710608,90.3537502,Nominatim
9851,1051,"BOSHUNDHARA N BLOCK MOSQUE , BLOCK N , BASHUNDHARA R/A","BOSHUNDHARA N BLOCK MOSQUE , BLOCK N , BASHUNDHARA R/A",BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
9852,1053,"HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,DHAKA MYMENSINGH HIGHWAY,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA","HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,DHAKA MYMENSINGH HIGHWAY,HAZRAT SHAHJALAL INTERNATIONAL AIRPORT,KURMITOLA",HAZRAT SHAHJALAL INTERNATIONAL AIRPORT KURMITOLA,23.8431441,90.40530318364304,Nominatim
9853,1054,"UTTARA SECTOR 5,ROAD 6,HOUSE 4","UTTARA SECTOR 5,ROAD 6,HOUSE 4","UTTARA SECTOR 5,ROAD 6,HOUSE 4",23.86630143380532,90.39080893169812,Nominatim
9854,1055,"BUET RED CAMPUS PLAYGROUND , POLASHI","BUET RED CAMPUS PLAYGROUND , POLASHI",PLAYGROUND POLASHI,23.7293814,90.3946972984375,Nominatim
9855,1056,"ESQUIRE ELECTRONICS LIMITED , 102, TO SATRASTA , WIRELESS , NIKETON","ESQUIRE ELECTRONICS LIMITED , 102, TO SATRASTA , WIRELESS , NIKETON",WIRELESS NIKETON,23.7572839,90.41196375687338,Nominatim
9856,1057,"HAWKER SOPHIA BONDHU AT GULSHAN,DHAKA,BLOCK E,BANANI","HAWKER SOPHIA BONDHU AT GULSHAN,DHAKA,BLOCK E,BANANI",GULSHAN DHAKA BLOCK E BANANI,23.7927316,90.4069139,Nominatim
9858,1059,"AC BAZAR INDUSTRYS LIMITED,HOUSE 113/C,ROAD 7,SECTOR 4,UTTARA,DHAKA,1230","AC BAZAR INDUSTRYS LIMITED,HOUSE 113/C,ROAD 7,SECTOR 4,UTTARA,DHAKA,1230",113/C ROAD 7 SECTOR 4 UTTARA DHAKA 1230,23.86446079391681,90.39829345087708,Nominatim
9859,1060,"GORAN  TEMPUSTAND , BAGAN BARI RD , GORAN","GORAN  TEMPUSTAND , BAGAN BARI RD , GORAN",BAGAN BARI RD GORAN,23.7469107997514,90.43363778122706,Nominatim
9860,1061,"PALLABI POLICE STATION,MIRPUR,DHAKA,1216","PALLABI POLICE STATION,MIRPUR,DHAKA,1216","PALLABI POLICE STATION,MIRPUR,DHAKA,1216, Dhaka, Bangladesh",23.8260228,90.3664322,Nominatim
9862,1063,"DUTCH BANGLA BANK ATM , AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2","DUTCH BANGLA BANK ATM , AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2",NEW AIRPORT ROAD KURMITOLA SECTOR 2,23.83988669419721,90.41726329074338,Nominatim
9863,1064,"OPUS FASHION,PORIBAGH,SHAHBAGH","OPUS FASHION,PORIBAGH,SHAHBAGH",SHAHBAGH,23.7400837,90.3960061,Nominatim
9865,1066,SHAH ALI BAGH,SHAH ALI BAGH,"SHAH ALI BAGH, Dhaka, Bangladesh",23.7974702,90.3563554,Nominatim
9866,1067,"281 EAST NAKHAL PARA , TEJGAON , DHAKA 1215","281 EAST NAKHAL PARA , TEJGAON , DHAKA 1215",PARA TEJGAON DHAKA 1215,23.75554015,90.3863832,Nominatim
9867,1068,"ENA LAKE RESORT,GULSHAN LAKE VIEW,MIDDLE BADDA","ENA LAKE RESORT,GULSHAN LAKE VIEW,MIDDLE BADDA",MIDDLE BADDA,23.7807959,90.4262663,Nominatim
9868,1069,"VIP COUNTER,MANIK MIA AVENUE,DHANMONDI","VIP COUNTER,MANIK MIA AVENUE,DHANMONDI","VIP COUNTER,MANIK MIA AVENUE,DHANMONDI, Dhaka, Bangladesh",23.7585212,90.3752297,Nominatim
9869,1070,"BRAC  UNIVERSITY  ( NEW CAMPUS ) , DIT RD , MERUL  BADDA","BRAC  UNIVERSITY  ( NEW CAMPUS ) , DIT RD , MERUL  BADDA",) DIT RD MERUL BADDA,23.7716566,90.4253879,Nominatim
9873,1074,"DHAKA MEDICAL HOSPITAL 2,ZAHIR RAIHAN SARANI,DHAKA MEDICAL COLLEGE","DHAKA MEDICAL HOSPITAL 2,ZAHIR RAIHAN SARANI,DHAKA MEDICAL COLLEGE",ZAHIR RAIHAN SARANI DHAKA MEDICAL COLLEGE,23.724543,90.3974772,Nominatim
9874,1075,"BIROTI RESTORA , STATION RD , KAMALAPUR","BIROTI RESTORA , STATION RD , KAMALAPUR",STATION RD KAMALAPUR,23.73195461057325,90.42316153669498,Nominatim
9877,1078,"RAYHAN STORE,BASHPOTTI RD,SHONIR AKHRA","RAYHAN STORE,BASHPOTTI RD,SHONIR AKHRA",RD SHONIR AKHRA,23.712807,90.45260785,Nominatim
9878,1079,"H 971, BEGUM ROKEYA SARANI , WEST SHEWRAPARA","H 971, BEGUM ROKEYA SARANI , WEST SHEWRAPARA",971 BEGUM ROKEYA SARANI WEST SHEWRAPARA,23.7873684,90.3758373,Nominatim
9879,1080,"KACHUKHET , KAFRUL","KACHUKHET , KAFRUL",KAFRUL,23.7891719,90.3863131,Nominatim
9880,1081,"ARIF VILLA , E 4 , SHAHID AVE , MOHANAGAR HOUSING PROJECT , RAMPURA","ARIF VILLA , E 4 , SHAHID AVE , MOHANAGAR HOUSING PROJECT , RAMPURA",PROJECT RAMPURA,23.7659671,90.4131499,Nominatim
9881,1082,"A R SUPER STORE , SECTOR 7 , UTTARA","A R SUPER STORE , SECTOR 7 , UTTARA",SECTOR 7 UTTARA,23.8699595,90.3973375,Nominatim
9882,1083,RUAO SECTOR 18 UTTARA,RUAO SECTOR 18 UTTARA,SECTOR 18 UTTARA,23.8580646,90.3618794,Nominatim
9883,1084,"SENSIVE DENTAL CARE , DAKKHIN BANASREE","SENSIVE DENTAL CARE , DAKKHIN BANASREE",DENTAL CARE DAKKHIN BANASREE,23.7403806,90.4338841,Nominatim
9884,1085,"ORON  NATION FITNESS BD , GULSHAN 1 , GULSHAN","ORON  NATION FITNESS BD , GULSHAN 1 , GULSHAN",BD GULSHAN 1 GULSHAN,23.7996801,90.4218864,Nominatim
9885,1086,"MOJUMDAR FOUNDATION MOSJID,DHOLIPARA,UTTARA","MOJUMDAR FOUNDATION MOSJID,DHOLIPARA,UTTARA",DHOLIPARA UTTARA,23.8591761,90.3860889,Nominatim
9887,1088,"SHIKHA ANIRBAN,SHAHID SARANI,DHAMALKOT,DHAKA CANTONMENT","SHIKHA ANIRBAN,SHAHID SARANI,DHAMALKOT,DHAKA CANTONMENT",DHAKA CANTONMENT,23.81583815,90.41049407160516,Nominatim
9889,1090,"APOLLO HOSPITAL BASEMENT MASJID,H 81,STS AVE,BLOCK E,BASHUNDHARA R/A","APOLLO HOSPITAL BASEMENT MASJID,H 81,STS AVE,BLOCK E,BASHUNDHARA R/A",BLOCK E BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
9891,1092,"SIDDIQE, MIRPUR RD , DHANMONDI","SIDDIQE, MIRPUR RD , DHANMONDI","SIDDIQE, MIRPUR RD , DHANMONDI, Dhaka, Bangladesh",23.7349317,90.3845783,Nominatim
9892,1093,"108 & 109,  SARAK #10, 1 BASHUNDHARA R/A","108 & 109,  SARAK #10, 1 BASHUNDHARA R/A",BASHUNDHARA R/A,23.8166725,90.42942658076268,Nominatim
9893,1094,"GOVT BANGLA COLLEGE,MIRPUR 1","GOVT BANGLA COLLEGE,MIRPUR 1",BANGLA COLLEGE MIRPUR 1,23.78522455,90.3534804240231,Nominatim
9895,1096,"HOUSE BUILDING BUS STOP , SECTOR 6, UTTARA","HOUSE BUILDING BUS STOP , SECTOR 6, UTTARA","HOUSE BUILDING BUS STOP , SECTOR 6, UTTARA, Dhaka, Bangladesh",23.8748268,90.4006897,Nominatim
9896,1098,"SOFTWARE SHELL , BLOCK K , BARIDHARA DOHS","SOFTWARE SHELL , BLOCK K , BARIDHARA DOHS",K BARIDHARA DOHS,23.8131162,90.4131292,Nominatim
9898,1100,"BISMILLAH TELECOM PRS , INDUSTRIAL AREA , TEJGAON","BISMILLAH TELECOM PRS , INDUSTRIAL AREA , TEJGAON",INDUSTRIAL AREA TEJGAON,23.7639854,90.3967354,Nominatim
9899,1101,"BISMILLA DRY CLINING & LAUNDRY , H 54/2 , RD 4 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR","BISMILLA DRY CLINING & LAUNDRY , H 54/2 , RD 4 , PC CULTURE HOUSING SOCIETY , MOHAMMADPUR",4 PC CULTURE HOUSING SOCIETY MOHAMMADPUR,23.77221031511343,90.36433941941824,Nominatim
9900,1102,"TIJARA MOTORSS LTD,NIKETON,GULSHAN","TIJARA MOTORSS LTD,NIKETON,GULSHAN",LTD NIKETON GULSHAN,23.7784903,90.4113914,Nominatim
9901,1103,"BAYEZID CORPORATE SOLUTION , TOLARBAGH , MIRPUR 1","BAYEZID CORPORATE SOLUTION , TOLARBAGH , MIRPUR 1",MIRPUR 1,23.79829355,90.35366684080552,Nominatim
9902,1104,"ARIYAN'S FRAME  , CHANDMIYA , HOUSING , MOHAMMADPUR","ARIYAN'S FRAME  , CHANDMIYA , HOUSING , MOHAMMADPUR",HOUSING MOHAMMADPUR,23.7569042,90.36356556517757,Nominatim
9903,1105,"BONO BHABAN , BIR UTTAM A.K . KHANDAKAR ROAD , MOHAKHALI , GULSHAN","BONO BHABAN , BIR UTTAM A.K . KHANDAKAR ROAD , MOHAKHALI , GULSHAN","BONO BHABAN , BIR UTTAM A.K . KHANDAKAR ROAD , MOHAKHALI , GULSHAN, Dhaka, Bangladesh",23.78073095,90.39990077102355,Nominatim
9905,1107,"15 , SIDDESHWARI ROAD , WIRELESS , PALTAN","15 , SIDDESHWARI ROAD , WIRELESS , PALTAN","15 , SIDDESHWARI ROAD , WIRELESS , PALTAN, Dhaka, Bangladesh",23.744049697863503,90.40982511322724,Nominatim
9906,1108,"SPORTS ZONE LTD , H 5 , BIR UTTAM AK KHANDAKAR RD , GULSHAN 1","SPORTS ZONE LTD , H 5 , BIR UTTAM AK KHANDAKAR RD , GULSHAN 1",AK KHANDAKAR RD GULSHAN 1,23.7806557,90.41508047093998,Nominatim
9907,1109,"JABBAR TOWER,H 42,RD 135,GULSHAN 1","JABBAR TOWER,H 42,RD 135,GULSHAN 1",135 GULSHAN 1,23.780553,90.4169,Nominatim
9908,1110,"DHAKESHARI TEMPLE , DHAKESHWARI RD , PALASHI , LALBAG","DHAKESHARI TEMPLE , DHAKESHWARI RD , PALASHI , LALBAG",RD PALASHI LALBAG,23.7262311,90.3872494,Nominatim
9910,1112,"OBONI FASHION , H 4/ 14 , RAZIA SULTANA RD, MOHAMMADPUR","OBONI FASHION , H 4/ 14 , RAZIA SULTANA RD, MOHAMMADPUR",RAZIA SULTANA RD MOHAMMADPUR,23.760813820515224,90.3621363107394,Nominatim
9911,1113,"DEWAN CO , 109, DIT ROAD, MALIBAGH RAIL GATE , MALIBAGH","DEWAN CO , 109, DIT ROAD, MALIBAGH RAIL GATE , MALIBAGH",ROAD MALIBAGH RAIL GATE MALIBAGH,23.7493755,90.4148327,Nominatim
9912,1114,"H 18 , RD 5, KADERABAD HOUSING , MOHAMMADPUR","H 18 , RD 5, KADERABAD HOUSING , MOHAMMADPUR",KADERABAD HOUSING MOHAMMADPUR,23.756529224275905,90.35914330235236,Nominatim
9914,1116,"KALACHANDPUR BAITUL NUR CENTRAL JAMIA MASJID , KALACHANDPUR MAIN RD ,  KALACHANDPUR","KALACHANDPUR BAITUL NUR CENTRAL JAMIA MASJID , KALACHANDPUR MAIN RD ,  KALACHANDPUR",KALACHANDPUR MAIN RD KALACHANDPUR,23.8078021178131,90.41855789528908,Nominatim
9915,1117,"DHALAI KARKHANA LINK RD , EAST RAYER BAZAR","DHALAI KARKHANA LINK RD , EAST RAYER BAZAR",RD EAST RAYER BAZAR,23.74298472399026,90.3683550027461,Nominatim
9916,1118,"SHUKRIYA HOUSE , 180/6/8 BANK COLONY, TITAS ROAD , EAST RAMPURA","SHUKRIYA HOUSE , 180/6/8 BANK COLONY, TITAS ROAD , EAST RAMPURA",ROAD EAST RAMPURA,23.76087962935701,90.42212921836766,Nominatim
9917,1119,"silicon prime rose , h 559, rd 9 , adabor","silicon prime rose , h 559, rd 9 , adabor",559 rd 9 adabor,23.7710608,90.3537502,Nominatim
9919,1121,"ROAD 08,MIRPUR DOHS,MIRPUR 12","ROAD 08,MIRPUR DOHS,MIRPUR 12",ROAD 08 MIRPUR DOHS MIRPUR 12,23.83687862385389,90.36756615111702,Nominatim
9921,1123,"ZIGATOLA BUS STAND , JIGATOLA , DHANMONDI","ZIGATOLA BUS STAND , JIGATOLA , DHANMONDI",BUS STAND JIGATOLA DHANMONDI,23.7412154,90.3605143,Nominatim
9922,1124,"KALLYANPUR GIRLS SCHOOL AND COLLEGE,KALLYANPUR MAIN  RD","KALLYANPUR GIRLS SCHOOL AND COLLEGE,KALLYANPUR MAIN  RD","KALLYANPUR GIRLS SCHOOL AND COLLEGE,KALLYANPUR MAIN  RD, Dhaka, Bangladesh",23.7822667,90.35933065214115,Nominatim
9923,1125,"FURNITEX LIMITED EXPERIENCE CENTER,RESIDENTIAL AREA,DHANMONDI","FURNITEX LIMITED EXPERIENCE CENTER,RESIDENTIAL AREA,DHANMONDI",RESIDENTIAL AREA DHANMONDI,23.7401262,90.3922751,Nominatim
9924,1126,"NAPD OFFICE , KATABAN ROAD , NIJHUM RESIDENTIAL AREA , HAZARIBAGH","NAPD OFFICE , KATABAN ROAD , NIJHUM RESIDENTIAL AREA , HAZARIBAGH",ROAD NIJHUM RESIDENTIAL AREA HAZARIBAGH,23.73659072415713,90.37023231089164,Nominatim
9925,1127,"1/1, BEPARI GOLI, WIRELESS , MOGBAZAR","1/1, BEPARI GOLI, WIRELESS , MOGBAZAR","1/1, BEPARI GOLI, WIRELESS , MOGBAZAR, Dhaka, Bangladesh",23.75098595,90.4087169,Nominatim
9926,1128,"ANA RANA VILLA,H 24/8,TAJMAHAL RD,MOHAMMADPUR","ANA RANA VILLA,H 24/8,TAJMAHAL RD,MOHAMMADPUR",24/8 TAJMAHAL RD MOHAMMADPUR,23.763331483363903,90.36220813542982,Nominatim
9928,1130,"COMFORT DIAGNOSTIC CENTER, GREEN RD , DHANMONDI","COMFORT DIAGNOSTIC CENTER, GREEN RD , DHANMONDI","COMFORT DIAGNOSTIC CENTER, GREEN RD , DHANMONDI, Dhaka, Bangladesh",23.7492011,90.3862305772282,Nominatim
9929,1131,"MIAMI AIRCON , AGB COLONY KAMALAPUR","MIAMI AIRCON , AGB COLONY KAMALAPUR",AGB COLONY KAMALAPUR,23.7328989,90.42129745425532,Nominatim
9930,1132,"TIMIT 39,ROAD NO 1,BLOCK A,BASHUNDHARA","TIMIT 39,ROAD NO 1,BLOCK A,BASHUNDHARA",39 ROAD NO 1 BLOCK A BASHUNDHARA,23.812355740851743,90.42839093534366,Nominatim
9933,1135,OFFICERS CLUB BAILY RD RAMNA,OFFICERS CLUB BAILY RD RAMNA,"OFFICERS CLUB BAILY RD RAMNA, Dhaka, Bangladesh",23.7423245,90.40504891053418,Nominatim
9934,1136,"LN 2,BLOCK C,MIRPUR 10","LN 2,BLOCK C,MIRPUR 10",2 BLOCK C MIRPUR 10,23.81349615,90.37517888265054,Nominatim
9935,1137,"AIRPORT RAIL STATION , DHAKA","AIRPORT RAIL STATION , DHAKA",RAIL STATION DHAKA,23.7319228,90.3966615,Nominatim
9936,1138,"GULSHAN CENTRAL MASJID , GULSHAN 2 , GULSHAN","GULSHAN CENTRAL MASJID , GULSHAN 2 , GULSHAN","GULSHAN CENTRAL MASJID , GULSHAN 2 , GULSHAN, Dhaka, Bangladesh",23.7901058,90.41457855,Nominatim
9937,1139,"SUMONA AMN,H 246,RD 3,MOHAMMADI HOUSING SOCIETY,MOHAMMADPUR","SUMONA AMN,H 246,RD 3,MOHAMMADI HOUSING SOCIETY,MOHAMMADPUR",HOUSING SOCIETY MOHAMMADPUR,23.7697872,90.36297351865782,Nominatim
9940,1142,"SHER E BANGLA AGRICULTURAL UNIVERSITY,SHER E BANGLA NAGAR","SHER E BANGLA AGRICULTURAL UNIVERSITY,SHER E BANGLA NAGAR","SHER E BANGLA AGRICULTURAL UNIVERSITY,SHER E BANGLA NAGAR, Dhaka, Bangladesh",23.77198575,90.3755019800276,Nominatim
9941,1143,"RD 6 A,BANANI DOHS","RD 6 A,BANANI DOHS",6 A BANANI DOHS,23.794234722576057,90.4003372843106,Nominatim
9942,1144,"HOTEL NANDINI , SHUKRABAD , DHANMONDI 32","HOTEL NANDINI , SHUKRABAD , DHANMONDI 32",SHUKRABAD DHANMONDI 32,23.75127095,90.37617266828674,Nominatim
