location,coordinates,latitude,longitude,grid_label
"SHAFIQUAT NIKETON , H 147 , RD 1 , MOHAMMADI HOUSING SOCIETY , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"17 , ROAD 04 , SECTION 2","(22.8933377, 91.5339391)",22.8933377,91.5339391,
"PAKA BRIDGE GROCERY STORE,POLAGAS RD,1711","(24.0907, 90.4878)",24.0907,90.4878,
"BISWAS AGROVET LTD,SECTOR 7,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"SADAR GHAT,AHSANULLAH RD,WISE GHAT,KOTWALI","(25.74664, 89.25166)",25.74664,89.25166,
"RAIN DROP OPEN FOOD ZONE , THANA RD , 1340","(23.8442, 90.2511)",23.8442,90.2511,
"KHALEQUE GAS STATION,KALYANPUR","(23.78134, 90.35697)",23.78134,90.35697,R13C2
"MULTIPLAN CENTER,NEW ELEPHANT ROAD,DHANMONDI","(23.7388163, 90.38545)",23.7388163,90.38545,R8C5
"SHAYAMOLI SQUARE SHOPPING MALL , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"ASHRAF 4A HOUSE 19,RD 7,SECTOR 10 UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"TROPICAL ALLAUDDIN TOWER SHOPPING COMPLEX,ROAD 02,SECTOR 3,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"DUMNI NOYAPARA JAME MASJID , PURBACHAL EXPRESS HIGHWAY , BASHUNDHARA R/A","(38.5, -0.5)",38.5,-0.5,
"MAYER DOWA GENERAL STORE , MIDDLE PIRERBAGH , MIRPUR","(23.805, 90.366)",23.805,90.366,R16C3
"CITY BANK,GULSHAN  AVENUE,GULSHAN 1,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"SHAJAHAN DE MENOR , H 59 , RD 8A , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"HOUSE 9 , ROAD 17 , BLOCK E , BANANI , DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"DREAM HOLIDAY PARK,DHAKA SYLHET HIGHWAY,NARSINGDI","(23.92298, 90.71768)",23.92298,90.71768,
"JBS SHOPNOCHURA,WEST NANDIPARA","(24.49418, 88.89406)",24.49418,88.89406,
"80 , MOTIJHEEL ROAD , MOTIJHEEL , DILKUSHA","(23.7285768, 90.4185932)",23.7285768,90.4185932,R7C9
"BASHUNDHARA CITY SHOPPING COMPLEX , PANTHAPATH DHAKA","(23.751142, 90.3906411)",23.751142,90.3906411,R10C6
"MADARTEK CHOWRASTA  POSHCHIM MADARTEK , PURBO NONDIPARA , SHAHJAHANPUR","(21.9128, 90.73626)",21.9128,90.73626,
"DOINIK BANGLA MOR , FAKIRAPOOL , DILKUSHA","(23.7302544, 90.4151658)",23.7302544,90.4151658,R7C8
NIKUNJA 1,"(23.8242795, 90.4191806)",23.8242795,90.4191806,R18C9
"DEMRA STAFF QUARTER , DHAKA-DEMRA HIGHWAY , GOPIBAG , JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,
"DYNASTY,H 15,RD 7,GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"ABDULLAHPUR BUS STOP,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"NAFI TOWER , H 53 , GULSHAN AVE , GULSHAN 1","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"T.H BAKERY & SWEETS , RAYER BAZAR , MOHAMMADPUR","(14.5847472, 120.999882)",14.5847472,120.999882,
HAQUE'S BANQUET HALL & RESTAURANT,"(49.11127, 9.73908)",49.11127,9.73908,
"MIRPUR CANTONMENT PUBLIC SCHOOL AND COLLEGE,ROAD 05,DOHS,MIRPUR 12","(23.805, 90.366)",23.805,90.366,R16C3
"GAS TRANSMISSION COMPANY LIMITED,AGARGAON,MIRPUR","(23.805, 90.366)",23.805,90.366,R16C3
"35 , ROAD 8/A, NIKUNJA 1 , BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"IBA , UNIVERSITY OF DHAKA , JASIMUDDIN HALL RD, UNIVERSITY OF DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"SENAKUNJA , SHAHID SARANI , DHAKA CANTONMENT","(23.82444, 90.40556)",23.82444,90.40556,R18C8
"Road 6,Nikunja 2,Badda","(24.34671, 90.00523)",24.34671,90.00523,
"HOUSE NO 2, ROAD 14, NIKUNJA 2, BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"RAYER BAZAR HIGH SCHOOL , SHER E BANGLA  RD , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"handi (gulshan branch ) , gulshan 2 , gulshan","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"INCREDIBLE PVT , LTD . GULSHAN 1 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"SUFIA DREAMS 138/5/C , JAMTOLA EAST RAMPURA","(23.76261, 90.42051)",23.76261,90.42051,R11C9
"HOUSE 49 , ROAD 13 ,. SECTOR 10 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"RD 5 , SECTOR 5, UTTARA","(23.8699122, 90.3874414)",23.8699122,90.3874414,R23C6
"OSCOM BANGLADESH , NURERCHALA RD , NOTUN BAZAR , BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"MIDDLE BADDA BAITUL AMAN JAME MASJID,AH2,MIDDLE BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"UTTARA CRESCENT HOSPITAL, RABINDRA SARANI, SECTOR 3, UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"YAMAHA FLAGSHIP  STORE ,37, HAQUE CENTER , SHAHEED TAJUDDIN AHMED SARANI, DHAKA 1208","(24.16667, 90.41667)",24.16667,90.41667,
"BD WATER ENGINEERING , RD 27 , SECTOR 7 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"H 144,SHANTINAGAR RD,SHANTINAGAR","(23.7393386, 90.4150796)",23.7393386,90.4150796,R8C8
"SENAKUNJA BUTLER,SHAHID SARANI,DHAKA CANTONMENT","(23.82444, 90.40556)",23.82444,90.40556,R18C8
"DUTCH BANGLA BANK LTD ATM,H 500/A/1(OLD),RD 8,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"HOME TRUST LIVING LTD , ROAD 14/C, SECTOR 4, UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"EASTERN SHANTI NEER , SANTINAGAR ,KAKRAIL","(23.73333, 90.4)",23.73333,90.4,R8C7
"29/1/2 , SATISH SARKER ROAD , KERANIGANJ","(24.75003, 88.07271)",24.75003,88.07271,
"MIRPUR NATIONAL ZOO, ZOO RD , MIRPUR 2","(23.805, 90.366)",23.805,90.366,R16C3
"ZARIN STORE , BLOCK D, ,MIRPUR 13","(23.805, 90.366)",23.805,90.366,R16C3
"BURGER N CO. MIDDLE BAREK MOLLA'S MOR , 60 FEET , MIRPUR","(23.805, 90.366)",23.805,90.366,R16C3
"22 , ROAD 12 , NIKUNJA 2","(23.8324457, 90.4168725)",23.8324457,90.4168725,R19C9
"SANGSAD BHABAN RD , SHER E BANGLA NAGAR","(23.7613375, 90.3802553)",23.7613375,90.3802553,R11C5
"ANWAR KHAN MODEN MEDICAL COLLEGE,RD 7,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"12 , ROAD 6 , SECTION 12","(22.8933377, 91.5339391)",22.8933377,91.5339391,
"ARTISAN KEMAL ATATRUK AVENUE , GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"SUNFLOWER , SECTOR 6 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"H B 51 , OUTER CIRCULAR RD , KAMALAPUR","(23.73723, 90.42533)",23.73723,90.42533,R8C9
"MG COTTON HEAD OFFICE,SHAH MAKDUM AVENUE,SECTOR 12,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"DHAKA MOHILA COLLEGE , H 23, RD 7, DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"DHAKA MYMENSINGH , GAZIPUR","(24.0704471, 90.3913753)",24.0704471,90.3913753,
"SHER E BANGLA AGRICULTURAL UNIVERSITY , SHER E BANGLA NAGAR","(23.7719857, 90.375502)",23.7719857,90.375502,R12C4
"HARUN EYE FOUNDATION HOSPITAL , ROAD 6 , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"NEW ASHA CAR DECORATION , NAYA PALTAN","(23.73625, 90.41426)",23.73625,90.41426,R8C8
"FARIDABAD HIGH SCJOOL,FARIDABAD LN,GANDARIA","(23.70576, 90.42954)",23.70576,90.42954,R5C10
"Koyla Restaurant Link.R0ad, Gulshan 1","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"5/7,LALMATIA BLOCK E,LALMATIA","(23.7536438, 90.3673074)",23.7536438,90.3673074,R10C3
"DC BUILDING , MAOLANA BHASANI ROAD , FAKIRAPOOL , PALTAN","(23.73625, 90.41426)",23.73625,90.41426,R8C8
"MAA HOTEL & RESTAURANT , H 268/90, SHADHINOTA SARANI , NORTH BADDA","(22.8919883, 91.6736685)",22.8919883,91.6736685,
"POPULAR DIAGONESTIC CENTER LTD , BEGUM ROKEY SARANI , MIRPUR 10","(23.805, 90.366)",23.805,90.366,R16C3
"STUDIO , NINE N' HALF , TRIMOHONI , KHILGAON","(23.75722, 90.46443)",23.75722,90.46443,R10C13
"MR. KACCHI  , 252/4 , WEST MONIPUR , MUKTI HOUSING , PASCHIM MONIPUR","(23.47172, 91.0612)",23.47172,91.0612,
"WALTON SERVICE CENTRE , DHAKA CHITTAGONG HIGHWAY , SIGN BOARD , SHIDDHIRGANJ , NARAYANGANJ , 1361","(23.61352, 90.50298)",23.61352,90.50298,
"DENTAL ASSOCIATES,RESIDENTIAL AREA,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"VILLIE LA OPALA , H 25, RD 47 , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"ALL COMMUNITY CLUB LIMITED,GULSHAN 1,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"SULTAN'S DINE , GAREEB E NAWAZ , SECTOR 11 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"BENGAL BLUEBERRY , NE ( O) 1 , RD 91 , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"BNP PARTY OFFICE , RD 86 , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"KIDS TUTORIAL H 7 , CIRCUIT HOUSE RD , KAKRAIL","(23.73333, 90.4)",23.73333,90.4,R8C7
"OBIIQUE SOURCING , EIDGAH MATT , SONY HALL , MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"RD 67 , GULSHAN 2","(23.7947055, 90.4023902)",23.7947055,90.4023902,R14C7
"BUDDHIJIBI KABAR JAME MASJID , SHAHID BUDDHIJIBI GRAVEYARD , MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"RD 17,BANANI","(23.7932237, 90.404084)",23.7932237,90.404084,R14C7
"MANDA (GREEN MODEL TOWN),33/11 KV GRID SUBSTATION DPDC C15,NORTH MANDA","(24.79891, 88.7028)",24.79891,88.7028,
"H 67 , DILKUSHA RD , DILKUSHA","(23.7269199, 90.4174)",23.7269199,90.4174,R7C9
"RAYER BAZAR HIGH SCHOOL , SHER E BANGLA RD , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"452,CHAIRMAN GOLI,WIRELESS,MOGBAZAR","(23.755344, 90.4096586)",23.755344,90.4096586,R10C8
"2/20, BLOCK A ,  LALMATIA","(23.75701, 90.3738781)",23.75701,90.3738781,R10C4
"AZAMPUR RAILGATE JAME MASJID , SECTOR 4 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"H C/26, ZAKIR HOSSAIN RD, BLOCK F , MOHAMMADPUR , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"ORACLE DENTAL PLANET , HOUSE 15 ROAD 5 , SECTOR 4 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"FOKIR MARKET , DEGERCHALA RD , 1711","(24.0907, 90.4878)",24.0907,90.4878,
"H 28 , RD 16 , NIKUNJA 2","(23.8339024, 90.4164755)",23.8339024,90.4164755,R19C9
"H 155, KHILJI RD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"GOLD ROSE THAI SPA , GULSHAN 2, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"LIMA FURNITURE , SECTOR 7 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"6/17,BLOCK B,HUMAYUN ROAD,MOHAMMADPUR","(23.7698141, 90.3662797)",23.7698141,90.3662797,R12C3
"LIBERTY CHEMICAL COMPANY , RESIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"77, LAKE DRIVE ROAD , SECTOR 7 , UTTARA","(23.8681856, 90.3937611)",23.8681856,90.3937611,R23C6
"IDLC FINANCE LIMITED , DILKUSHA BRANCH , PURANA PALTAN","(23.73625, 90.41426)",23.73625,90.41426,R8C8
"UTTARA GIRLS HIGH SCHOOL AND COLLEGE,ROAD 2,SECTOR 6,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"RAJFULBARIA BUS STOP , RAJBARI UP RD , 1347","(24.3137, 89.6089)",24.3137,89.6089,
"JONAKI CINEMA HALL LANE , FAKIRAPOOL , PALTAN","(23.7374258, 90.4149013)",23.7374258,90.4149013,R8C8
"KHILGAON TALTOLA MOR , SHAHID BAKI RD , KHILGAON","(23.75722, 90.46443)",23.75722,90.46443,R10C13
"14,KALLYANPUR PRODHAN SARAK , NOTUN BAZAR , MUKTI HOUSING , MODDHO PAIKPARA","(22.28455, 91.9809)",22.28455,91.9809,
"H 100,SHER SHAH SURI RD,MOHAMMADPUR","(24.6254038, 90.6055315)",24.6254038,90.6055315,
"BANGLADESH HOUSE BUILDING FINANCE CORPORATION,ALAOL AVENUE,SECTOR 8,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"AMERICAN CLUB,RD 70,GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"may spring ap[artment , sector 10 , uttara","(23.8667, 90.4)",23.8667,90.4,R22C7
"TEJGAON ADARSHA SCHOOL & COLLEGE,SHAHID TAJUDDIN AHMED SARANI,TEJGAON","(23.7643116, 90.4022237)",23.7643116,90.4022237,R11C7
"DHAKA CHITTAGONG HIGHWAY,SONTEK,JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,
"CONCORD 16 , PARK ROAD , BARIDHARA , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"K-59, ROAD -13 , SOUTH BANASREE","(23.7590816, 90.4289969)",23.7590816,90.4289969,R10C10
"81, SHAPLA VILLA , SOUTH AZAMPUR , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"TRANSCENDENTAL MEDITATION BANGLADESH , ROAD 68/A , GULSHAN 2 , GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"SAIDNOGOR SUPER MARKET , SAYED NAGAR , NOTUN BAZAR","(25.74442, 88.49186)",25.74442,88.49186,
"CITY ALO ( BANKING FOR WOMEN ) , 18 , GULSHAN AVENUE , GULSHAN 1 , GULSHAN","(23.7826515, 90.416587)",23.7826515,90.416587,R13C9
"ZION MEDIA , DOHS , MIRPUR","(23.805, 90.366)",23.805,90.366,R16C3
"HOUSE 52, ROAD 27, DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"CP , THANA RD , 1340","(23.8442, 90.2511)",23.8442,90.2511,
S A KHALEQUE RESIDENTIAL AREA,"(23.7777719, 90.3566932)",23.7777719,90.3566932,R13C2
"ATN BANGLA , 12 , KAZI NAZRUL ISLAM AVENUE , PASHCIM NAKHALPARA , LALMATIA","(24.43374, 88.45688)",24.43374,88.45688,
"WARI THANA,TIPU SULTAN RD,WARI","(23.7149794, 90.4188432)",23.7149794,90.4188432,R6C9
"VISION EMPORIUM , MOHAMMADIA HOUSING , MOHAM,MADPUR , KATASUR","(23.75992, 90.35632)",23.75992,90.35632,R11C2
"AB BANK LIMITED ATM,SECTOR 7,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"BOARD BAZAR BUS STOP , DHAKA MYMENSINGH HIGHWAY, 1711","(23.9452769, 90.3827366)",23.9452769,90.3827366,
"HAZRAT SHAHJALAL INTERTIONAL AIRPORT TERMINAL 2, AIRPORT ROAD , NEW AIRPORT ROAD , KURMITOLA , SECTOR 2","(43.99329, -107.94926)",43.99329,-107.94926,
"LAB AID GULSHAN , H 13 / A, KAMAL ATATRUK AVE , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"RAMNA KALI MANDIR,SUHRAWARDY UDYAN,RD,RAMNA","(23.73333, 90.4)",23.73333,90.4,R8C7
"HOUSE 29 , ROAD 1 , SECTOR 11. UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"KHAN BARI,BHATULIYA,TURAG","(23.76667, 90.31667)",23.76667,90.31667,
"KULSUM , H 40 41 , SIDDHESWARI MALIBAG CIRCLE RD , SIDDHESWARI","(23.59189, 90.92422)",23.59189,90.92422,
"HARDWARE & TOOLS,KAPTAN BAZAR,GULISTAN","(37.7429211, -78.4055617)",37.7429211,-78.4055617,
"RD 3 , TURAG CITY , MIRPUR 1","(23.805, 90.366)",23.805,90.366,R16C3
"LAWYER IN GULSHAN BANANI BARIDHARA,GULSHAN 2,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"IRON LODGE FITNESS STUDIO,CENTRAL ROAD,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"SHAHEEN LAKE PARK,(SHAHEEN DIP)BAF KURMITOLA,DHAKA CANTONMENT","(23.82444, 90.40556)",23.82444,90.40556,R18C8
"GOLAKANDAIL,RUPGANJ,NARAYANGANJ","(23.7853577, 90.5685788)",23.7853577,90.5685788,
"MR BAKER,RD 7,SECTOR 3,UTTARA","(23.861417, 90.3989617)",23.861417,90.3989617,R22C7
"DREAM STUDY INTERNATIONAL,GULSHAN 2,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"BRTA CIRCLE,MIRPUR 13","(23.805, 90.366)",23.805,90.366,R16C3
"H 104/4,CNETRAL RD,DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"CONCORD IK TOWER , GUL;SHAN 2, MADANIU AVE","(-34.75155, 149.72086)",-34.75155,149.72086,
"WASEK AQUA DHAKA HUB , BAWNIA , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"BANGLADESH POLICE OFFICERS MESS,ESKATON GARDEN ROAD,RAMNA","(23.7447925, 90.4022794)",23.7447925,90.4022794,R9C7
"LIAISON OFFICE , PASCHIMANCHAL GAS COMPANY LIMITED ( PGCL ) , HATIRJHEEL , TEJGAON","(23.76296, 90.38971)",23.76296,90.38971,R11C6
"52/A,DOLPHIN GOLI,DHANMONDI","(23.750664, 90.379553)",23.750664,90.379553,R10C5
"DUTCH-BANGLA ATM IN UNITED HOSPITAL , GULSHAN 2","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"BIDDUT BHABAN , H 1, ABDUL GANI RD , PURANA PALTAN","(23.73625, 90.41426)",23.73625,90.41426,R8C8
"NEW SUPER MARKET,NEW MARKET,DHAKA","(23.6926196, 90.4336927)",23.6926196,90.4336927,R3C10
"YAD ALI JAME MASJID , SHAHJAHAN ROLLING MILL'S RD , FATULLAH , NARAYANGANJ , 1401","(23.61352, 90.50298)",23.61352,90.50298,
"LONDON PLAZA,SERVICE ROAD,SECTOR 3,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"DELICIOUS MORSEL , SHIMANTO SHAMBHAR , ROAD 2 , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"BEST PHYSIOTHERAPY , ADARSHA NAGAR , BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"RIJIYA BHAVAN , H 2/GA, HABIBULLAH RD, SHAHBAG","(23.738, 90.4)",23.738,90.4,R8C7
"ROAD 24,DAKKHIN BADDA,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
HOUSE 295/296,"(24.9207982, 89.9626115)",24.9207982,89.9626115,
"HOUSE 9, ROAD 17, SECTOR 14, UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"GORAN ADARSHA HIGH SCHOOL , HAWAI GOLI , KHILGAON","(23.75722, 90.46443)",23.75722,90.46443,R10C13
"25 EAST BENGAL , CANTONMENT , DHAKA , BANGLADESH","(24.16667, 90.41667)",24.16667,90.41667,
SHAHJADPUR BUS STOP,"(23.7920887, 90.4245009)",23.7920887,90.4245009,R14C9
"19/6,GATE NO 3 ROAD,KHAMAR BARI","(24.8859, 90.91228)",24.8859,90.91228,
"20,ROAD 108,GULSHAN 2,GULSHAN","(23.7911646, 90.4186649)",23.7911646,90.4186649,R14C9
"DSE TOWER,HOUSE 46,ROAD 21,NIKUNJA,KHILKHET,DHAKA","(24.16667, 90.41667)",24.16667,90.41667,
"ARADDHO , RESAIDENTIAL AREA , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"ZAM ZAM TOWER , SECTOR 13, UTTARA","(23.8740566, 90.3905325)",23.8740566,90.3905325,R23C6
"JHORNA DHARA,BASUNDHARA RIVERVIEW,DAKKHIN KERANIGANJ","(24.75003, 88.07271)",24.75003,88.07271,
"RD 5, ARAMBAG R/A PALLABI","(23.825, 90.37)",23.825,90.37,R18C4
"HOUSE 56&58,LAKE DRIVE ROAD,SECTOR 7,UTTARA","(22.4120749, 114.2016117)",22.4120749,114.2016117,
"PADMA HOTEL AND RESTAURANT , DHAKA DEMRA HIGHWAY , GOPIBAG , JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,
"PLATFORM NO 7 , KAMALAPUR RD , AHMEDBAG , SABUJBAG","(23.03077, 89.38848)",23.03077,89.38848,
"NAZIA HOME,SECTOR 6,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"MOUSHI FASHION TAILORS,250/1,AHMED NAGAR,PAIKPARA,SENPARA PARBATA,AHMED NAGAR","(23.80503, 90.36883)",23.80503,90.36883,R16C4
"ANWAR KHAN MODERN MEDICAL COLLEGE, RD 7 , DHANMONDI","(23.74, 90.385)",23.74,90.385,R8C5
"TRANCEMDENTAL MEDITATION BANGLADESH,ROAD 68/A,GULSHAN 2,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"ROAD 64 , BANANI , GULSHAN","(23.8014301, 90.4068709)",23.8014301,90.4068709,R15C8
"purbo goran jame masjid , titas rd , purba goran","(23.75027, 90.43413)",23.75027,90.43413,R9C10
"H 526 , SHAHID BAKI SARAK , TALTOLA , KHILGAON","(23.75722, 90.46443)",23.75722,90.46443,R10C13
"M/S R S AUTOMOBILES,NAYA PALTAN","(23.73625, 90.41426)",23.73625,90.41426,R8C8
"NASIM'S HOME , SECTOR 13 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"S. RAHMAN DENTAL CARE , SECTOR 14 ,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"THE CARNATION,H 5,CIRCUIT HOUSE RD,KAKRAIL","(23.73333, 90.4)",23.73333,90.4,R8C7
"BRINDABON ROAD , MIRPUR DOHS , PALLABI 1000","(23.8390317, 90.3662163)",23.8390317,90.3662163,R19C4
"MARKS HOMELESS HOUSE,MIRPUR ROAD,SOHRAWARDI MEDICAL COLLEGE & HOSPITAL,SHER E BANGLA NAGAR","(64.85694, -147.80278)",64.85694,-147.80278,
"BERIBADH CHOURASTA BUS STAND,BERIBADH RD,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"FATEMA ANWAR TOWER , DONIYA , JATRABARI","(24.98797, 90.90801)",24.98797,90.90801,
"RAJUK UTTARA APARTMENT PROJECT,AVE 3,SECTOR 18,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"HOUSE 71,ROAD 7,SECTOR 4,UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"RONY TELECOM,MOSQUE ROAD2,KORAIL,MOHAKHALI","(23.7856138, 90.406722)",23.7856138,90.406722,R13C8
"MIRPUR 10 CIRCLE , MIRPUR 10","(23.8072313, 90.3689438)",23.8072313,90.3689438,R16C4
"PERSONA,5TH FLOOR,GULSHAN AVENUE,GULSHAN 2,GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"ADABOR,ROAD 3,MOHAMMADPUR","(23.7629379, 90.3567682)",23.7629379,90.3567682,R11C2
"SEGIETH VILLA , H 15 , RD 5 , KADERABAD HOUSING , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"nhb26 , lalmatia road , block b , lalmatia ,1207","(24.43374, 88.45688)",24.43374,88.45688,
"atelier sourcing ltd, h 7 , rd 3, gulshan 1","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"JAKIR FRIED CHICKEN & CATERING SERVICE,CH 72/1,BIR UTTAM RAFIQUL ISLAM AVE,NORTH BADDA","(64.07333, -141.93611)",64.07333,-141.93611,
"AKOTA ABASHIK,ADARSHA NAGAR,BADDA","(24.34671, 90.00523)",24.34671,90.00523,
"CLUB 89 , LIMITED , GULSHAN 1, GULSHAN","(23.7917, 90.4167)",23.7917,90.4167,R14C9
"CAYA NEER  , H 556 , ATISH DIPANKAR RD , TILPAPARA , KHILGAON","(23.75722, 90.46443)",23.75722,90.46443,R10C13
"BRAC UNIVERSITY RESIDENTIAL CAMPUS,BIRULIA AKRAN RD,ASHULIA","(23.8677115, 90.3087041)",23.8677115,90.3087041,
"WIND BLOWS , SECTOR 3 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"CHAIRMANGOLI JAME MASJID , CHAIRMAN GOLI , NOYATOLA","(23.7554194, 90.4090494)",23.7554194,90.4090494,R10C8
"UNIVERSAL MEDICAL COLLEGE & HOSPITAL LTD , ARJATPARA RD , MOHAKHALI","(23.7766326, 90.3953894)",23.7766326,90.3953894,R12C6
"DHANMONDI RIVERVIEW MODEL TOWN,RAYER BAZAR,MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"JAMI'A BAITUL AMAN MINAR MASJID , TAJMAHAL ROAD , MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"JUDGE  HAMID FOUNDATION , ADABAR MOHAMMADPUR","(23.7659, 90.35851)",23.7659,90.35851,R11C3
"KAMALAPUR RAILWAY  STATION , KAMALAPUR","(23.7305398, 90.4268579)",23.7305398,90.4268579,R7C9
"POPULAR DIAGONSTIC CENTER LTD ,  ROAD 7 , SECTOR 4 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"VIP GATE , DHAKA RAILWAY STATION , KAMALAPUR","(23.73723, 90.42533)",23.73723,90.42533,R8C9
"HOUSE 4, ROAD 20, SECTOR 3, UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"KAZI ENTERPRISE , 91/1 , SHAH ALI BAGH ROAD , SENPARA PARBATA , SHAH ALI BAGH","(23.80503, 90.36883)",23.80503,90.36883,R16C4
"AIRPORT ROAD,NEW AIRPORT ROAD,SECTOR 2","(23.8523935, 90.3987611)",23.8523935,90.3987611,R21C7
"RAJUK COLLEGE PLAYGROUND , RAJUK COLLEGE RD ,. SECTOR 6 , UTTARA","(23.8667, 90.4)",23.8667,90.4,R22C7
"H 24 , FLAT 2B , RD 10/A , DHANMONDI R/A , DHAKA 1209","(24.16667, 90.41667)",24.16667,90.41667,
